Darija_Arabe,Arabizi,Arabe_Standard,Anglais
ڭلس,gles,ڭلس,sit
ڭلس,glas,ڭلس,sit
ڭلس,gls,ڭلس,sit
ڭادّ,gadd,ڭادّ,create
ڭادّ,gad,ڭادّ,create
صاوب,sawb,صاوب,create
اتفق,ttaf9,اتفق,agree
اتفق,taf9,اتفق,agree
اتفق,tafq,اتفق,agree
اتفق,ttafq,اتفق,agree
اتفق,ttafe9,اتفق,agree
اتفق,tafe9,اتفق,agree
اتفق,tafeq,اتفق,agree
اتفق,ttafeq,اتفق,agree
طبّق,tbbe9,طبّق,apply
طبّق,tbbeq,طبّق,apply
طبّق,tbe9,طبّق,apply
طبّق,tbeq,طبّق,apply
طبّق,tbba9,طبّق,apply
طبّق,tba9,طبّق,apply
طبّق,tbaq,طبّق,apply
طبّق,tbbaq,طبّق,apply
كوّن,kowwen,كوّن,form
كوّن,kowen,كوّن,form
كوّن,kowwn,كوّن,form
كوّن,kown,كوّن,form
كوّن,kwwn,كوّن,form
كوّن,kwn,كوّن,form
كوّن,kwwen,كوّن,form
كوّن,kwen,كوّن,form
زاد,zad,زاد,increase
عبّر,3bber,عبّر,voice
عبّر,3ber,عبّر,voice
ضيّع,dyye3,ضيّع,spend
ضيّع,dye3,ضيّع,spend
لتاحق,lta79,لتاحق,join
لتاحق,lta7q,لتاحق,join
لتاحق,ltah9,لتاحق,join
لتاحق,ltahq,لتاحق,join
نقّص,n99es,نقّص,reduce
نقّص,nqes,نقّص,reduce
نقّص,nqqes,نقّص,reduce
نقّص,n99s,نقّص,reduce
نقّص,nqqs,نقّص,reduce
نقّص,nqs,نقّص,reduce
نقّص,n99as,نقّص,reduce
نقّص,nqas,نقّص,reduce
نقّص,nqqas,نقّص,reduce
نقد,n9ed,نقد,save
نقد,nqed,نقد,save
نقد,n9d,نقد,save
نقد,nqd,نقد,save
نقد,n9ad,نقد,save
نقد,nqad,نقد,save
تطلّب,ttelleb,تطلّب,require
تطلّب,teleb,تطلّب,require
تطلّب,ttallab,تطلّب,require
تطلّب,talab,تطلّب,require
تطلّب,ttellab,تطلّب,require
تطلّب,telab,تطلّب,require
حقق,799e9,799e9,achieve
حقق,7qe9,799e9,achieve
حقق,7qeq,799e9,achieve
حقق,7qqe9,799e9,achieve
حقق,7qqeq,799e9,achieve
حقق,hqe9,799e9,achieve
حقق,hqeq,799e9,achieve
حقق,hqqe9,799e9,achieve
حقق,hqqeq,799e9,achieve
حقق,h99e9,799e9,achieve
حبس,7bes,حبس,prevent
حبس,hbes,حبس,prevent
تعامل,t3amel,تعامل,deal
تعامل,t3aml,تعامل,deal
تعامل,t3aamel,تعامل,deal
تواجه,twaj8,تواجه,face
تواجه,twajh,تواجه,face
تواجه,twajeh,تواجه,face
تواجه,twaje8,تواجه,face
غطّا,ghtta,غطّا,cover
غطّا,ghta,غطّا,cover
غطّا,ghetta,غطّا,cover
غطّا,gheta,غطّا,cover
طوّر,twwer,طوّر,improve
طوّر,twer,طوّر,improve
طوّر,towwer,طوّر,improve
طوّر,tower,طوّر,improve
مال,maal,مال,tend
مال,mal,مال,tend
رسم,rsem,رسم,draw
رسم,rsam,رسم,draw
تحرّك,t7errek,تحرّك,act
تحرّك,t7erek,تحرّك,act
تحرّك,therek,تحرّك,act
تحرّك,therrek,تحرّك,act
عزل,3zel,عزل,pick
عزل,3zl,عزل,pick
ختار,khtar,ختار,pick
ختار,5tar,ختار,pick
ختار,khtaar,ختار,pick
ختار,5taar,ختار,pick
كلّف,kllef,كلّف,cost
كلّف,klef,كلّف,cost
سوا,swa,سوا,cost
برهن,br8en,برهن,prove
برهن,brhen,برهن,prove
برهن,ber8en,برهن,prove
برهن,berhen,برهن,prove
وقع,w9e3,وقع,occur
وقع,wqe3,وقع,occur
وقع,w93,وقع,occur
وقع,wq3,وقع,occur
وقع,w9a3,وقع,occur
وقع,wqa3,وقع,occur
تناقش,tna9ch,تناقش,discuss
تناقش,tna9sh,تناقش,discuss
تناقش,tnaqch,تناقش,discuss
تناقش,tnaqsh,تناقش,discuss
تناقش,tna9ech,تناقش,discuss
تناقش,tna9esh,تناقش,discuss
تناقش,tnaqech,تناقش,discuss
تناقش,tnaqesh,تناقش,discuss
ڭابل,gabl,ڭابل,maintain
ڭابل,gabel,ڭابل,maintain
ڭابل,gaabel,ڭابل,maintain
ڭابل,gaabl,ڭابل,maintain
سالا,sala,سالا,end
كمّل,kmmel,كمّل,end
كمّل,kmel,كمّل,end
كمّل,kemmel,كمّل,end
كمّل,kemel,كمّل,end
كمّل,kammel,كمّل,end
كمّل,kamel,كمّل,end
كمّل,kammal,كمّل,end
كمّل,kamal,كمّل,end
كاين,kayn,كاين,exist
كاين,kayen,كاين,exist
قصد,9sed,قصد,seek
قصد,qsed,قصد,seek
قلّب,9lleb,قلّب,check
قلّب,9leb,قلّب,check
قلّب,qleb,قلّب,check
قلّب,qlleb,قلّب,check
قلّب,9elleb,قلّب,check
قلّب,9eleb,قلّب,check
قلّب,qeleb,قلّب,check
قلّب,qelleb,قلّب,check
نفع,nfe3,نفع,serve
قسم,9sem,قسم,share
قسم,qsem,قسم,share
پارتاجا,partaja,پارتاجا,share
نشء,nche2,نشء,establish
نشء,nshe2,نشء,establish
نشء,nch2,نشء,establish
نشء,nsh2,نشء,establish
أسّس,2esses,أسّس,establish
أسّس,2eses,أسّس,establish
أسّس,2assas,أسّس,establish
أسّس,2asas,أسّس,establish
أسّس,asses,أسّس,establish
أسّس,ases,أسّس,establish
تحكّم,t7kkem,تحكّم,control
تحكّم,t7kem,تحكّم,control
تحكّم,thkem,تحكّم,control
تحكّم,thkkem,تحكّم,control
تحكّم,t7kkm,تحكّم,control
تحكّم,t7km,تحكّم,control
تحكّم,thkkm,تحكّم,control
تحكّم,thkm,تحكّم,control
تحكّم,t7ekkem,تحكّم,control
تحكّم,t7ekem,تحكّم,control
تحكّم,thekem,تحكّم,control
تحكّم,thekkem,تحكّم,control
تحكّم,t7akkem,تحكّم,control
تحكّم,t7akem,تحكّم,control
تحكّم,thakem,تحكّم,control
تحكّم,thakkem,تحكّم,control
جاوب,jawb,جاوب,answer
جاوب,jaweb,جاوب,answer
حدّد,7edded,حدّد,identify
حدّد,7eded,حدّد,identify
حدّد,hedded,حدّد,identify
حدّد,heded,حدّد,identify
حدّد,7added,حدّد,identify
حدّد,7aded,حدّد,identify
حدّد,hadded,حدّد,identify
حدّد,haded,حدّد,identify
حدّد,7dded,حدّد,identify
حدّد,7ded,حدّد,identify
حدّد,hdded,حدّد,identify
حدّد,hded,حدّد,identify
عتانا,3tana,عتانا,care
مكّن,mkken,مكّن,enable
مكّن,mken,مكّن,enable
مكّن,mekken,مكّن,enable
مكّن,meken,مكّن,enable
مكّن,makken,مكّن,enable
مكّن,maken,مكّن,enable
طالب,taalb,طالب,claim
طالب,talb,طالب,claim
طالب,taaleb,طالب,claim
طالب,taleb,طالب,claim
كسب,kseb,كسب,obtain
كسب,ksb,كسب,obtain
متّل,mttel,متّل,represent
متّل,mtel,متّل,represent
متّل,mettel,متّل,represent
متّل,metel,متّل,represent
تضمّن,tdemmen,تضمّن,contain
تضمّن,tdemen,تضمّن,contain
غلب,ghleb,غلب,beat
تشطن,tchten,تشطن,worry
تشطن,tshten,تشطن,worry
تشطن,techten,تشطن,worry
تشطن,teshten,تشطن,worry
تشطن,tchtan,تشطن,worry
تشطن,tshtan,تشطن,worry
تحمّل,t7mmel,تحمّل,bear
تحمّل,t7mel,تحمّل,bear
تحمّل,thmel,تحمّل,bear
تحمّل,thmmel,تحمّل,bear
تحمّل,t7emmel,تحمّل,bear
تحمّل,t7emel,تحمّل,bear
تحمّل,themel,تحمّل,bear
تحمّل,themmel,تحمّل,bear
سدّ,sedd,سدّ,shut
سدّ,sed,سدّ,shut
سدّ,sdd,سدّ,shut
سدّ,sd,سدّ,shut
تساءل,tsa2el,تساءل,wonder
تساءل,tsa2l,تساءل,wonder
ناسب,naaseb,ناسب,fit
ناسب,naseb,ناسب,fit
ناسب,naasb,ناسب,fit
ناسب,nasb,ناسب,fit
تعلّق,t3elle9,تعلّق,regard
تعلّق,t3ele9,تعلّق,regard
تعلّق,t3eleq,تعلّق,regard
تعلّق,t3elleq,تعلّق,regard
تعلّق,t3ll9,تعلّق,regard
تعلّق,t3l9,تعلّق,regard
تعلّق,t3llq,تعلّق,regard
تعلّق,t3lq,تعلّق,regard
حطّ,7ett,حطّ,place
حطّ,7et,حطّ,place
حطّ,het,حطّ,place
حطّ,hett,حطّ,place
حطّ,7tt,حطّ,place
حطّ,7t,حطّ,place
حطّ,ht,حطّ,place
حطّ,htt,حطّ,place
شمل,chmel,شمل,involve
شمل,shmel,شمل,involve
اتصل,ttasel,اتصل,contact
اتصل,tasel,اتصل,contact
اتصل,ttasl,اتصل,contact
اتصل,tasl,اتصل,contact
فتارض,ftard,فتارض,assume
فتارض,ftared,فتارض,assume
أشار,achaar,أشار,indicate
أشار,achar,أشار,indicate
أشار,ashaar,أشار,indicate
أشار,ashar,أشار,indicate
خدم,khdem,خدم,operate
خدم,5dem,خدم,operate
خدم,khdm,خدم,operate
خدم,5dm,خدم,operate
تصرّف,tserref,تصرّف,manage
تصرّف,tseref,تصرّف,manage
تأقلم,t2e9lem,تأقلم,cope
تأقلم,t2eqlem,تأقلم,cope
تأقلم,t2a9lam,تأقلم,cope
تأقلم,t2aqlam,تأقلم,cope
تأقلم,t29lm,تأقلم,cope
تأقلم,t2qlm,تأقلم,cope
حدّد,7edded,حدّد,determine
حدّد,7eded,حدّد,determine
حدّد,hedded,حدّد,determine
حدّد,heded,حدّد,determine
حدّد,7dded,حدّد,determine
حدّد,7ded,حدّد,determine
حدّد,hdded,حدّد,determine
حدّد,hded,حدّد,determine
عكس,3kes,عكس,reflect
أشار,achaar,أشار,refer
أشار,achar,أشار,refer
أشار,ashaar,أشار,refer
أشار,ashar,أشار,refer
ربح,rbe7,ربح,gain
ربح,rbeh,ربح,gain
ربح,rb7,ربح,gain
ربح,rbh,ربح,gain
فحص,f7es,فحص,examine
فحص,fhes,فحص,examine
فضّل,fddel,فضّل,prefer
فضّل,fdel,فضّل,prefer
عتارف,3tarf,عتارف,admit
عتارف,3taref,عتارف,admit
ردّ,redd,ردّ,respond
ردّ,red,ردّ,respond
ردّ,rdd,ردّ,respond
ردّ,rd,ردّ,respond
جاوب,jawb,جاوب,respond
جاوب,jaweb,جاوب,respond
عتامد,3tamd,عتامد,depend
عتامد,3tamed,عتامد,depend
نجا,nja,نجا,survive
لاحض,la7d,لاحض,notice
لاحض,lahd,لاحض,notice
لاحض,laa7d,لاحض,notice
لاحض,laahd,لاحض,notice
نتج,ntej,نتج,result
نتج,ntj,نتج,result
بدّل,bddel,بدّل,replace
بدّل,bdel,بدّل,replace
كمّل,kemmel,كمّل,complete
كمّل,kemel,كمّل,complete
كمّل,kmmel,كمّل,complete
كمّل,kmel,كمّل,complete
رتافع,rtaf3,رتافع,rise
رتافع,rtafe3,رتافع,rise
قدّم,9ddem,قدّم,present
قدّم,9dem,قدّم,present
قدّم,qddem,قدّم,present
قدّم,qdem,قدّم,present
قدّم,9eddem,قدّم,present
قدّم,9edem,قدّم,present
قدّم,qeddem,قدّم,present
قدّم,qedem,قدّم,present
نشء,nche2,نشء,arise
نشء,nshe2,نشء,arise
أشار,achaar,أشار,point
أشار,achar,أشار,point
أشار,ashaar,أشار,point
أشار,ashar,أشار,point
روّج,rowwej,روّج,promote
روّج,rowej,روّج,promote
شجّع,chejje3,شجّع,promote
شجّع,cheje3,شجّع,promote
شجّع,sheje3,شجّع,promote
شجّع,shejje3,شجّع,promote
شجّع,chjje3,شجّع,promote
شجّع,chje3,شجّع,promote
شجّع,shje3,شجّع,promote
شجّع,shjje3,شجّع,promote
أدى,2edda,أدى,perform
أدى,2eda,أدى,perform
أدى,2adda,أدى,perform
أدى,2ada,أدى,perform
مدّد,medded,مدّد,extend
مدّد,meded,مدّد,extend
مدّد,madded,مدّد,extend
مدّد,maded,مدّد,extend
مدّد,mdded,مدّد,extend
مدّد,mded,مدّد,extend
أشار,achaar,أشار,mention
أشار,achar,أشار,mention
أشار,ashaar,أشار,mention
أشار,ashar,أشار,mention
ختالف,khtalef,ختالف,vary
ختالف,5talef,ختالف,vary
ختالف,khtalf,ختالف,vary
ختالف,5talf,ختالف,vary
فاد,fad,فاد,benefit
فاد,faad,فاد,benefit
عالج,3aalj,عالج,treat
عالج,3alj,عالج,treat
عالج,3aalej,عالج,treat
عالج,3alej,عالج,treat
علّق,3elle9,علّق,hang
علّق,3ele9,علّق,hang
علّق,3eleq,علّق,hang
علّق,3elleq,علّق,hang
علّق,3lle9,علّق,hang
علّق,3le9,علّق,hang
علّق,3leq,علّق,hang
علّق,3lleq,علّق,hang
علّق,3ll9,علّق,hang
علّق,3l9,علّق,hang
علّق,3llq,علّق,hang
علّق,3lq,علّق,hang
طيّح,tyye7,طيّح,drop
طيّح,tye7,طيّح,drop
طيّح,tyeh,طيّح,drop
طيّح,tyyeh,طيّح,drop
بلّغ,bellegh,بلّغ,report
بلّغ,belegh,بلّغ,report
بلّغ,bllegh,بلّغ,report
بلّغ,blegh,بلّغ,report
بلّغ,ballagh,بلّغ,report
بلّغ,balagh,بلّغ,report
صبّ,sbb,صبّ,cast
صبّ,sb,صبّ,cast
صبّ,sebb,صبّ,cast
صبّ,seb,صبّ,cast
ختابر,khtaber,ختابر,test
ختابر,5taber,ختابر,test
ختابر,khtabr,ختابر,test
ختابر,5tabr,ختابر,test
أمّن,2emmen,أمّن,secure
أمّن,2emen,أمّن,secure
أمّن,2mmen,أمّن,secure
أمّن,2men,أمّن,secure
طوّل,towwel,طوّل,last
طوّل,towel,طوّل,last
طوّل,towwl,طوّل,last
طوّل,towl,طوّل,last
وافق,waaf9,وافق,match
وافق,waafq,وافق,match
وافق,waf9,وافق,match
وافق,wafq,وافق,match
قدّر,9dder,قدّر,assess
قدّر,9der,قدّر,assess
قدّر,qdder,قدّر,assess
قدّر,qder,قدّر,assess
قدّر,9edder,قدّر,assess
قدّر,9eder,قدّر,assess
قدّر,qedder,قدّر,assess
قدّر,qeder,قدّر,assess
ساهم,saa8em,ساهم,contribute
ساهم,sa8em,ساهم,contribute
ساهم,saahem,ساهم,contribute
ساهم,sahem,ساهم,contribute
ساهم,saa8m,ساهم,contribute
ساهم,sa8m,ساهم,contribute
ساهم,saahm,ساهم,contribute
ساهم,sahm,ساهم,contribute
مدّ,medd,مدّ,supply
مدّ,med,مدّ,supply
علن,3len,علن,state
قدّر,9dder,قدّر,appreciate
قدّر,9der,قدّر,appreciate
قدّر,qdder,قدّر,appreciate
قدّر,qder,قدّر,appreciate
قدّر,9edder,قدّر,appreciate
قدّر,9eder,قدّر,appreciate
قدّر,qedder,قدّر,appreciate
قدّر,qeder,قدّر,appreciate
رتابط,rtabet,رتابط,relate
رتابط,rtabt,رتابط,relate
تغلّب,tghelleb,تغلّب,overcome
تغلّب,tgheleb,تغلّب,overcome
تخلّص,tkhelles,تخلّص,rid
تخلّص,t5eles,تخلّص,rid
تخلّص,t5elles,تخلّص,rid
تخلّص,tkheles,تخلّص,rid
حاول,7awel,حاول,attempt
حاول,hawel,حاول,attempt
حاول,7aawel,حاول,attempt
حاول,haawel,حاول,attempt
حاول,7awl,حاول,attempt
حاول,hawl,حاول,attempt
حتافض,7tafd,حتافض,retain
حتافض,htafd,حتافض,retain
تكلّف,tkellef,تكلّف,handle
تكلّف,tkelef,تكلّف,handle
جدب,jdeb,جدب,attract
ساعد,saa3d,ساعد,assist
ساعد,sa3d,ساعد,assist
عاون,3awen,عاون,assist
عاون,3aawen,عاون,assist
عاون,3awn,عاون,assist
أتّر,2etter,أتّر,influence
أتّر,2eter,أتّر,influence
أتّر,2tter,أتّر,influence
أتّر,2ter,أتّر,influence
حدّد,7edded,حدّد,mark
حدّد,7eded,حدّد,mark
حدّد,hedded,حدّد,mark
حدّد,heded,حدّد,mark
فكّر,fkker,فكّر,recall
فكّر,fker,فكّر,recall
سينا,sina,سينا,sign
خاف,khaf,خاف,fear
خاف,5af,خاف,fear
لصق,lse9,لصق,stick
لصق,lseq,لصق,stick
سوّا,swwa,سوّا,settle
سوّا,swa,سوّا,settle
ريڭل,rigl,ريڭل,settle
قارن,9aaren,قارن,compare
قارن,9aren,قارن,compare
قارن,qaaren,قارن,compare
قارن,qaren,قارن,compare
حسب,7seb,حسب,account
حسب,hseb,حسب,account
حسب,7sb,حسب,account
حسب,hsb,حسب,account
حقّق,7e99e9,حقّق,investigate
حقّق,7eqe9,حقّق,investigate
حقّق,7eqeq,حقّق,investigate
حقّق,7eqqe9,حقّق,investigate
حقّق,7eqqeq,حقّق,investigate
حقّق,heqe9,حقّق,investigate
حقّق,heqeq,حقّق,investigate
حقّق,heqqe9,حقّق,investigate
حقّق,heqqeq,حقّق,investigate
نقّا,n99a,نقّا,clear
نقّا,nqa,نقّا,clear
نقّا,nqqa,نقّا,clear
سجّل,sjjel,سجّل,record
سجّل,sjel,سجّل,record
سجّل,sejjel,سجّل,record
سجّل,sejel,سجّل,record
شجّل,chjjel,شجّل,record
شجّل,chjel,شجّل,record
شجّل,shjel,شجّل,record
شجّل,shjjel,شجّل,record
شجّل,chjjl,شجّل,record
شجّل,chjl,شجّل,record
شجّل,shjjl,شجّل,record
شجّل,shjl,شجّل,record
كتاشف,ktachf,كتاشف,explore
كتاشف,ktashf,كتاشف,explore
كتاشف,ktachef,كتاشف,explore
كتاشف,ktashef,كتاشف,explore
لام,laam,لام,blame
لام,lam,لام,blame
عبر,3ber,عبر,cross
عاق,3a9,عاق,realize
عاق,3aq,عاق,realize
ركّز,rkkez,ركّز,focus
ركّز,rkez,ركّز,focus
ركّز,rekkez,ركّز,focus
ركّز,rekez,ركّز,focus
وصّل,wssel,وصّل,deliver
وصّل,wsel,وصّل,deliver
وصّل,wssl,وصّل,deliver
وصّل,wsl,وصّل,deliver
شرع,chre3,شرع,proceed
شرع,shre3,شرع,proceed
زعج,z3ej,زعج,bother
برزط,brzet,برزط,bother
برزط,berzet,برزط,bother
رفض,rfed,رفض,refuse
رفض,rfad,رفض,refuse
فرض,fred,فرض,force
فرض,frad,فرض,force
عتاقد,3ta9ed,عتاقد,reckon
عتاقد,3taqed,عتاقد,reckon
عتاقد,3ta9d,عتاقد,reckon
عتاقد,3taqd,عتاقد,reckon
بان,ban,بان,emerge
عزم,3zem,عزم,intend
نصح,nse7,نصح,advise
نصح,nseh,نصح,advise
نصح,ns7,نصح,advise
نصح,nsh,نصح,advise
كتاسب,ktaseb,كتاسب,acquire
كتاسب,ktasb,كتاسب,acquire
سترجع,strje3,سترجع,recover
سترجع,sterje3,سترجع,recover
نشء,nche2,نشء,generate
نشء,nshe2,نشء,generate
تميّز,tmiyyez,تميّز,distinguish
تميّز,tmiyez,تميّز,distinguish
شتابه,chtabe8,شتابه,suspect
شتابه,chtabeh,شتابه,suspect
شتابه,shtabe8,شتابه,suspect
شتابه,shtabeh,شتابه,suspect
شتابه,chtab8,شتابه,suspect
شتابه,chtabh,شتابه,suspect
شتابه,shtab8,شتابه,suspect
شتابه,shtabh,شتابه,suspect
كسب,kseb,كسب,earn
كسب,ksb,كسب,earn
موّل,mowwel,موّل,finance
موّل,mowel,موّل,finance
هدم,8dem,هدم,destroy
هدم,hdem,هدم,destroy
هدم,8dm,هدم,destroy
هدم,hdm,هدم,destroy
تبع,tbe3,تبع,pursue
تبع,tb3,تبع,pursue
علّق,3elle9,علّق,comment
علّق,3ele9,علّق,comment
علّق,3eleq,علّق,comment
علّق,3elleq,علّق,comment
رضا,rda,رضا,satisfy
تنافس,tnafs,تنافس,compete
تنافس,tnaafs,تنافس,compete
تنافس,tnafes,تنافس,compete
قاوم,9aawem,قاوم,resist
قاوم,9awem,قاوم,resist
قاوم,qaawem,قاوم,resist
قاوم,qawem,قاوم,resist
قاوم,9aawm,قاوم,resist
قاوم,9awm,قاوم,resist
قاوم,qaawm,قاوم,resist
قاوم,qawm,قاوم,resist
لاءم,laa2em,لاءم,suit
لاءم,la2em,لاءم,suit
خاطب,khaateb,خاطب,address
خاطب,5aateb,خاطب,address
خاطب,5ateb,خاطب,address
خاطب,khateb,خاطب,address
حلّ,7ell,حلّ,solve
حلّ,7el,حلّ,solve
حلّ,hel,حلّ,solve
حلّ,hell,حلّ,solve
بدّل,bddel,بدّل,alter
بدّل,bdel,بدّل,alter
فرض,fred,فرض,impose
فرض,frd,فرض,impose
عرض,3red,عرض,display
ناشد,naachd,ناشد,appeal
ناشد,naashd,ناشد,appeal
ناشد,nachd,ناشد,appeal
ناشد,nashd,ناشد,appeal
طلق,tle9,طلق,release
طلق,tleq,طلق,release
فرز,frez,فرز,sort
رتّب,rtteb,رتّب,sort
رتّب,rteb,رتّب,sort
رتّب,retteb,رتّب,sort
رتّب,reteb,رتّب,sort
ختار,khtar,ختار,select
ختار,5tar,ختار,select
عبر,3ber,عبر,measure
وصّا,wssa,وصّا,recommend
وصّا,wsa,وصّا,recommend
وصّا,wessa,وصّا,recommend
وصّا,wesa,وصّا,recommend
طلب,tleb,طلب,order
أمر,2amer,أمر,order
نقل,n9el,نقل,transfer
نقل,nqel,نقل,transfer
هجم,8jem,هجم,attack
هجم,hjem,هجم,attack
توسّع,twesse3,توسّع,expand
توسّع,twese3,توسّع,expand
توسّع,ttosse3,توسّع,expand
توسّع,tose3,توسّع,expand
تكركب,tkerkeb,تكركب,roll
تكركب,tkrkb,تكركب,roll
نفاجر,nfajer,نفاجر,burst
نفاجر,nfajr,نفاجر,burst
تعهّد,t3e88ed,تعهّد,undertake
تعهّد,t3ehed,تعهّد,undertake
تعهّد,t3ehhed,تعهّد,undertake
تساراح,tsara7,تساراح,relax
تساراح,tsarah,تساراح,relax
تصرّف,tserref,تصرّف,behave
تصرّف,tseref,تصرّف,behave
دكّر,dkker,دكّر,remind
دكّر,dker,دكّر,remind
فكّر,fekker,فكّر,remind
فكّر,feker,فكّر,remind
فكّر,fkker,فكّر,remind
فكّر,fker,فكّر,remind
راجع,raaj3,راجع,review
راجع,raj3,راجع,review
نهج,n8ej,نهج,approach
نهج,nhej,نهج,approach
رجّع,rejje3,رجّع,restore
رجّع,reje3,رجّع,restore
رجّع,rjje3,رجّع,restore
رجّع,rje3,رجّع,restore
صدر,sder,صدر,issue
صاڭ,sag,صاڭ,ride
شكّل,chkkel,شكّل,constitute
شكّل,chkel,شكّل,constitute
شكّل,shkel,شكّل,constitute
شكّل,shkkel,شكّل,constitute
شكّل,chekkel,شكّل,constitute
شكّل,chekel,شكّل,constitute
شكّل,shekel,شكّل,constitute
شكّل,shekkel,شكّل,constitute
ڭلب,gleb,ڭلب,switch
درّب,derreb,درّب,train
درّب,dereb,درّب,train
درّب,drreb,درّب,train
درّب,dreb,درّب,train
ستتمر,stetmer,ستتمر,invest
خطا,khta,خطا,step
خطا,5ta,خطا,step
حدّ,7edd,حدّ,limit
حدّ,7ed,حدّ,limit
حدّ,hed,حدّ,limit
حدّ,hedd,حدّ,limit
وضّح,wedde7,وضّح,illustrate
وضّح,weddeh,وضّح,illustrate
وضّح,wede7,وضّح,illustrate
وضّح,wedeh,وضّح,illustrate
ملك,mlek,ملك,own
عالج,3aalj,عالج,tackle
عالج,3alj,عالج,tackle
عالج,3alej,عالج,tackle
تحدّا,t7edda,تحدّا,challenge
تحدّا,t7eda,تحدّا,challenge
تحدّا,theda,تحدّا,challenge
تحدّا,thedda,تحدّا,challenge
شاف,chaf,شاف,view
شاف,shaf,شاف,view
ملك,mlek,ملك,possess
حاور,7aawer,حاور,communicate
حاور,7awer,حاور,communicate
حاور,haawer,حاور,communicate
حاور,hawer,حاور,communicate
حاور,7awr,حاور,communicate
حاور,hawr,حاور,communicate
تسلّق,tselle9,تسلّق,climb
تسلّق,tsele9,تسلّق,climb
تسلّق,tseleq,تسلّق,climb
تسلّق,tselleq,تسلّق,climb
تسلّق,tsll9,تسلّق,climb
تسلّق,tsl9,تسلّق,climb
تسلّق,tsllq,تسلّق,climb
تسلّق,tslq,تسلّق,climb
فصل,fsel,فصل,separate
حافض,7aafd,حافض,preserve
حافض,7afd,حافض,preserve
حافض,haafd,حافض,preserve
حافض,hafd,حافض,preserve
نفّد,nffed,نفّد,implement
نفّد,nfed,نفّد,implement
نفّد,neffed,نفّد,implement
نفّد,nefed,نفّد,implement
حوّل,7wwel,حوّل,shift
حوّل,7wel,حوّل,shift
حوّل,hwel,حوّل,shift
حوّل,hwwel,حوّل,shift
حوّل,7owwel,حوّل,shift
حوّل,7owel,حوّل,shift
حوّل,howel,حوّل,shift
حوّل,howwel,حوّل,shift
أقرّ,a9arr,أقرّ,acknowledge
أقرّ,a9ar,أقرّ,acknowledge
أقرّ,aqar,أقرّ,acknowledge
أقرّ,aqarr,أقرّ,acknowledge
ستنتج,stentej,ستنتج,conclude
ستنتج,stntj,ستنتج,conclude
تيرا,tira,تيرا,shoot
متاتل,mtatel,متاتل,comply
متاتل,mtatl,متاتل,comply
حسّن,7essen,حسّن,enhance
حسّن,7esen,حسّن,enhance
حسّن,hesen,حسّن,enhance
حسّن,hessen,حسّن,enhance
راقب,ra9b,راقب,monitor
راقب,raqb,راقب,monitor
راقب,raa9b,راقب,monitor
راقب,raaqb,راقب,monitor
ڭابل,gabl,ڭابل,monitor
ڭابل,gaabl,ڭابل,monitor
ڭابل,gabel,ڭابل,monitor
ڭابل,gaabel,ڭابل,monitor
شرا,chra,شرا,purchase
شرا,shra,شرا,purchase
شارجا,charja,شارجا,charge
شارجا,sharja,شارجا,charge
بحت,b7et,بحت,research
بحت,bhet,بحت,research
بغا,bgha,بغا,aim
ستوعب,stow3eb,ستوعب,accommodate
ستوعب,sto3eb,ستوعب,accommodate
ستوعب,sto3b,ستوعب,accommodate
شطح,chte7,شطح,dance
شطح,chteh,شطح,dance
شطح,shte7,شطح,dance
شطح,shteh,شطح,dance
شطح,cht7,شطح,dance
شطح,chth,شطح,dance
شطح,sht7,شطح,dance
شطح,shth,شطح,dance
فاق,fa9,فاق,wake
فاق,faq,فاق,wake
صلّا,slla,صلّا,pray
صلّا,sla,صلّا,pray
صلّا,sella,صلّا,pray
صلّا,sela,صلّا,pray
دوّر,dowwer,دوّر,telephone
دوّر,dower,دوّر,telephone
ماركا,marka,ماركا,score
زلق,zle9,زلق,slip
زلق,zleq,زلق,slip
زلق,zl9,زلق,slip
زلق,zlq,زلق,slip
رتاكب,rtakb,رتاكب,commit
رتاكب,rtakeb,رتاكب,commit
كشف,kchef,كشف,detect
كشف,kshef,كشف,detect
ستبعد,steb3ed,ستبعد,exclude
ستبعد,stb3ed,ستبعد,exclude
ستبعد,steb3ad,ستبعد,exclude
عدر,3der,عدر,excuse
فسّر,fsser,فسّر,interpret
فسّر,fser,فسّر,interpret
نشر,ncher,نشر,publish
نشر,nsher,نشر,publish
لاقا,laa9a,لاقا,link
لاقا,la9a,لاقا,link
لاقا,laaqa,لاقا,link
لاقا,laqa,لاقا,link
تفاوض,tfawd,تفاوض,negotiate
حلّل,7ellel,حلّل,analyze
حلّل,7elel,حلّل,analyze
حلّل,helel,حلّل,analyze
حلّل,hellel,حلّل,analyze
سمّا,smma,سمّا,name
سمّا,sma,سمّا,name
سمّا,semma,سمّا,name
سمّا,sema,سمّا,name
متدّ,mtedd,متدّ,stretch
متدّ,mted,متدّ,stretch
تقلّق,t9elle9,تقلّق,upset
تقلّق,t9ele9,تقلّق,upset
تقلّق,tqeleq,تقلّق,upset
تقلّق,tqelleq,تقلّق,upset
تقلّق,t9lle9,تقلّق,upset
تقلّق,t9le9,تقلّق,upset
تقلّق,tqleq,تقلّق,upset
تقلّق,tqlleq,تقلّق,upset
تقلّق,t9alle9,تقلّق,upset
