Darija (Arabic),Darija (Arabizi),English
بغيت نقول بصراحة أ ماما حتى أنا محملتوش من نهار لي وجدتيه كيف كتوجدو خالتي محملتوش و وليت متنستحملوش,bghit ngoul bsara7a a mama 7ta ana ma7meltouch mn nhar li wjditih kif katwjdou 5alti ma7meltouch w wlitt matansta7mlouch,"I want to say honestly, Mom, I couldn't stand him from the day you introduced him, just like my aunt couldn't stand him, and now I can't tolerate him anymore."
شنو غادي ندير أ بنتي سارة قولي لي و أنا غدي نديرو دبى,"shno ghadi ndir a bnti sara, goli li w ana ghadi ndiro daba.","What should I do my daughter Sarah Tell me, and I'll do it now"
شنو غادي ندير أ بنتي سارة قولي لي و أنا غدي نديرو دبى,"chno ghadi ndir a bnti sara, goli li w ana ghadi ndiro daba.","What should I do my daughter Sarah Tell me, and I'll do it now"
أنا عارفة تيقيني نتي تخليني ف العطلة صافي بش نطيب غدي نمل بزاف,ana 3arfa tiy9ini nti tkhallini f l3otla safi bash nteyeb ghadi nmel bzaf.,"I know, trust me, if you leave me on vacation just to cook, I’ll get very bored."
أنا عارفة تيقيني نتي تخليني ف العطلة صافي بش نطيب غدي نمل بزاف,ana 3arfa tiy9ini nti t5allini f l3otla safi bach nteyeb ghadi nmel bzaf.,"I know, trust me, if you leave me on vacation just to cook, I’ll get very bored."
شفتي دبى شنو نقول أنا كولا نهار و العام كولو,chfti daba chno ngoul ana kolla nhar w l3am kolou,Did you see Dubai? What I say is every day and all year.
بصح بصح عندك الحص تملي نيت,bssa7 bssa7 3ndk l7e9 tmelli nit,"Really, you are absolutely right."
ماما فين مشا بابا,mama fin mcha baba?,"Mom, where did Dad go?"
معارفش خرج من بعد دخل هاز لمضل و مشا منعرف فين,ma3arfsh khrej mn b3d dkhel haz lmedel w msha man3ref fin,"He couldn't leave, then he entered carrying the umbrella and left—I don't know where."
معارفش خرج من بعد دخل هاز لمضل و مشا منعرف فين,ma3arfch 5rej mn b3d d5el haz lmedel w mcha man3ref fin,"He couldn't leave, then he entered carrying the umbrella and left—I don't know where."
اه مشى يجيب لي خولة لوراق ديالها هي من البارح كتوصي فيه بابا عنداك تنسا,aah mcha yjib li khawla lwraq dyalha hiya mn lbare7 katwessi fih baba 3andak tensa,"Ah, he went to get Khawla her papers. She has been reminding him since yesterday, ""Dad, don't forget."""
اه مشى يجيب لي خولة لوراق ديالها هي من البارح كتوصي فيه بابا عنداك تنسا,aah mcha yjib li 5awla lwraq dyalha hiya mn lbare7 katwessi fih baba 3andak tensa,"Ah, he went to get Khawla her papers. She has been reminding him since yesterday, ""Dad, don't forget."""
إن وراق,in wra9,It's papers.
علا ود ملف لا بورس,3la wed malaf la bors,Why is the file not on the stock exchange?
منال مقلتيش لي بلي باباك غدي يبيع الكاميو و يشري طوموبيل,"manal, maqlitich li blli babak ghadi ybi3 lkamyo w ychri tomobil.","Manal, you didn't tell me that your dad is going to sell the truck and buy a car."
لبارح خداو من فريد الرخصة,lbare7 khdaw mn farid errokhsa,"Yesterday, they took the license from Farid."
لبارح خداو من فريد الرخصة,lbare7 5daw mn farid erro5sa,"Yesterday, they took the license from Farid."
مسكين علاش,mskin 3lash,"Poor thing, why?"
مسكين علاش,mskin 3lach,"Poor thing, why?"
الزيف ديالك جا مع كبوطك,ezzif dialk ja m3a kbotek,Your scarf matches your coat.
اه بصح ولكن جاء مع المونطو ديالي حتى هو,ah bssa7 walakin ja m3a lmonto diali 7tta howa,"Ah, true, but he came with my jacket too."
متخافيش مغاديش ناخدو ليك أنا غير تنهدر و صافي,matkhafich maghadich nakhdo lik ana ghir tanhdar w safi,"Don't worry, I won't take it from you, I'm just talking, that's all."
متخافيش مغاديش ناخدو ليك أنا غير تنهدر و صافي,mat5afich maghadich na5do lik ana ghir tanhdar w safi,"Don't worry, I won't take it from you, I'm just talking, that's all."
شنو شكون قال ليك أنا خايفة,chnou chkoun gal lik ana khayfa,Who told you I’m scared?
شنو شكون قال ليك أنا خايفة,chnou chkoun gal lik ana 5ayfa,Who told you I’m scared?
تيقيني أنا بدا تيبرزطني,tiy9ini ana bda tibrzotni,"Believe me, he's starting to annoy me."
مالك أشنو دار ليك,malek? ashno dar lik?,What's wrong with you? What did he do to you?
مالك أشنو دار ليك,malek? achno dar lik?,What's wrong with you? What did he do to you?
مدار لي ولو غير هو تيبرزط,madar li walo ghir howa kaybrz6,"He didn't do anything for me, he just annoys me."
أجي بعدة أ مانو كي بقى لورديناتور ديالك لباطري الجديدة مزيانة,aji b3da a mano ki b9a lordinateur dyalk? lbatri ljdida mzyana?,"Come on, Mano, how's your computer doing with the new battery? Is it good?"
اه ولكن حتا أنا وليت تنحافض فاش تيتشارجا تنحيد شارجور,ah walakin 7ta ana wlit tan7afed fach titcharja tan7eyed charjor,"Yes, but I also started unplugging the charger once it's charged."
نقول ليك واحد الحاجة فاش كتكوني في الدار حيدي لباطري أصلا و خدمي,ngoul lik wa7d l7aja fash ktkouni f ddar 7idi lbatri aslan w khdmi,"I’ll tell you something: when you're at home, take out the battery and just work."
نقول ليك واحد الحاجة فاش كتكوني في الدار حيدي لباطري أصلا و خدمي,ngoul lik wa7d l7aja fach ktkouni f ddar 7idi lbatri aslan w 5dmi,"I’ll tell you something: when you're at home, take out the battery and just work."
أنا تنخاف يا سارة,ana tankhaf ya sara,"I am scared, Sarah."
أنا تنخاف يا سارة,ana tan5af ya sara,"I am scared, Sarah."
عائشة قولي ليها قالت ليك سارة جيت و ملقيتكش,"3a2isha, gouli liha qalet lik sara jit w mal9itkch.","Aisha, tell her that Sara said she came and didn’t find you."
عائشة قولي ليها قالت ليك سارة جيت و ملقيتكش,"3a2icha, gouli liha qalet lik sara jit w mal9itkch.","Aisha, tell her that Sara said she came and didn’t find you."
قولي ليها سارة كتقول ليك مغديش نكلمك مسلمتيش عليا,gouli liha sara katgoul lik maghadich nkellmek msalmtich 3liya,Tell her Sarah says she won't talk to you because you didn't greet her.
نتي غاديت باقي الحال,nti ghadit baqi l7al,You are leaving early.
لا و حتى هو أ منال خصني نمشي باش نصاوب شنو طلبات مني الاستادة,la w 7ta howa a manal khsni nmshi bash nsaweb shno talbat menni lostada,"No, and even Manal, I need to go to prepare what the teacher asked of me."
لا و حتى هو أ منال خصني نمشي باش نصاوب شنو طلبات مني الاستادة,la w 7ta howa a manal 5sni nmchi bach nsaweb chno talbat menni lostada,"No, and even Manal, I need to go to prepare what the teacher asked of me."
وخى وقتاش غدي ترجعي,wkhay wqtash ghadi trj3i,"Okay, when will you come back?"
وخى وقتاش غدي ترجعي,w5ay wqtach ghadi trj3i,"Okay, when will you come back?"
تيقيني أنا معرفاش ولكن غدي نرجع متخافيش,tiy9ini ana ma3rfach walakin ghadi nerje3 matkhafich,"Trust me, I don't know, but I will come back, don't worry."
تيقيني أنا معرفاش ولكن غدي نرجع متخافيش,tiy9ini ana ma3rfach walakin ghadi nerje3 mat5afich,"Trust me, I don't know, but I will come back, don't worry."
إن شاء الله يارب,in cha2 allah ya rabi,"God willing, O Lord."
مريان في أيمان الله,mryan fi iman llah,Marianne is in God's protection.
عيشوشة مجاتش,3ichoucha majatsh,Aichoucha didn't come.
عيشوشة مجاتش,3ichoucha majatch,Aichoucha didn't come.
معرفتش علاش تعطلات بحل هكدا,ma3rftch 3lach t3tlat b7al hakda,I don't know why she/it got delayed like this.
كلشي هدشي مع المؤطر,kolchi hadchi m3a lmo2atter,All of this with the supervisor.
يمكن تعطلات عليهم مجاتهمش,ymkn t3tlat 3lihom majathomsh,They might be delayed and haven't arrived yet.
يمكن تعطلات عليهم مجاتهمش,ymkn t3tlat 3lihom majathomch,They might be delayed and haven't arrived yet.
اه بصح من الممكن هي تكون كتسنها صافي,ah bessa7 mn elmomkin hiya tkoun katsnna safi,"Oh, right, maybe she's just waiting."
شنو أ سارة واش تيتاصل بيك حفيظ,shno a sara wash taytasal bik 7afid?,"What, Sarah, is Hafid contacting you?"
شنو أ سارة واش تيتاصل بيك حفيظ,chno a sara wach taytasal bik 7afid?,"What, Sarah, is Hafid contacting you?"
اه معلوم,aah ma3lum,"Yes, of course."
و كيف داير,w kif dayr,How are you?
بخير و الحمد لله,bikhir w l7amdollah,"Good, thank God."
بخير و الحمد لله,bi5ir w l7amdollah,"Good, thank God."
هدشي مزيان وش خدام ولا لا,hadchi mzyan wesh kheddam wla la?,"This is good, is it working or not?"
هدشي مزيان وش خدام ولا لا,hadchi mzyan wech 5eddam wla la?,"This is good, is it working or not?"
هو مشغول مع الإنتخابات ترشح باباه و هو مشغول معاه,howa mshghoul m3a lintikhabat treshe7 babah w howa mshghoul m3ah,"He is busy with the elections; his father is running, and he is helping him."
هو مشغول مع الإنتخابات ترشح باباه و هو مشغول معاه,howa mchghoul m3a linti5abat treche7 babah w howa mchghoul m3ah,"He is busy with the elections; his father is running, and he is helping him."
هدشي ماشي معقول مقلتيهاش لي,hadchi machi m3qul ma9litihaach li.,This is not fair; you didn't tell me.
راه قلتها ليك داك نهار,ra7 qltha lik dak nhar,I told you that the other day.
لا تيقيني مقلتيهاش لي تقضي تكوني قلتيها لي منال,la tiy9ini ma9ltihash li t9edi tkuni gltiha li manal,"Don't trust me if you didn't say it to me, Manal."
لا تيقيني مقلتيهاش لي تقضي تكوني قلتيها لي منال,la tiy9ini ma9ltihach li t9edi tkuni gltiha li manal,"Don't trust me if you didn't say it to me, Manal."
اه بصح حيت أنا عاقلة بلي قلي باباين حفيض ترشح ولكن معقلاش لمن,ah bessah 7it ana 3a9la bli 9alli babayn 7afid trshe7 walakin ma3qlash lman,"Oh, that's true because I remember that Hafid told me he was running, but I don't remember for what."
اه بصح حيت أنا عاقلة بلي قلي باباين حفيض ترشح ولكن معقلاش لمن,ah bessah 7it ana 3a9la bli 9alli babayn 7afid trche7 walakin ma3qlach lman,"Oh, that's true because I remember that Hafid told me he was running, but I don't remember for what."
المهم هي غادي تنتاخبي عليه,lmohim hiya ghadi tntakhbi 3lih,"The important thing is, are you going to vote for him?"
المهم هي غادي تنتاخبي عليه,lmohim hiya ghadi tnta5bi 3lih,"The important thing is, are you going to vote for him?"
و علاش هدشي فيه شي شك حتى نتي نتاخبي عليه,w 3lash hadchi fih chi chk 7tta nti ntakhbi 3lih,And why is there any doubt about this for you to hide it from him?
و علاش هدشي فيه شي شك حتى نتي نتاخبي عليه,w 3lach hadchi fih chi chk 7tta nti nta5bi 3lih,And why is there any doubt about this for you to hide it from him?
أنا معرفة ولو في قصة الإنتخابات,ana ma3arfa walo f qessa lente5abat.,I have no idea about the election story.
علاش تيسحاب ليك بلي أنا طول حياتي معمري تسوقت ل قصص الإنتخابات هادي,3lash kay7sab lik blli ana tool 7yati ma3omri tsoweqt l 9esas lintikhabat hadi,Why do you think that I’ve never cared about election stories my whole life?
علاش تيسحاب ليك بلي أنا طول حياتي معمري تسوقت ل قصص الإنتخابات هادي,3lach kay7sab lik blli ana tool 7yati ma3omri tsoweqt l 9esas linti5abat hadi,Why do you think that I’ve never cared about election stories my whole life?
الإنتخابات بوحدها لي تنعرف هي لي خاصة ب الرئيس هديك باينة,lntikhabat bou7dha li tan3rf hiya li khassa b erra2is hadik bayna,"The only elections I know are the ones for the president, that's obvious."
الإنتخابات بوحدها لي تنعرف هي لي خاصة ب الرئيس هديك باينة,lnti5abat bou7dha li tan3rf hiya li 5assa b erra2is hadik bayna,"The only elections I know are the ones for the president, that's obvious."
نتي زوينة ليوم يا سارة,nti zwina lyoom ya sara,"You look beautiful today, Sarah."
وقتاش شريتي هاد الحوايج,wqtash shriti had l7wayj?,When did you buy these things?
وقتاش شريتي هاد الحوايج,wqtach chriti had l7wayj?,When did you buy these things?
من شحل هادي الصباط شريتو في العطلة ديل الشتا,mn sh7al hadi essebbat shrito f l3otla dial eshta,I bought these shoes a long time ago during the winter break.
من شحل هادي الصباط شريتو في العطلة ديل الشتا,mn ch7al hadi essebbat chrito f l3otla dial echta,I bought these shoes a long time ago during the winter break.
و هادي من بعد ولكن كل مرة كانت كتصب الشتى و متنلبسهاش,w hadi mn b3d walakin kol merra kant katsebb echchta w matnlbsehash,"And this was later, but every time it rained, I didn’t wear it."
و هادي من بعد ولكن كل مرة كانت كتصب الشتى و متنلبسهاش,w hadi mn b3d walakin kol merra kant katsebb echchta w matnlbsehach,"And this was later, but every time it rained, I didn’t wear it."
هاني ليوم لبستها,hani lyoom lebestha,"Today, I wore it."
عائشة شوفي,3a2isha shofi,"Aisha, look."
عائشة شوفي,3a2icha chofi,"Aisha, look."
حيد البوطون من الكبوط,7ayyd lboton mn lkbot,Remove the buttons from the coat.
متقوليش لي أنا لي حسدتك,matgoulich li ana li 7sadtak,Don't say that I envied you.
و أنا شكون عرفني,w ana chkoun 3rafni,And who knows me?
عنداك يا سارة تقوليها قدام منال مغديش تنساها لطول حياتها إلة طرات شي حاجة غدي تقول لي نتي,3andak ya sara t9oliha 9eddam manal maghadich tensaha ltool 7yatha ila trat chi 7aja ghadi tgol li nti.,"Be careful, Sarah, don't say it in front of Manal; she will never forget it for the rest of her life if something happens, she will blame you."
أجي صافي وقعات أنا غير تنضحك معك,aji safi w9a3at ana ghir tand7ak m3ak,"Come on, it's fine, I was just joking with you."
ولكن العين حق و لكن قلت ما شاء الله,walakin l3in 7a9 walakin glt ma sha2 allah,"But the evil eye is real, and I said ""Mashallah."""
ولكن العين حق و لكن قلت ما شاء الله,walakin l3in 7a9 walakin glt ma cha2 allah,"But the evil eye is real, and I said ""Mashallah."""
سالينا إدا ماشي أنا,salina idan machi ana,"""We're done if it's not me."""
يا سارة قلت لي عائشة صرتها في الإنترنيت ماخصناش نلعنو الشيطان خصنا نقولو أعودو بلله,"ya sara, glti li 3a2isha srtha f linternet, ma khsnash nl3no eshshitan, khsna ngolo a3odo billah","Oh Sarah, Aisha told me she saw it on the internet: we shouldn't curse the devil, we should say ""I seek refuge in Allah."""
يا سارة قلت لي عائشة صرتها في الإنترنيت ماخصناش نلعنو الشيطان خصنا نقولو أعودو بلله,"ya sara, glti li 3a2icha srtha f linternet, ma 5snach nl3no echchitan, 5sna ngolo a3odo billah","Oh Sarah, Aisha told me she saw it on the internet: we shouldn't curse the devil, we should say ""I seek refuge in Allah."""
بصح تيتقال بلي الرسول قال متلعنوش حتى حاجة وحتى واحد معندو الحق يلعن شي حاجة,bssa7 tit9al blli rrasoul qal matl3nouch 7tta 7aja w 7tta wa7ed ma3ndou l7a9 yla3n chi 7aja,"It is said that the Prophet said not to curse anything or anyone, and no one has the right to curse anything."
بالطبع,btab3,Of course
مشتيش شنو طرا لي يا سارة,mchitich chno t9ra li ya sara,"Did you see what happened to me, Sara?"
فاش جيت معاك نسيت لكمبيوتر في بيت منال,fach jit m3ak nsit lkompyouter f bit manal,"When I came with you, I forgot the computer in Manal's room."
شعلات المدفأة و منتبهاتش و تشعلات الشكارة لي تتهز لكمبيوتر بي العافيت,ch3lat lmedfa2a w ma ntbhaatsh w tch3lat chkara li tathezz lkompyouter b l3afit,"She turned on the heater and didn’t notice, and the bag carrying the computer caught fire."
شعلات المدفأة و منتبهاتش و تشعلات الشكارة لي تتهز لكمبيوتر بي العافيت,ch3lat lmedfa2a w ma ntbhaatch w tch3lat chkara li tathezz lkompyouter b l3afit,"She turned on the heater and didn’t notice, and the bag carrying the computer caught fire."
مشاة شمت الريحة ديل شي حاجة تتحرق وهي تلقا الشكارة تتحرق,mchaat shmat erri7a dial chi 7aja tat7raq w hiya tl9a shkara tat7raq,She smelled something burning and found the bag on fire.
مشاة شمت الريحة ديل شي حاجة تتحرق وهي تلقا الشكارة تتحرق,mchaat chmat erri7a dial chi 7aja tat7raq w hiya tl9a chkara tat7raq,She smelled something burning and found the bag on fire.
لوردينتور كينف في الشكارة,lordinateur kayn f chkara,The computer is in the bag.
إدا منال كانت جلسة و مسيقى خبار,idan manal kant jalssa w musi9a khbar,"If Manal was sitting, what's the news about music?"
إدا منال كانت جلسة و مسيقى خبار,idan manal kant jalssa w musi9a 5bar,"If Manal was sitting, what's the news about music?"
موقع والو لي لوردينتور ياك,mawqi3 walo li lordinateur yak,"The computer isn't working, right?"
لا لا مطرى والو الشكارة بحدها,"la la matra walo, chkara b7dha","No, no, it's empty, just the bag itself."
الحمد لله سترنا الله,l7amdo lillah starna allah,"Praise be to God, God protected us."
قلت ليها منال مشميتي والو قلت لي تيصيني والله منتبهة صحابلي رحت الشوميني,"qlt liha manal mashmiti walo, qlt li tisini wllah mantabha, s7abli r7t lchomini.","I told her, Manal, you didn’t go anywhere. She said she was calling me, but I wasn’t paying attention; I thought she went to the chimney."
قلت ليها منال مشميتي والو قلت لي تيصيني والله منتبهة صحابلي رحت الشوميني,"qlt liha manal machmiti walo, qlt li tisini wllah mantabha, s7abli r7t lchomini.","I told her, Manal, you didn’t go anywhere. She said she was calling me, but I wasn’t paying attention; I thought she went to the chimney."
بين هي لي شعلتها و منتبهاتش لي الشكارة لي قدمها,bîn hîya lî sh3ltha w mantbhatsh lî shkara lî qdmha,She’s the one who lit it and didn’t notice the bag in front of her.
بين هي لي شعلتها و منتبهاتش لي الشكارة لي قدمها,bîn hîya lî ch3ltha w mantbhatch lî chkara lî qdmha,She’s the one who lit it and didn’t notice the bag in front of her.
حيت فاش كنت معها طفيت شوميني,7it fash knt m3aha tfit chomini,"Because when I was with her, I turned off my chimney."
حيت فاش كنت معها طفيت شوميني,7it fach knt m3aha tfit chomini,"Because when I was with her, I turned off my chimney."
المهم هو الله يستر,lmohim howa allah yster,The important thing is that God protects.
قلت غدي نعيط لي سارة و نعاود ليها شنو طرا لي حتى أنا,qlt ghadi n3ayt li sara w n3awd liha shno tra li 7ta ana,I said I would call Sara and tell her what happened to me too.
قلت غدي نعيط لي سارة و نعاود ليها شنو طرا لي حتى أنا,qlt ghadi n3ayt li sara w n3awd liha chno tra li 7ta ana,I said I would call Sara and tell her what happened to me too.
الحمد لله الشكارة بوحدها هي لي تقاست,"l7amdollah, lchkara bou7dha hiya li t9assat.","Thank God, only the bag got damaged."
الحمد لله,l7amdollah,Thank God
مزيان أ سارة تكوني في أمان الله سلمي على ماماك و البنات,"mzyan a sara tkouni f aman allah, slmi 3la mamak w lbnat","Good, Sarah, may you be in God's protection. Say hello to your mom and the girls."
شكرا أ عيشة في أمان الله,chokran a 3icha f aman allah,"Thank you, Aicha. May you be in God's protection."
منال متتهدر غير على مليك غدي تحماق,manal matethdar ghir 3la malik ghadi t7maq,Manal only talks about Malik; she's going to go crazy.
قلت لي تيبغي فريد بزاف,qlt li taybghi farid bzaf,You told me you love Farid a lot.
معلوم هداك خالو,m3lum hadaak khalo,"Of course, that's his uncle."
معلوم هداك خالو,m3lum hadaak 5alo,"Of course, that's his uncle."
ولكن تيقيني سهلة و تكباً لديدة,wlkn tiy9ini sahla w tkba ldida,"But trust me, it's easy and delicious."
شفتي الإيطاليو تيطيبو بحالنا تقريبا,shfiti litaliyo tytaybo b7alna tqreeban,"You see, Italians cook almost like us."
شفتي الإيطاليو تيطيبو بحالنا تقريبا,chfiti litaliyo tytaybo b7alna tqreeban,"You see, Italians cook almost like us."
مدارت والو حوايج بسيطة بزاف و صعوبات بيهم حوايج بنينة,madart walo 7wayej basi6a bzaf w so3obat bihom 7wayej bnina,"Nothing changed, very simple things, and despite the difficulties, there are enjoyable things."
و أنا نازل هاد الصباح كنت غدي ندخل ف رؤوف,w ana nazil had ssba7 kont ghadi ndkhol f raouf,"This morning, as I was coming down, I almost bumped into Raouf."
و أنا نازل هاد الصباح كنت غدي ندخل ف رؤوف,w ana nazil had ssba7 kont ghadi nd5ol f raouf,"This morning, as I was coming down, I almost bumped into Raouf."
كنتي غدي تدخلي ف رؤوف مع السبعة,knti ghadi tdkhli f raouf m3a ssb3a,You were going to meet Raouf at seven.
كنتي غدي تدخلي ف رؤوف مع السبعة,knti ghadi td5li f raouf m3a ssb3a,You were going to meet Raouf at seven.
اه لقيتو طالع و أنا نزلت بزربة من الممكن هو كمل خدمتو و جاء ياخد ريم,ah l9ito tale3 w ana nzlt bzrba mn lmomkin howa kmmel khdmto w ja yakhod rim,"Yes, I found him going up, and I quickly went down; maybe he finished his work and came to pick up Rim."
اه لقيتو طالع و أنا نزلت بزربة من الممكن هو كمل خدمتو و جاء ياخد ريم,ah l9ito tale3 w ana nzlt bzrba mn lmomkin howa kmmel 5dmto w ja ya5od rim,"Yes, I found him going up, and I quickly went down; maybe he finished his work and came to pick up Rim."
علاش ماما معامن كنتي كتهدري,3lash mama m3amen konti kathedri?,"Why, Mom, who were you talking to?"
علاش ماما معامن كنتي كتهدري,3lach mama m3amen konti kathedri?,"Why, Mom, who were you talking to?"
مع فاتح ولد جارتنا لي كتسكن فوقنا لقيتو تيهضر مع ماماه نخلتو,m3a fat7 wld jartna li katskon fou9na l9ito kayhdar m3a mamaah nkhaltou,"With Fateh, our neighbor's son who lives above us, I found him talking to his mom, so I entered."
مع فاتح ولد جارتنا لي كتسكن فوقنا لقيتو تيهضر مع ماماه نخلتو,m3a fat7 wld jartna li katskon fou9na l9ito kayhdar m3a mamaah n5altou,"With Fateh, our neighbor's son who lives above us, I found him talking to his mom, so I entered."
علاش مكنتيش ديرا الخمار ديلك فوق راسك,3lash mkntich dira lkhimar dialk fou9 rask,Why weren't you wearing your scarf on your head?
علاش مكنتيش ديرا الخمار ديلك فوق راسك,3lach mkntich dira l5imar dialk fou9 rask,Why weren't you wearing your scarf on your head?
سبحان الله كنت كنحطو زايد على هداك واش نحشم من فاتح ف عمر ولدي,sobhan allah kont kan7eto zayed 3la hadak wach n7chem mn fate7 f 3omr weldi,"Glory be to God, I was putting more than that, should I feel ashamed in front of my son's age?"
اه شنو كين,ah shno kayn,"Yes, what's up?"
اه شنو كين,ah chno kayn,"Yes, what's up?"
جات سهيلة ليوم يا سارة,jat souhila lyoum ya sara,"Souhaila came today, Sarah."
معفرش ليوم التلات مكيناش قراية في الليل ممشيتش,ma3rfch lyoom tlat makaynach 9raiya f ellil mamchitch,I didn't go because there were no night classes on Tuesday.
اه بصح ولكن ممشتش لي الجامعة باينت مشات,ah bssa7 walakin mamchatsh li ljami3a baynat mchat,"Ah, it's true, but she didn't go to the university; it seems she went."
اه بصح ولكن ممشتش لي الجامعة باينت مشات,ah bssa7 walakin mamchatch li ljami3a baynat mchat,"Ah, it's true, but she didn't go to the university; it seems she went."
الله يهديها عرفتي تغيبت بزاف مخيفاش يجريو عليها,"allah yehdiha, 3refti tghybet bzaf, mkhefash yjriw 3liha.","May God guide her; you know she’s been absent a lot, I’m afraid they might fire her."
الله يهديها عرفتي تغيبت بزاف مخيفاش يجريو عليها,"allah yehdiha, 3refti tghybet bzaf, m5efach yjriw 3liha.","May God guide her; you know she’s been absent a lot, I’m afraid they might fire her."
تسناي يا ميمي أنا جاية دبى عودي لي,tsnay ya mimi ana jaya daba 3awdi li.,"Wait, Mimi, I'm coming. Tell me again."
عرفتي أ سارة تيطيبو بحالنا,3refti a sara titybo b7alna,"You know, Sarah, they are like us."
كتبان سهلة بزاف غدي نجرب ديك الحلوة,ktban sahla bzaf ghadi njrb dik l7lwa,"The recipe seems very easy, I will try that dessert."
ها هيا أ ماما كلشي لي وجدت جات و حطاتو هنا,ha hiya a mama kolchi li wjdt jat w 7tato hna,"Here it is, Mom, everything I prepared, she came and placed it here."
سارة راه جى مراد,sara rah ja murad,"Sarah, Mourad is coming."
وخى أنا جاية دقيقة دافي نكمل غير هادي,wakha ana jaya d9i9a dafi nkmel ghir hadi,"Okay, I'm coming in a minute, let me just finish this."
وخى أنا جاية دقيقة دافي نكمل غير هادي,wa5a ana jaya d9i9a dafi nkmel ghir hadi,"Okay, I'm coming in a minute, let me just finish this."
مطبعة داك المسلسل شنو سميتو,matb3a dak lmosalsal shno smito,What's the name of that series?
مطبعة داك المسلسل شنو سميتو,matb3a dak lmosalsal chno smito,What's the name of that series?
عادي نهدرو على مسلسل,3adi nhdro 3la mosalsal,It's okay to talk about a series.
آه عادي,ah 3adi,"Yes, it's fine."
إنا مسلسل شنو سميتو,ina mosalsal shno smito?,What is the name of the series?
إنا مسلسل شنو سميتو,ina mosalsal chno smito?,What is the name of the series?
هاداك لي تيدوز في أبوظبي,hadak li kaydouz f abu dhabi,That one who appears in Abu Dhabi.
هاداك لي تيدوز في أبوظبي,hadak li kaydouz f abou dhabi,That one who appears in Abu Dhabi.
غير قولي لي العنوان,ghir gouli li el3onwan,Just tell me the address.
كتمتل فيه جوهرة,ktmtl fih jawhra,It represents a jewel.
علاش هو جديد,3lash howa jdyd,Why is it new?
علاش هو جديد,3lach howa jdyd,Why is it new?
عقلتي من الحلقة اللولة و أنا تنقول ليك يا سوسن تفرجي فيه راه جديد يا سوسن تفرجي فيه راني غادي نضربك دابة,3qlti mn l7l9a ellwla w ana tngol lik ya sawsan tfrji fih rah jdyd ya sawsan tfrji fih rani ghadi ndrbk daba,"Do you remember from the first episode when I kept telling you, Sawsan, to watch it because it's new? Sawsan, watch it or else I'll hit you now."
وقتاش هدرتي ليا عليه أنا معقلتش,wqtash hdarti lia 3lih ana ma3qltch,When did you tell me about it? I don't remember.
وقتاش هدرتي ليا عليه أنا معقلتش,wqtach hdarti lia 3lih ana ma3qltch,When did you tell me about it? I don't remember.
تيصيني راه هضرت ليك عليه,tisini rah hdart lik 3lih,"Tisini, I already talked to you about it."
و وقتاش بدا هادا,w wqtash bda hada,And when did this start?
و وقتاش بدا هادا,w wqtach bda hada,And when did this start?
عقلتي نهار دخلنا أول مرة قلت ليك يا سوسن راه مسلسل جديد تيدوز مع التمنية في أبوظبي تفرجي فيه,3qlti nhar dkhlna awl mrra glt lik ya sawsan rah mosalsal jdid kaydoz m3a ttmnya f abu dhabi tfrji fih,"Do you remember the day we first came in, I told you, Sawsan, there's a new series airing at eight on Abu Dhabi, watch it?"
عقلتي نهار دخلنا أول مرة قلت ليك يا سوسن راه مسلسل جديد تيدوز مع التمنية في أبوظبي تفرجي فيه,3qlti nhar d5lna awl mrra glt lik ya sawsan rah mosalsal jdid kaydoz m3a ttmnya f abu dhabi tfrji fih,"Do you remember the day we first came in, I told you, Sawsan, there's a new series airing at eight on Abu Dhabi, watch it?"
آه فاش قلت ليك منقدش نسهر,ah fach 9olt lik man9derch nsher,"Yeah, when I told you I can't stay up late."
آه فاش قلت ليك منقدش نسهر,ah fach 9olt lik man9derch ncher,"Yeah, when I told you I can't stay up late."
قلتي لي التمنة بزاف,qlti li ttmna bzzaf,You told me the price is too high.
دابة التمنية عادي أنا تنتفرج في مسلسل مع السبعة وتيسالي مع التمنية,daba tmenia 3adi ana tantfaraj fi mosalsal m3a sb3a w taysali m3a tmenia,"Now, at eight, I usually watch a series at seven, and it ends at eight."
ولكن فاش تيبدا مع التمنية وتيسالي مع التسعود,walakin fash taybda m3a ttmenia w taysali m3a tts3oud,But when it starts at eight and ends at nine.
ولكن فاش تيبدا مع التمنية وتيسالي مع التسعود,walakin fach taybda m3a ttmenia w taysali m3a tts3oud,But when it starts at eight and ends at nine.
التسعود هي المشكلة,tts3oud hiya lmoshkila,Nine o'clock is the problem.
التسعود هي المشكلة,tts3oud hiya lmochkila,Nine o'clock is the problem.
نفس الهدرة لي قلتيها لي من قبل نفس الهدرة ولكن زوين تفرجي فيه,nafs lhadra li glitiha li mn qbl nafs lhadra walakin zwin tfarji fih,"The same talk you told me before, the same talk, but it's nice, watch it."
تفرجت في حلقة في الإنترنيت راه مغاديش يموت في الحلقة لخرة و غدي يولد بنيت مع ياسمين,tfarjt fi 7al9a f linternet rah maghadich ymout f l7al9a l5ra w ghadi yewled bnit m3a yasmin,"I watched an episode on the internet; he won't die in the last episode, and he will have a daughter with Yasmin."
