Darija (Arabic),Darija (Arabizi),English
نطقها و حيد كلاكيطتو و تبعو كايجري .. حتى وصلو لآخر الدرب المطل على شاارع,nteqha w 7iyed klaki6to w tab3o kayjri .. 7tta wslo l2a5ir dderb lmotel 3la echaari3,"He said it, took off his slippers, and ran after him... until they reached the end of the alley overlooking the street."
نطقها و حيد كلاكيطتو و تبعو كايجري .. حتى وصلو لآخر الدرب المطل على شاارع,nteqha w 7iyed klaki6to w tab3o kayjri .. 7tta wslo l2a5ir dderb lmotel 3la eshaari3,"He said it, took off his slippers, and ran after him... until they reached the end of the alley overlooking the street."
نطقها و حيد كلاكيطتو و تبعو كايجري .. حتى وصلو لآخر الدرب المطل على شاارع,nteqha w 7iyed klaki6to w tab3o kayjri .. 7tta wslo l2akhir dderb lmotel 3la echaari3,"He said it, took off his slippers, and ran after him... until they reached the end of the alley overlooking the street."
نطقها و حيد كلاكيطتو و تبعو كايجري .. حتى وصلو لآخر الدرب المطل على شاارع,nteqha w 7iyed klaki6to w tab3o kayjri .. 7tta wslo l2akhir dderb lmotel 3la eshaari3,"He said it, took off his slippers, and ran after him... until they reached the end of the alley overlooking the street."
نطقها و حيد كلاكيطتو و تبعو كايجري .. حتى وصلو لآخر الدرب المطل على شاارع,nteqha w 7iyed klakitto w tab3o kayjri .. 7tta wslo l2a5ir dderb lmotel 3la echaari3,"He said it, took off his slippers, and ran after him... until they reached the end of the alley overlooking the street."
نطقها و حيد كلاكيطتو و تبعو كايجري .. حتى وصلو لآخر الدرب المطل على شاارع,nteqha w 7iyed klakitto w tab3o kayjri .. 7tta wslo l2a5ir dderb lmotel 3la eshaari3,"He said it, took off his slippers, and ran after him... until they reached the end of the alley overlooking the street."
نطقها و حيد كلاكيطتو و تبعو كايجري .. حتى وصلو لآخر الدرب المطل على شاارع,nteqha w 7iyed klakitto w tab3o kayjri .. 7tta wslo l2akhir dderb lmotel 3la echaari3,"He said it, took off his slippers, and ran after him... until they reached the end of the alley overlooking the street."
نطقها و حيد كلاكيطتو و تبعو كايجري .. حتى وصلو لآخر الدرب المطل على شاارع,nteqha w 7iyed klakitto w tab3o kayjri .. 7tta wslo l2akhir dderb lmotel 3la eshaari3,"He said it, took off his slippers, and ran after him... until they reached the end of the alley overlooking the street."
نطقها و حيد كلاكيطتو و تبعو كايجري .. حتى وصلو لآخر الدرب المطل على شاارع,nteqha w hiyed klaki6to w tab3o kayjri .. htta wslo l2a5ir dderb lmotel 3la echaari3,"He said it, took off his slippers, and ran after him... until they reached the end of the alley overlooking the street."
نطقها و حيد كلاكيطتو و تبعو كايجري .. حتى وصلو لآخر الدرب المطل على شاارع,nteqha w hiyed klaki6to w tab3o kayjri .. htta wslo l2a5ir dderb lmotel 3la eshaari3,"He said it, took off his slippers, and ran after him... until they reached the end of the alley overlooking the street."
نطقها و حيد كلاكيطتو و تبعو كايجري .. حتى وصلو لآخر الدرب المطل على شاارع,nteqha w hiyed klaki6to w tab3o kayjri .. htta wslo l2akhir dderb lmotel 3la echaari3,"He said it, took off his slippers, and ran after him... until they reached the end of the alley overlooking the street."
نطقها و حيد كلاكيطتو و تبعو كايجري .. حتى وصلو لآخر الدرب المطل على شاارع,nteqha w hiyed klaki6to w tab3o kayjri .. htta wslo l2akhir dderb lmotel 3la eshaari3,"He said it, took off his slippers, and ran after him... until they reached the end of the alley overlooking the street."
نطقها و حيد كلاكيطتو و تبعو كايجري .. حتى وصلو لآخر الدرب المطل على شاارع,nteqha w hiyed klakitto w tab3o kayjri .. htta wslo l2a5ir dderb lmotel 3la echaari3,"He said it, took off his slippers, and ran after him... until they reached the end of the alley overlooking the street."
نطقها و حيد كلاكيطتو و تبعو كايجري .. حتى وصلو لآخر الدرب المطل على شاارع,nteqha w hiyed klakitto w tab3o kayjri .. htta wslo l2a5ir dderb lmotel 3la eshaari3,"He said it, took off his slippers, and ran after him... until they reached the end of the alley overlooking the street."
نطقها و حيد كلاكيطتو و تبعو كايجري .. حتى وصلو لآخر الدرب المطل على شاارع,nteqha w hiyed klakitto w tab3o kayjri .. htta wslo l2akhir dderb lmotel 3la echaari3,"He said it, took off his slippers, and ran after him... until they reached the end of the alley overlooking the street."
نطقها و حيد كلاكيطتو و تبعو كايجري .. حتى وصلو لآخر الدرب المطل على شاارع,nteqha w hiyed klakitto w tab3o kayjri .. htta wslo l2akhir dderb lmotel 3la eshaari3,"He said it, took off his slippers, and ran after him... until they reached the end of the alley overlooking the street."
عرييض ... مالحقوش و شير عليييه بيها ... و حتى هي ماوصلاتووش ... مشى و,3riiid ... mal79oosh w shiyr 3liiiih biha ... w 7ta hiya mawsalatooosh ... msha w,"Wide ... they didn’t catch up to him, and point it at him ... and even she didn’t reach him ... he left and..."
عرييض ... مالحقوش و شير عليييه بيها ... و حتى هي ماوصلاتووش ... مشى و,3riiid ... mal79ooch w chiyr 3liiiih biha ... w 7ta hiya mawsalatoooch ... mcha w,"Wide ... they didn’t catch up to him, and point it at him ... and even she didn’t reach him ... he left and..."
عرييض ... مالحقوش و شير عليييه بيها ... و حتى هي ماوصلاتووش ... مشى و,3riiid ... mal79ooch w chiyr 3liiiih biha ... w hta hiya mawsalatoooch ... mcha w,"Wide ... they didn’t catch up to him, and point it at him ... and even she didn’t reach him ... he left and..."
عرييض ... مالحقوش و شير عليييه بيها ... و حتى هي ماوصلاتووش ... مشى و,3riiid ... mal79oosh w shiyr 3liiiih biha ... w hta hiya mawsalatooosh ... msha w,"Wide ... they didn’t catch up to him, and point it at him ... and even she didn’t reach him ... he left and..."
تحنى هزها كاينهج و قال : هااهي عندك البرهوووش حتى نشدك نطق وااحد من بعض,t7na hezzha kaynhj w 9al: hahiya 3ndk lbrhoooosha 7tta nshedek nte9 waa7ed mn be3d.,"He gasped and said: ""Here you are, you rascal, I'll catch you eventually, just you wait!"""
تحنى هزها كاينهج و قال : هااهي عندك البرهوووش حتى نشدك نطق وااحد من بعض,t7na hezzha kaynhj w 9al: hahiya 3ndk lbrhoooocha 7tta nchedek nte9 waa7ed mn be3d.,"He gasped and said: ""Here you are, you rascal, I'll catch you eventually, just you wait!"""
تحنى هزها كاينهج و قال : هااهي عندك البرهوووش حتى نشدك نطق وااحد من بعض,t7na hezzha kaynhj w qal: hahiya 3ndk lbrhoooocha 7tta nchedek nteq waa7ed mn be3d.,"He gasped and said: ""Here you are, you rascal, I'll catch you eventually, just you wait!"""
تحنى هزها كاينهج و قال : هااهي عندك البرهوووش حتى نشدك نطق وااحد من بعض,t7na hezzha kaynhj w qal: hahiya 3ndk lbrhoooosha 7tta nshedek nteq waa7ed mn be3d.,"He gasped and said: ""Here you are, you rascal, I'll catch you eventually, just you wait!"""
تحنى هزها كاينهج و قال : هااهي عندك البرهوووش حتى نشدك نطق وااحد من بعض,thna hezzha kaynhj w 9al: hahiya 3ndk lbrhoooocha htta nchedek nte9 waahed mn be3d.,"He gasped and said: ""Here you are, you rascal, I'll catch you eventually, just you wait!"""
تحنى هزها كاينهج و قال : هااهي عندك البرهوووش حتى نشدك نطق وااحد من بعض,thna hezzha kaynhj w 9al: hahiya 3ndk lbrhoooosha htta nshedek nte9 waahed mn be3d.,"He gasped and said: ""Here you are, you rascal, I'll catch you eventually, just you wait!"""
تحنى هزها كاينهج و قال : هااهي عندك البرهوووش حتى نشدك نطق وااحد من بعض,thna hezzha kaynhj w qal: hahiya 3ndk lbrhoooocha htta nchedek nteq waahed mn be3d.,"He gasped and said: ""Here you are, you rascal, I'll catch you eventually, just you wait!"""
تحنى هزها كاينهج و قال : هااهي عندك البرهوووش حتى نشدك نطق وااحد من بعض,thna hezzha kaynhj w qal: hahiya 3ndk lbrhoooosha htta nshedek nteq waahed mn be3d.,"He gasped and said: ""Here you are, you rascal, I'll catch you eventually, just you wait!"""
الرجاال الجالسين فالقهوى فالشوكة ديال الدرب و قال : واش غاادير راسك فالبرااهش حتى انت,errijjal ljalssin f l9ahwa f eshshoka dyal dderb w 9al: wash ghadi dir rask f lbrrahesh 7tta nta?,"The men sitting in the café at the corner of the alley said: ""Are you going to get yourself involved with the troublemakers too?"""
الرجاال الجالسين فالقهوى فالشوكة ديال الدرب و قال : واش غاادير راسك فالبرااهش حتى انت,errijjal ljalssin f l9ahwa f echchoka dyal dderb w 9al: wach ghadi dir rask f lbrrahech 7tta nta?,"The men sitting in the café at the corner of the alley said: ""Are you going to get yourself involved with the troublemakers too?"""
الرجاال الجالسين فالقهوى فالشوكة ديال الدرب و قال : واش غاادير راسك فالبرااهش حتى انت,errijjal ljalssin f l9ahwa f echchoka dyal dderb w 9al: wach ghadi dir rask f lbrrahech htta nta?,"The men sitting in the café at the corner of the alley said: ""Are you going to get yourself involved with the troublemakers too?"""
الرجاال الجالسين فالقهوى فالشوكة ديال الدرب و قال : واش غاادير راسك فالبرااهش حتى انت,errijjal ljalssin f l9ahwa f eshshoka dyal dderb w 9al: wash ghadi dir rask f lbrrahesh htta nta?,"The men sitting in the café at the corner of the alley said: ""Are you going to get yourself involved with the troublemakers too?"""
الرجاال الجالسين فالقهوى فالشوكة ديال الدرب و قال : واش غاادير راسك فالبرااهش حتى انت,errijjal ljalssin f lqahwa f echchoka dyal dderb w qal: wach ghadi dir rask f lbrrahech 7tta nta?,"The men sitting in the café at the corner of the alley said: ""Are you going to get yourself involved with the troublemakers too?"""
الرجاال الجالسين فالقهوى فالشوكة ديال الدرب و قال : واش غاادير راسك فالبرااهش حتى انت,errijjal ljalssin f lqahwa f echchoka dyal dderb w qal: wach ghadi dir rask f lbrrahech htta nta?,"The men sitting in the café at the corner of the alley said: ""Are you going to get yourself involved with the troublemakers too?"""
الرجاال الجالسين فالقهوى فالشوكة ديال الدرب و قال : واش غاادير راسك فالبرااهش حتى انت,errijjal ljalssin f lqahwa f eshshoka dyal dderb w qal: wash ghadi dir rask f lbrrahesh 7tta nta?,"The men sitting in the café at the corner of the alley said: ""Are you going to get yourself involved with the troublemakers too?"""
الرجاال الجالسين فالقهوى فالشوكة ديال الدرب و قال : واش غاادير راسك فالبرااهش حتى انت,errijjal ljalssin f lqahwa f eshshoka dyal dderb w qal: wash ghadi dir rask f lbrrahesh htta nta?,"The men sitting in the café at the corner of the alley said: ""Are you going to get yourself involved with the troublemakers too?"""
.. خليهم يلعبو .. شاف فيه زين العابدين و قال : ااه ماشي انت لي,.. 5allihom yela3bo .. chaf fih zine l3abidine w 9al : aah machi nta li,".. Let them play .. Zine El Abidine looked at him and said: Ah, isn't it you who..."
.. خليهم يلعبو .. شاف فيه زين العابدين و قال : ااه ماشي انت لي,.. 5allihom yela3bo .. chaf fih zine l3abidine w qal : aah machi nta li,".. Let them play .. Zine El Abidine looked at him and said: Ah, isn't it you who..."
.. خليهم يلعبو .. شاف فيه زين العابدين و قال : ااه ماشي انت لي,.. 5allihom yela3bo .. shaf fih zine l3abidine w 9al : aah mashi nta li,".. Let them play .. Zine El Abidine looked at him and said: Ah, isn't it you who..."
.. خليهم يلعبو .. شاف فيه زين العابدين و قال : ااه ماشي انت لي,.. 5allihom yela3bo .. shaf fih zine l3abidine w qal : aah mashi nta li,".. Let them play .. Zine El Abidine looked at him and said: Ah, isn't it you who..."
.. خليهم يلعبو .. شاف فيه زين العابدين و قال : ااه ماشي انت لي,.. khallihom yela3bo .. chaf fih zine l3abidine w 9al : aah machi nta li,".. Let them play .. Zine El Abidine looked at him and said: Ah, isn't it you who..."
.. خليهم يلعبو .. شاف فيه زين العابدين و قال : ااه ماشي انت لي,.. khallihom yela3bo .. chaf fih zine l3abidine w qal : aah machi nta li,".. Let them play .. Zine El Abidine looked at him and said: Ah, isn't it you who..."
.. خليهم يلعبو .. شاف فيه زين العابدين و قال : ااه ماشي انت لي,.. khallihom yela3bo .. shaf fih zine l3abidine w 9al : aah mashi nta li,".. Let them play .. Zine El Abidine looked at him and said: Ah, isn't it you who..."
.. خليهم يلعبو .. شاف فيه زين العابدين و قال : ااه ماشي انت لي,.. khallihom yela3bo .. shaf fih zine l3abidine w qal : aah mashi nta li,".. Let them play .. Zine El Abidine looked at him and said: Ah, isn't it you who..."
تظل تشوط فالشمووشات تقلب على خدمة باش ترجع لدارك ترتاح .. تلقى براهش فاارعين لك,tdell tchowet feshmooshat t9lb 3la 5dma bash trj3 ldark trta7 .. tl9a brahesh far3in lik,You keep wandering under the scorching sun looking for work to return home and rest... only to find troublemakers waiting for you.
تظل تشوط فالشمووشات تقلب على خدمة باش ترجع لدارك ترتاح .. تلقى براهش فاارعين لك,tdell tchowet fechmoochat t9lb 3la 5dma bach trj3 ldark trta7 .. tl9a brahech far3in lik,You keep wandering under the scorching sun looking for work to return home and rest... only to find troublemakers waiting for you.
تظل تشوط فالشمووشات تقلب على خدمة باش ترجع لدارك ترتاح .. تلقى براهش فاارعين لك,tdell tchowet fechmoochat t9lb 3la 5dma bach trj3 ldark trtah .. tl9a brahech far3in lik,You keep wandering under the scorching sun looking for work to return home and rest... only to find troublemakers waiting for you.
تظل تشوط فالشمووشات تقلب على خدمة باش ترجع لدارك ترتاح .. تلقى براهش فاارعين لك,tdell tchowet fechmoochat t9lb 3la khdma bach trj3 ldark trta7 .. tl9a brahech far3in lik,You keep wandering under the scorching sun looking for work to return home and rest... only to find troublemakers waiting for you.
تظل تشوط فالشمووشات تقلب على خدمة باش ترجع لدارك ترتاح .. تلقى براهش فاارعين لك,tdell tchowet fechmoochat t9lb 3la khdma bach trj3 ldark trtah .. tl9a brahech far3in lik,You keep wandering under the scorching sun looking for work to return home and rest... only to find troublemakers waiting for you.
تظل تشوط فالشمووشات تقلب على خدمة باش ترجع لدارك ترتاح .. تلقى براهش فاارعين لك,tdell tchowet fechmoochat tqlb 3la 5dma bach trj3 ldark trta7 .. tlqa brahech far3in lik,You keep wandering under the scorching sun looking for work to return home and rest... only to find troublemakers waiting for you.
تظل تشوط فالشمووشات تقلب على خدمة باش ترجع لدارك ترتاح .. تلقى براهش فاارعين لك,tdell tchowet fechmoochat tqlb 3la 5dma bach trj3 ldark trtah .. tlqa brahech far3in lik,You keep wandering under the scorching sun looking for work to return home and rest... only to find troublemakers waiting for you.
تظل تشوط فالشمووشات تقلب على خدمة باش ترجع لدارك ترتاح .. تلقى براهش فاارعين لك,tdell tchowet fechmoochat tqlb 3la khdma bach trj3 ldark trta7 .. tlqa brahech far3in lik,You keep wandering under the scorching sun looking for work to return home and rest... only to find troublemakers waiting for you.
تظل تشوط فالشمووشات تقلب على خدمة باش ترجع لدارك ترتاح .. تلقى براهش فاارعين لك,tdell tchowet fechmoochat tqlb 3la khdma bach trj3 ldark trtah .. tlqa brahech far3in lik,You keep wandering under the scorching sun looking for work to return home and rest... only to find troublemakers waiting for you.
تظل تشوط فالشمووشات تقلب على خدمة باش ترجع لدارك ترتاح .. تلقى براهش فاارعين لك,tdell tchowet feshmooshat t9lb 3la 5dma bash trj3 ldark trtah .. tl9a brahesh far3in lik,You keep wandering under the scorching sun looking for work to return home and rest... only to find troublemakers waiting for you.
تظل تشوط فالشمووشات تقلب على خدمة باش ترجع لدارك ترتاح .. تلقى براهش فاارعين لك,tdell tchowet feshmooshat t9lb 3la khdma bash trj3 ldark trta7 .. tl9a brahesh far3in lik,You keep wandering under the scorching sun looking for work to return home and rest... only to find troublemakers waiting for you.
تظل تشوط فالشمووشات تقلب على خدمة باش ترجع لدارك ترتاح .. تلقى براهش فاارعين لك,tdell tchowet feshmooshat t9lb 3la khdma bash trj3 ldark trtah .. tl9a brahesh far3in lik,You keep wandering under the scorching sun looking for work to return home and rest... only to find troublemakers waiting for you.
تظل تشوط فالشمووشات تقلب على خدمة باش ترجع لدارك ترتاح .. تلقى براهش فاارعين لك,tdell tchowet feshmooshat tqlb 3la 5dma bash trj3 ldark trta7 .. tlqa brahesh far3in lik,You keep wandering under the scorching sun looking for work to return home and rest... only to find troublemakers waiting for you.
تظل تشوط فالشمووشات تقلب على خدمة باش ترجع لدارك ترتاح .. تلقى براهش فاارعين لك,tdell tchowet feshmooshat tqlb 3la 5dma bash trj3 ldark trtah .. tlqa brahesh far3in lik,You keep wandering under the scorching sun looking for work to return home and rest... only to find troublemakers waiting for you.
تظل تشوط فالشمووشات تقلب على خدمة باش ترجع لدارك ترتاح .. تلقى براهش فاارعين لك,tdell tchowet feshmooshat tqlb 3la khdma bash trj3 ldark trta7 .. tlqa brahesh far3in lik,You keep wandering under the scorching sun looking for work to return home and rest... only to find troublemakers waiting for you.
تظل تشوط فالشمووشات تقلب على خدمة باش ترجع لدارك ترتاح .. تلقى براهش فاارعين لك,tdell tchowet feshmooshat tqlb 3la khdma bash trj3 ldark trtah .. tlqa brahesh far3in lik,You keep wandering under the scorching sun looking for work to return home and rest... only to find troublemakers waiting for you.
تظل تشوط فالشمووشات تقلب على خدمة باش ترجع لدارك ترتاح .. تلقى براهش فاارعين لك,tdell tshowet feshmooshat t9lb 3la 5dma bash trj3 ldark trta7 .. tl9a brahesh far3in lik,You keep wandering under the scorching sun looking for work to return home and rest... only to find troublemakers waiting for you.
تظل تشوط فالشمووشات تقلب على خدمة باش ترجع لدارك ترتاح .. تلقى براهش فاارعين لك,tdell tshowet feshmooshat t9lb 3la 5dma bash trj3 ldark trtah .. tl9a brahesh far3in lik,You keep wandering under the scorching sun looking for work to return home and rest... only to find troublemakers waiting for you.
تظل تشوط فالشمووشات تقلب على خدمة باش ترجع لدارك ترتاح .. تلقى براهش فاارعين لك,tdell tshowet feshmooshat t9lb 3la khdma bash trj3 ldark trta7 .. tl9a brahesh far3in lik,You keep wandering under the scorching sun looking for work to return home and rest... only to find troublemakers waiting for you.
تظل تشوط فالشمووشات تقلب على خدمة باش ترجع لدارك ترتاح .. تلقى براهش فاارعين لك,tdell tshowet feshmooshat t9lb 3la khdma bash trj3 ldark trtah .. tl9a brahesh far3in lik,You keep wandering under the scorching sun looking for work to return home and rest... only to find troublemakers waiting for you.
تظل تشوط فالشمووشات تقلب على خدمة باش ترجع لدارك ترتاح .. تلقى براهش فاارعين لك,tdell tshowet feshmooshat tqlb 3la 5dma bash trj3 ldark trta7 .. tlqa brahesh far3in lik,You keep wandering under the scorching sun looking for work to return home and rest... only to find troublemakers waiting for you.
تظل تشوط فالشمووشات تقلب على خدمة باش ترجع لدارك ترتاح .. تلقى براهش فاارعين لك,tdell tshowet feshmooshat tqlb 3la 5dma bash trj3 ldark trtah .. tlqa brahesh far3in lik,You keep wandering under the scorching sun looking for work to return home and rest... only to find troublemakers waiting for you.
تظل تشوط فالشمووشات تقلب على خدمة باش ترجع لدارك ترتاح .. تلقى براهش فاارعين لك,tdell tshowet feshmooshat tqlb 3la khdma bash trj3 ldark trta7 .. tlqa brahesh far3in lik,You keep wandering under the scorching sun looking for work to return home and rest... only to find troublemakers waiting for you.
تظل تشوط فالشمووشات تقلب على خدمة باش ترجع لدارك ترتاح .. تلقى براهش فاارعين لك,tdell tshowet feshmooshat tqlb 3la khdma bash trj3 ldark trtah .. tlqa brahesh far3in lik,You keep wandering under the scorching sun looking for work to return home and rest... only to find troublemakers waiting for you.
رااسك بالصدااع و الغواات .. واا لي عندو شي برهووش يشدو .. مسيينا عالله تم,raask bssda3 w lghwat .. waa li 3ndo chi brhoosh yshdo .. msina 3la allah tm,"Your head is full of noise and chaos... Whoever has a kid, let them take care of them... We leave it to God."
رااسك بالصدااع و الغواات .. واا لي عندو شي برهووش يشدو .. مسيينا عالله تم,raask bssda3 w lghwat .. waa li 3ndo chi brhooch ychdo .. msina 3la allah tm,"Your head is full of noise and chaos... Whoever has a kid, let them take care of them... We leave it to God."
رااسك بالصدااع و الغواات .. واا لي عندو شي برهووش يشدو .. مسيينا عالله تم,raask bssda3 w lghwat .. waa li 3ndo shi brhoosh yshdo .. msina 3la allah tm,"Your head is full of noise and chaos... Whoever has a kid, let them take care of them... We leave it to God."
رااجع .. حتى لمح طاكسي وقف .. شاف فالساعة فيدو و رجع شاف فيه ..,raaj3 .. 7tta lma7 6aksi w9f .. chaf f sa3a f ydo w rje3 chaf fih ..,"He hesitated... until he spotted a taxi and stopped... he looked at his watch, then looked back at it..."
رااجع .. حتى لمح طاكسي وقف .. شاف فالساعة فيدو و رجع شاف فيه ..,raaj3 .. 7tta lma7 6aksi w9f .. shaf f sa3a f ydo w rje3 shaf fih ..,"He hesitated... until he spotted a taxi and stopped... he looked at his watch, then looked back at it..."
رااجع .. حتى لمح طاكسي وقف .. شاف فالساعة فيدو و رجع شاف فيه ..,raaj3 .. 7tta lma7 6aksi wqf .. chaf f sa3a f ydo w rje3 chaf fih ..,"He hesitated... until he spotted a taxi and stopped... he looked at his watch, then looked back at it..."
رااجع .. حتى لمح طاكسي وقف .. شاف فالساعة فيدو و رجع شاف فيه ..,raaj3 .. 7tta lma7 6aksi wqf .. shaf f sa3a f ydo w rje3 shaf fih ..,"He hesitated... until he spotted a taxi and stopped... he looked at his watch, then looked back at it..."
رااجع .. حتى لمح طاكسي وقف .. شاف فالساعة فيدو و رجع شاف فيه ..,raaj3 .. 7tta lma7 taksi w9f .. chaf f sa3a f ydo w rje3 chaf fih ..,"He hesitated... until he spotted a taxi and stopped... he looked at his watch, then looked back at it..."
رااجع .. حتى لمح طاكسي وقف .. شاف فالساعة فيدو و رجع شاف فيه ..,raaj3 .. 7tta lma7 taksi w9f .. shaf f sa3a f ydo w rje3 shaf fih ..,"He hesitated... until he spotted a taxi and stopped... he looked at his watch, then looked back at it..."
رااجع .. حتى لمح طاكسي وقف .. شاف فالساعة فيدو و رجع شاف فيه ..,raaj3 .. 7tta lma7 taksi wqf .. chaf f sa3a f ydo w rje3 chaf fih ..,"He hesitated... until he spotted a taxi and stopped... he looked at his watch, then looked back at it..."
رااجع .. حتى لمح طاكسي وقف .. شاف فالساعة فيدو و رجع شاف فيه ..,raaj3 .. 7tta lma7 taksi wqf .. shaf f sa3a f ydo w rje3 shaf fih ..,"He hesitated... until he spotted a taxi and stopped... he looked at his watch, then looked back at it..."
رااجع .. حتى لمح طاكسي وقف .. شاف فالساعة فيدو و رجع شاف فيه ..,raaj3 .. htta lmah 6aksi w9f .. chaf f sa3a f ydo w rje3 chaf fih ..,"He hesitated... until he spotted a taxi and stopped... he looked at his watch, then looked back at it..."
رااجع .. حتى لمح طاكسي وقف .. شاف فالساعة فيدو و رجع شاف فيه ..,raaj3 .. htta lmah 6aksi w9f .. shaf f sa3a f ydo w rje3 shaf fih ..,"He hesitated... until he spotted a taxi and stopped... he looked at his watch, then looked back at it..."
رااجع .. حتى لمح طاكسي وقف .. شاف فالساعة فيدو و رجع شاف فيه ..,raaj3 .. htta lmah 6aksi wqf .. chaf f sa3a f ydo w rje3 chaf fih ..,"He hesitated... until he spotted a taxi and stopped... he looked at his watch, then looked back at it..."
رااجع .. حتى لمح طاكسي وقف .. شاف فالساعة فيدو و رجع شاف فيه ..,raaj3 .. htta lmah 6aksi wqf .. shaf f sa3a f ydo w rje3 shaf fih ..,"He hesitated... until he spotted a taxi and stopped... he looked at his watch, then looked back at it..."
رااجع .. حتى لمح طاكسي وقف .. شاف فالساعة فيدو و رجع شاف فيه ..,raaj3 .. htta lmah taksi w9f .. chaf f sa3a f ydo w rje3 chaf fih ..,"He hesitated... until he spotted a taxi and stopped... he looked at his watch, then looked back at it..."
رااجع .. حتى لمح طاكسي وقف .. شاف فالساعة فيدو و رجع شاف فيه ..,raaj3 .. htta lmah taksi w9f .. shaf f sa3a f ydo w rje3 shaf fih ..,"He hesitated... until he spotted a taxi and stopped... he looked at his watch, then looked back at it..."
رااجع .. حتى لمح طاكسي وقف .. شاف فالساعة فيدو و رجع شاف فيه ..,raaj3 .. htta lmah taksi wqf .. chaf f sa3a f ydo w rje3 chaf fih ..,"He hesitated... until he spotted a taxi and stopped... he looked at his watch, then looked back at it..."
رااجع .. حتى لمح طاكسي وقف .. شاف فالساعة فيدو و رجع شاف فيه ..,raaj3 .. htta lmah taksi wqf .. shaf f sa3a f ydo w rje3 shaf fih ..,"He hesitated... until he spotted a taxi and stopped... he looked at his watch, then looked back at it..."
هبطات بنت منو .. محملة ببعض البلاستيكات و ساكها الصغير بيد طوييلة ... كانت انيقة,hbatat bent meno .. mo7amla biba3d lplastikat w sakha sghir b yad tawiila ... kant ani9a,A girl came down from it... carrying some plastic bags and her small bag with a long strap... she was elegant.
هبطات بنت منو .. محملة ببعض البلاستيكات و ساكها الصغير بيد طوييلة ... كانت انيقة,hbatat bent meno .. mo7amla biba3d lplastikat w sa5a sghir b yad tawiila ... kant ani9a,A girl came down from it... carrying some plastic bags and her small bag with a long strap... she was elegant.
هبطات بنت منو .. محملة ببعض البلاستيكات و ساكها الصغير بيد طوييلة ... كانت انيقة,hbatat bent meno .. mo7amla biba3d lplastikat w sa5a sghir b yad tawiila ... kant aniqa,A girl came down from it... carrying some plastic bags and her small bag with a long strap... she was elegant.
هبطات بنت منو .. محملة ببعض البلاستيكات و ساكها الصغير بيد طوييلة ... كانت انيقة,hbatat bent meno .. mo7amla biba3d lplastikat w sakha sghir b yad tawiila ... kant aniqa,A girl came down from it... carrying some plastic bags and her small bag with a long strap... she was elegant.
هبطات بنت منو .. محملة ببعض البلاستيكات و ساكها الصغير بيد طوييلة ... كانت انيقة,hbatat bent meno .. mohamla biba3d lplastikat w sa5a sghir b yad tawiila ... kant ani9a,A girl came down from it... carrying some plastic bags and her small bag with a long strap... she was elegant.
هبطات بنت منو .. محملة ببعض البلاستيكات و ساكها الصغير بيد طوييلة ... كانت انيقة,hbatat bent meno .. mohamla biba3d lplastikat w sa5a sghir b yad tawiila ... kant aniqa,A girl came down from it... carrying some plastic bags and her small bag with a long strap... she was elegant.
هبطات بنت منو .. محملة ببعض البلاستيكات و ساكها الصغير بيد طوييلة ... كانت انيقة,hbatat bent meno .. mohamla biba3d lplastikat w sakha sghir b yad tawiila ... kant ani9a,A girl came down from it... carrying some plastic bags and her small bag with a long strap... she was elegant.
هبطات بنت منو .. محملة ببعض البلاستيكات و ساكها الصغير بيد طوييلة ... كانت انيقة,hbatat bent meno .. mohamla biba3d lplastikat w sakha sghir b yad tawiila ... kant aniqa,A girl came down from it... carrying some plastic bags and her small bag with a long strap... she was elegant.
بلباس رسمي .. سروال توب اسود و قميص حريري ابيض و من فوق سترة بالاسود,blibas rasmi .. srwal toub aswed w 9mis 7aririy abyad w men fou9 setra blaswad,"In formal attire... black fabric trousers, a white silk shirt, and a black jacket on top."
بلباس رسمي .. سروال توب اسود و قميص حريري ابيض و من فوق سترة بالاسود,blibas rasmi .. srwal toub aswed w 9mis haririy abyad w men fou9 setra blaswad,"In formal attire... black fabric trousers, a white silk shirt, and a black jacket on top."
بلباس رسمي .. سروال توب اسود و قميص حريري ابيض و من فوق سترة بالاسود,blibas rasmi .. srwal toub aswed w qmis 7aririy abyad w men fouq setra blaswad,"In formal attire... black fabric trousers, a white silk shirt, and a black jacket on top."
بلباس رسمي .. سروال توب اسود و قميص حريري ابيض و من فوق سترة بالاسود,blibas rasmi .. srwal toub aswed w qmis haririy abyad w men fouq setra blaswad,"In formal attire... black fabric trousers, a white silk shirt, and a black jacket on top."
.. كانت طالقة شعرها القصير الاسود و مرجعاه وراء ودنيها .. سدات الباب و انطالق,.. kanet tal9a cha3rha l9sir l2aswad w mrej3ah wra wdeniha .. sdat lbab w ntale9 ..,.. Her short black hair was loose and tucked behind her ears .. She closed the door and left.
.. كانت طالقة شعرها القصير الاسود و مرجعاه وراء ودنيها .. سدات الباب و انطالق,.. kanet tal9a sha3rha l9sir l2aswad w mrej3ah wra wdeniha .. sdat lbab w ntale9 ..,.. Her short black hair was loose and tucked behind her ears .. She closed the door and left.
