Darija (Arabic),Darija (Arabizi),English
داك النهار وقتاش يا ربي البارح لاربع و البارح التلات طفيت الضو و غمضدت عيني و شعلة التلفازت باش تونسني صافي مكنتش تنتفرج فيها,"dak nhar, wqtach ya rabbi lbareh larbe3 w lbareh tlat, tfit eddo w ghamedt 3ini w ch3elt telfaza bach twenesni. safi makntch kantfraj fiha.","That day, when, oh God, yesterday Wednesday and the day before Tuesday, I turned off the light, closed my eyes, and turned on the TV to keep me company, but I wasn’t really watching it."
داك النهار وقتاش يا ربي البارح لاربع و البارح التلات طفيت الضو و غمضدت عيني و شعلة التلفازت باش تونسني صافي مكنتش تنتفرج فيها,"dak nhar, wqtash ya rabbi lbare7 larbe3 w lbare7 tlat, tfit eddo w ghamedt 3ini w sh3elt telfaza bash twenesni. safi makntsh kantfraj fiha.","That day, when, oh God, yesterday Wednesday and the day before Tuesday, I turned off the light, closed my eyes, and turned on the TV to keep me company, but I wasn’t really watching it."
داك النهار وقتاش يا ربي البارح لاربع و البارح التلات طفيت الضو و غمضدت عيني و شعلة التلفازت باش تونسني صافي مكنتش تنتفرج فيها,"dak nhar, wqtash ya rabbi lbareh larbe3 w lbareh tlat, tfit eddo w ghamedt 3ini w sh3elt telfaza bash twenesni. safi makntch kantfraj fiha.","That day, when, oh God, yesterday Wednesday and the day before Tuesday, I turned off the light, closed my eyes, and turned on the TV to keep me company, but I wasn’t really watching it."
داك النهار وقتاش يا ربي البارح لاربع و البارح التلات طفيت الضو و غمضدت عيني و شعلة التلفازت باش تونسني صافي مكنتش تنتفرج فيها,"dak nhar, wqtash ya rabbi lbareh larbe3 w lbareh tlat, tfit eddo w ghamedt 3ini w sh3elt telfaza bash twenesni. safi makntsh kantfraj fiha.","That day, when, oh God, yesterday Wednesday and the day before Tuesday, I turned off the light, closed my eyes, and turned on the TV to keep me company, but I wasn’t really watching it."
منقدش نشعل التلفازة و منتفرجش فيها,ma nqdrsh ncha3l tlfaza w ma ntfarjsh fiha,I can't turn on the TV without watching it.
منقدش نشعل التلفازة و منتفرجش فيها,ma nqdrch ncha3l tlfaza w ma ntfarjch fiha,I can't turn on the TV without watching it.
منقدش نشعل التلفازة و منتفرجش فيها,ma nqdrsh nsha3l tlfaza w ma ntfarjsh fiha,I can't turn on the TV without watching it.
فاش شي واحد منهم تيشعل الضو بحل إلى شعل ف عيني العافية تيضروني بزاف ديما هكدا الرواح تيعتر علا عيني و تيسد ودني تيعني بلي الدماغ تأطر,fach chi wa7ed menhom tich3el daw b7al ila ch3el f 3ini l3afia tidoroni bzaf dima hakda errawa7 ti3ter 3la 3ini w tisedd wdeni ti3ni bli ddemagh t2a6er.,"When one of them turns on the light, it's like fire is lit in my eyes, they hurt a lot. It's always like this; the smells affect my eyes and block my ears, meaning the brain is impacted."
فاش شي واحد منهم تيشعل الضو بحل إلى شعل ف عيني العافية تيضروني بزاف ديما هكدا الرواح تيعتر علا عيني و تيسد ودني تيعني بلي الدماغ تأطر,fach chi wa7ed menhom tich3el daw b7al ila ch3el f 3ini l3afia tidoroni bzaf dima hakda errawa7 ti3ter 3la 3ini w tisedd wdeni ti3ni bli ddemagh t2ater.,"When one of them turns on the light, it's like fire is lit in my eyes, they hurt a lot. It's always like this; the smells affect my eyes and block my ears, meaning the brain is impacted."
فاش شي واحد منهم تيشعل الضو بحل إلى شعل ف عيني العافية تيضروني بزاف ديما هكدا الرواح تيعتر علا عيني و تيسد ودني تيعني بلي الدماغ تأطر,fach chi wahed menhom tich3el daw bhal ila ch3el f 3ini l3afia tidoroni bzaf dima hakda errawah ti3ter 3la 3ini w tisedd wdeni ti3ni bli ddemagh t2a6er.,"When one of them turns on the light, it's like fire is lit in my eyes, they hurt a lot. It's always like this; the smells affect my eyes and block my ears, meaning the brain is impacted."
فاش شي واحد منهم تيشعل الضو بحل إلى شعل ف عيني العافية تيضروني بزاف ديما هكدا الرواح تيعتر علا عيني و تيسد ودني تيعني بلي الدماغ تأطر,fach chi wahed menhom tich3el daw bhal ila ch3el f 3ini l3afia tidoroni bzaf dima hakda errawah ti3ter 3la 3ini w tisedd wdeni ti3ni bli ddemagh t2ater.,"When one of them turns on the light, it's like fire is lit in my eyes, they hurt a lot. It's always like this; the smells affect my eyes and block my ears, meaning the brain is impacted."
فاش شي واحد منهم تيشعل الضو بحل إلى شعل ف عيني العافية تيضروني بزاف ديما هكدا الرواح تيعتر علا عيني و تيسد ودني تيعني بلي الدماغ تأطر,fash shi wa7ed menhom tish3el daw b7al ila sh3el f 3ini l3afia tidoroni bzaf dima hakda errawa7 ti3ter 3la 3ini w tisedd wdeni ti3ni bli ddemagh t2a6er.,"When one of them turns on the light, it's like fire is lit in my eyes, they hurt a lot. It's always like this; the smells affect my eyes and block my ears, meaning the brain is impacted."
فاش شي واحد منهم تيشعل الضو بحل إلى شعل ف عيني العافية تيضروني بزاف ديما هكدا الرواح تيعتر علا عيني و تيسد ودني تيعني بلي الدماغ تأطر,fash shi wa7ed menhom tish3el daw b7al ila sh3el f 3ini l3afia tidoroni bzaf dima hakda errawa7 ti3ter 3la 3ini w tisedd wdeni ti3ni bli ddemagh t2ater.,"When one of them turns on the light, it's like fire is lit in my eyes, they hurt a lot. It's always like this; the smells affect my eyes and block my ears, meaning the brain is impacted."
فاش شي واحد منهم تيشعل الضو بحل إلى شعل ف عيني العافية تيضروني بزاف ديما هكدا الرواح تيعتر علا عيني و تيسد ودني تيعني بلي الدماغ تأطر,fash shi wahed menhom tish3el daw bhal ila sh3el f 3ini l3afia tidoroni bzaf dima hakda errawah ti3ter 3la 3ini w tisedd wdeni ti3ni bli ddemagh t2a6er.,"When one of them turns on the light, it's like fire is lit in my eyes, they hurt a lot. It's always like this; the smells affect my eyes and block my ears, meaning the brain is impacted."
فاش شي واحد منهم تيشعل الضو بحل إلى شعل ف عيني العافية تيضروني بزاف ديما هكدا الرواح تيعتر علا عيني و تيسد ودني تيعني بلي الدماغ تأطر,fash shi wahed menhom tish3el daw bhal ila sh3el f 3ini l3afia tidoroni bzaf dima hakda errawah ti3ter 3la 3ini w tisedd wdeni ti3ni bli ddemagh t2ater.,"When one of them turns on the light, it's like fire is lit in my eyes, they hurt a lot. It's always like this; the smells affect my eyes and block my ears, meaning the brain is impacted."
لا لا متئترش يمكن عينيك حساسين صافي,la la mat2atarch yimkin 3inik 7assasin safi,"No, no, don't worry, maybe your eyes are sensitive, that's all."
لا لا متئترش يمكن عينيك حساسين صافي,la la mat2atarch yimkin 3inik hassasin safi,"No, no, don't worry, maybe your eyes are sensitive, that's all."
لا لا متئترش يمكن عينيك حساسين صافي,la la mat2atarsh yimkin 3inik 7assasin safi,"No, no, don't worry, maybe your eyes are sensitive, that's all."
لا لا متئترش يمكن عينيك حساسين صافي,la la mat2atarsh yimkin 3inik hassasin safi,"No, no, don't worry, maybe your eyes are sensitive, that's all."
يمكن,ymkn,Possible
كلشي الناس تسدو ودنيهم,kolchi ennas tseddo wednihom,Everyone closed their ears.
كلشي الناس تسدو ودنيهم,kolshi ennas tseddo wednihom,Everyone closed their ears.
لا معقلتيش داك العام جا واحد النوع ديال الرواح تيدور إلى مرضتي تتجيك حتى كنجنكتيفيت,la ma3qltich dak l3am ja wa7d nnou3 dial rrawa7 tidour ila mradti tatjik 7tta kanjunktivit.,"You don't remember that year when a type of smell was going around, and if you got sick, you'd even get conjunctivitis?"
لا معقلتيش داك العام جا واحد النوع ديال الرواح تيدور إلى مرضتي تتجيك حتى كنجنكتيفيت,la ma3qltich dak l3am ja wahd nnou3 dial rrawah tidour ila mradti tatjik htta kanjunktivit.,"You don't remember that year when a type of smell was going around, and if you got sick, you'd even get conjunctivitis?"
لا معقلتيش داك العام جا واحد النوع ديال الرواح تيدور إلى مرضتي تتجيك حتى كنجنكتيفيت,la ma3qltish dak l3am ja wa7d nnou3 dial rrawa7 tidour ila mradti tatjik 7tta kanjunktivit.,"You don't remember that year when a type of smell was going around, and if you got sick, you'd even get conjunctivitis?"
لا معقلتيش داك العام جا واحد النوع ديال الرواح تيدور إلى مرضتي تتجيك حتى كنجنكتيفيت,la ma3qltish dak l3am ja wahd nnou3 dial rrawah tidour ila mradti tatjik htta kanjunktivit.,"You don't remember that year when a type of smell was going around, and if you got sick, you'd even get conjunctivitis?"
اه راه نتاشر ف واحد العام و جا ل شحال من واحد,ah rah ntashar f wa7ed l3am w ja l sh7al mn wa7ed,"Yeah, it spread in one year and reached many people."
اه راه نتاشر ف واحد العام و جا ل شحال من واحد,ah rah ntachar f wa7ed l3am w ja l ch7al mn wa7ed,"Yeah, it spread in one year and reached many people."
اه راه نتاشر ف واحد العام و جا ل شحال من واحد,ah rah ntachar f wahed l3am w ja l chhal mn wahed,"Yeah, it spread in one year and reached many people."
اه راه نتاشر ف واحد العام و جا ل شحال من واحد,ah rah ntashar f wahed l3am w ja l shhal mn wahed,"Yeah, it spread in one year and reached many people."
أنا أخرج واحد جاه ف الدار,ana akhraj wa7ed ja f eddar,I am taking someone out of the house.
أنا أخرج واحد جاه ف الدار,ana a5raj wa7ed ja f eddar,I am taking someone out of the house.
أنا أخرج واحد جاه ف الدار,ana a5raj wahed ja f eddar,I am taking someone out of the house.
أنا أخرج واحد جاه ف الدار,ana akhraj wahed ja f eddar,I am taking someone out of the house.
شفتي فاش بدا كلشي تيبرى و بدا المرض تيمشي مرضنا حنا,chfiti fach bda kolchi kaybra w bda lmarad kaymchi mradna 7na,"You see, when everything started to heal and the illness began to fade, we got sick."
شفتي فاش بدا كلشي تيبرى و بدا المرض تيمشي مرضنا حنا,chfiti fach bda kolchi kaybra w bda lmarad kaymchi mradna hna,"You see, when everything started to heal and the illness began to fade, we got sick."
شفتي فاش بدا كلشي تيبرى و بدا المرض تيمشي مرضنا حنا,shfiti fash bda kolshi kaybra w bda lmarad kaymshi mradna 7na,"You see, when everything started to heal and the illness began to fade, we got sick."
شفتي فاش بدا كلشي تيبرى و بدا المرض تيمشي مرضنا حنا,shfiti fash bda kolshi kaybra w bda lmarad kaymshi mradna hna,"You see, when everything started to heal and the illness began to fade, we got sick."
حتا أنا فاش بداو تيبراو ف الدار مرضت بيه أنا مفهمتش علاش,7ta ana fash bdaou tibraw f eddar mredt bih ana mafhemtch 3lach,"Even I got sick with it when they started recovering at home, I didn’t understand why."
حتا أنا فاش بداو تيبراو ف الدار مرضت بيه أنا مفهمتش علاش,7ta ana fach bdaou tibraw f eddar mredt bih ana mafhemtch 3lach,"Even I got sick with it when they started recovering at home, I didn’t understand why."
حتا أنا فاش بداو تيبراو ف الدار مرضت بيه أنا مفهمتش علاش,7ta ana fash bdaou tibraw f eddar mredt bih ana mafhemtsh 3lash,"Even I got sick with it when they started recovering at home, I didn’t understand why."
حتا أنا فاش بداو تيبراو ف الدار مرضت بيه أنا مفهمتش علاش,hta ana fach bdaou tibraw f eddar mredt bih ana mafhemtch 3lach,"Even I got sick with it when they started recovering at home, I didn’t understand why."
حتا أنا فاش بداو تيبراو ف الدار مرضت بيه أنا مفهمتش علاش,hta ana fash bdaou tibraw f eddar mredt bih ana mafhemtch 3lach,"Even I got sick with it when they started recovering at home, I didn’t understand why."
حتا أنا فاش بداو تيبراو ف الدار مرضت بيه أنا مفهمتش علاش,hta ana fash bdaou tibraw f eddar mredt bih ana mafhemtsh 3lash,"Even I got sick with it when they started recovering at home, I didn’t understand why."
عرفتي كيفاش جاء ف اللول مجناش حنا كنا محفدين علا راسنا من بعد جا العرس بنت خالي,3refti kifach ja f lewl majinach 7na kona m7afdin 3la rasna mn be3d ja l3ers bent 5ali,"You know how it started? At first, we weren’t involved; we were minding our own business. Then came my cousin’s wedding."
عرفتي كيفاش جاء ف اللول مجناش حنا كنا محفدين علا راسنا من بعد جا العرس بنت خالي,3refti kifach ja f lewl majinach 7na kona m7afdin 3la rasna mn be3d ja l3ers bent khali,"You know how it started? At first, we weren’t involved; we were minding our own business. Then came my cousin’s wedding."
عرفتي كيفاش جاء ف اللول مجناش حنا كنا محفدين علا راسنا من بعد جا العرس بنت خالي,3refti kifach ja f lewl majinach hna kona mhafdin 3la rasna mn be3d ja l3ers bent 5ali,"You know how it started? At first, we weren’t involved; we were minding our own business. Then came my cousin’s wedding."
عرفتي كيفاش جاء ف اللول مجناش حنا كنا محفدين علا راسنا من بعد جا العرس بنت خالي,3refti kifach ja f lewl majinach hna kona mhafdin 3la rasna mn be3d ja l3ers bent khali,"You know how it started? At first, we weren’t involved; we were minding our own business. Then came my cousin’s wedding."
عرفتي كيفاش جاء ف اللول مجناش حنا كنا محفدين علا راسنا من بعد جا العرس بنت خالي,3refti kifash ja f lewl majinash 7na kona m7afdin 3la rasna mn be3d ja l3ers bent 5ali,"You know how it started? At first, we weren’t involved; we were minding our own business. Then came my cousin’s wedding."
عرفتي كيفاش جاء ف اللول مجناش حنا كنا محفدين علا راسنا من بعد جا العرس بنت خالي,3refti kifash ja f lewl majinash 7na kona m7afdin 3la rasna mn be3d ja l3ers bent khali,"You know how it started? At first, we weren’t involved; we were minding our own business. Then came my cousin’s wedding."
عرفتي كيفاش جاء ف اللول مجناش حنا كنا محفدين علا راسنا من بعد جا العرس بنت خالي,3refti kifash ja f lewl majinash hna kona mhafdin 3la rasna mn be3d ja l3ers bent 5ali,"You know how it started? At first, we weren’t involved; we were minding our own business. Then came my cousin’s wedding."
عرفتي كيفاش جاء ف اللول مجناش حنا كنا محفدين علا راسنا من بعد جا العرس بنت خالي,3refti kifash ja f lewl majinash hna kona mhafdin 3la rasna mn be3d ja l3ers bent khali,"You know how it started? At first, we weren’t involved; we were minding our own business. Then came my cousin’s wedding."
مشينا جميع جلسنا شوية من بعض رجعنا و باتت مريم هنا ف العرس هي تجيب لينا المرض من تماك و جات,mshina jmi3 jlsna shwiya mn b3d rj3na w batat maryam hna f l3rs hiya tjib lina lmrid mn tmak w jat,"We all went, sat for a while, then came back, and Maryam stayed there at the wedding; she might bring us sickness from there when she came."
مشينا جميع جلسنا شوية من بعض رجعنا و باتت مريم هنا ف العرس هي تجيب لينا المرض من تماك و جات,mchina jmi3 jlsna chwiya mn b3d rj3na w batat maryam hna f l3rs hiya tjib lina lmrid mn tmak w jat,"We all went, sat for a while, then came back, and Maryam stayed there at the wedding; she might bring us sickness from there when she came."
لغدليه رجعات من العرس و عينيها قد هاكدا,lghdliha rj3at mn l3rs w 3iniha qd hakda,"The next day, she came back from the wedding, and her eyes were like this."
شنو جانا كلنا ولكن أنا ممرضتش بزاف يوماين صافي,shno jana kolna walakin ana mmarrebtch bzaf youmain safi,"What came to all of us, but I didn’t get very sick, just two days, that’s it."
شنو جانا كلنا ولكن أنا ممرضتش بزاف يوماين صافي,chno jana kolna walakin ana mmarrebtch bzaf youmain safi,"What came to all of us, but I didn’t get very sick, just two days, that’s it."
شنو جانا كلنا ولكن أنا ممرضتش بزاف يوماين صافي,shno jana kolna walakin ana mmarrebtsh bzaf youmain safi,"What came to all of us, but I didn’t get very sick, just two days, that’s it."
حتى أنا,7tta ana,Me too.
حتى أنا,htta ana,Me too.
نهار هاد العين و نهار هاد العين,nhar had l3in w nhar had l3in,Day of this eye and day of this eye.
لا أنا جاني فيهم بجوج,la ana jani fihom bjouj,"No, I got both of them."
لا أنا بوحدي ولن عرفتي شنو من الصباح بكري و أنا تنغسل و تندير الصابون ف عيني و تندير تقاطر وحدة زرقة و لخرة حمرة كل دقيقة,la ana bou7di wln 3rafti shno mn sbah bkri w ana tanghsl w tandir ssaboun f 3ini w tandir t9atter wa7da zr9a w lkhra 7amra kol d9i9a.,"No, I'm not alone, and if you knew what I've been doing since early morning—washing, putting soap in my eyes, and using one blue drop and another red one every minute."
لا أنا بوحدي ولن عرفتي شنو من الصباح بكري و أنا تنغسل و تندير الصابون ف عيني و تندير تقاطر وحدة زرقة و لخرة حمرة كل دقيقة,la ana bou7di wln 3rafti chno mn sbah bkri w ana tanghsl w tandir ssaboun f 3ini w tandir t9atter wa7da zr9a w l5ra 7amra kol d9i9a.,"No, I'm not alone, and if you knew what I've been doing since early morning—washing, putting soap in my eyes, and using one blue drop and another red one every minute."
لا أنا بوحدي ولن عرفتي شنو من الصباح بكري و أنا تنغسل و تندير الصابون ف عيني و تندير تقاطر وحدة زرقة و لخرة حمرة كل دقيقة,la ana bou7di wln 3rafti chno mn sbah bkri w ana tanghsl w tandir ssaboun f 3ini w tandir t9atter wa7da zr9a w lkhra 7amra kol d9i9a.,"No, I'm not alone, and if you knew what I've been doing since early morning—washing, putting soap in my eyes, and using one blue drop and another red one every minute."
لا أنا بوحدي ولن عرفتي شنو من الصباح بكري و أنا تنغسل و تندير الصابون ف عيني و تندير تقاطر وحدة زرقة و لخرة حمرة كل دقيقة,la ana bou7di wln 3rafti chno mn sbah bkri w ana tanghsl w tandir ssaboun f 3ini w tandir tqatter wa7da zrqa w l5ra 7amra kol dqiqa.,"No, I'm not alone, and if you knew what I've been doing since early morning—washing, putting soap in my eyes, and using one blue drop and another red one every minute."
لا أنا بوحدي ولن عرفتي شنو من الصباح بكري و أنا تنغسل و تندير الصابون ف عيني و تندير تقاطر وحدة زرقة و لخرة حمرة كل دقيقة,la ana bou7di wln 3rafti chno mn sbah bkri w ana tanghsl w tandir ssaboun f 3ini w tandir tqatter wa7da zrqa w lkhra 7amra kol dqiqa.,"No, I'm not alone, and if you knew what I've been doing since early morning—washing, putting soap in my eyes, and using one blue drop and another red one every minute."
لا أنا بوحدي ولن عرفتي شنو من الصباح بكري و أنا تنغسل و تندير الصابون ف عيني و تندير تقاطر وحدة زرقة و لخرة حمرة كل دقيقة,la ana bou7di wln 3rafti shno mn sbah bkri w ana tanghsl w tandir ssaboun f 3ini w tandir t9atter wa7da zr9a w l5ra 7amra kol d9i9a.,"No, I'm not alone, and if you knew what I've been doing since early morning—washing, putting soap in my eyes, and using one blue drop and another red one every minute."
لا أنا بوحدي ولن عرفتي شنو من الصباح بكري و أنا تنغسل و تندير الصابون ف عيني و تندير تقاطر وحدة زرقة و لخرة حمرة كل دقيقة,la ana bou7di wln 3rafti shno mn sbah bkri w ana tanghsl w tandir ssaboun f 3ini w tandir tqatter wa7da zrqa w l5ra 7amra kol dqiqa.,"No, I'm not alone, and if you knew what I've been doing since early morning—washing, putting soap in my eyes, and using one blue drop and another red one every minute."
لا أنا بوحدي ولن عرفتي شنو من الصباح بكري و أنا تنغسل و تندير الصابون ف عيني و تندير تقاطر وحدة زرقة و لخرة حمرة كل دقيقة,la ana bou7di wln 3rafti shno mn sbah bkri w ana tanghsl w tandir ssaboun f 3ini w tandir tqatter wa7da zrqa w lkhra 7amra kol dqiqa.,"No, I'm not alone, and if you knew what I've been doing since early morning—washing, putting soap in my eyes, and using one blue drop and another red one every minute."
لا أنا بوحدي ولن عرفتي شنو من الصباح بكري و أنا تنغسل و تندير الصابون ف عيني و تندير تقاطر وحدة زرقة و لخرة حمرة كل دقيقة,la ana bouhdi wln 3rafti chno mn sbah bkri w ana tanghsl w tandir ssaboun f 3ini w tandir t9atter wahda zr9a w l5ra hamra kol d9i9a.,"No, I'm not alone, and if you knew what I've been doing since early morning—washing, putting soap in my eyes, and using one blue drop and another red one every minute."
لا أنا بوحدي ولن عرفتي شنو من الصباح بكري و أنا تنغسل و تندير الصابون ف عيني و تندير تقاطر وحدة زرقة و لخرة حمرة كل دقيقة,la ana bouhdi wln 3rafti chno mn sbah bkri w ana tanghsl w tandir ssaboun f 3ini w tandir t9atter wahda zr9a w lkhra hamra kol d9i9a.,"No, I'm not alone, and if you knew what I've been doing since early morning—washing, putting soap in my eyes, and using one blue drop and another red one every minute."
لا أنا بوحدي ولن عرفتي شنو من الصباح بكري و أنا تنغسل و تندير الصابون ف عيني و تندير تقاطر وحدة زرقة و لخرة حمرة كل دقيقة,la ana bouhdi wln 3rafti chno mn sbah bkri w ana tanghsl w tandir ssaboun f 3ini w tandir tqatter wahda zrqa w l5ra hamra kol dqiqa.,"No, I'm not alone, and if you knew what I've been doing since early morning—washing, putting soap in my eyes, and using one blue drop and another red one every minute."
لا أنا بوحدي ولن عرفتي شنو من الصباح بكري و أنا تنغسل و تندير الصابون ف عيني و تندير تقاطر وحدة زرقة و لخرة حمرة كل دقيقة,la ana bouhdi wln 3rafti chno mn sbah bkri w ana tanghsl w tandir ssaboun f 3ini w tandir tqatter wahda zrqa w lkhra hamra kol dqiqa.,"No, I'm not alone, and if you knew what I've been doing since early morning—washing, putting soap in my eyes, and using one blue drop and another red one every minute."
لا أنا بوحدي ولن عرفتي شنو من الصباح بكري و أنا تنغسل و تندير الصابون ف عيني و تندير تقاطر وحدة زرقة و لخرة حمرة كل دقيقة,la ana bouhdi wln 3rafti shno mn sbah bkri w ana tanghsl w tandir ssaboun f 3ini w tandir t9atter wahda zr9a w l5ra hamra kol d9i9a.,"No, I'm not alone, and if you knew what I've been doing since early morning—washing, putting soap in my eyes, and using one blue drop and another red one every minute."
لا أنا بوحدي ولن عرفتي شنو من الصباح بكري و أنا تنغسل و تندير الصابون ف عيني و تندير تقاطر وحدة زرقة و لخرة حمرة كل دقيقة,la ana bouhdi wln 3rafti shno mn sbah bkri w ana tanghsl w tandir ssaboun f 3ini w tandir t9atter wahda zr9a w lkhra hamra kol d9i9a.,"No, I'm not alone, and if you knew what I've been doing since early morning—washing, putting soap in my eyes, and using one blue drop and another red one every minute."
لا أنا بوحدي ولن عرفتي شنو من الصباح بكري و أنا تنغسل و تندير الصابون ف عيني و تندير تقاطر وحدة زرقة و لخرة حمرة كل دقيقة,la ana bouhdi wln 3rafti shno mn sbah bkri w ana tanghsl w tandir ssaboun f 3ini w tandir tqatter wahda zrqa w l5ra hamra kol dqiqa.,"No, I'm not alone, and if you knew what I've been doing since early morning—washing, putting soap in my eyes, and using one blue drop and another red one every minute."
لا أنا بوحدي ولن عرفتي شنو من الصباح بكري و أنا تنغسل و تندير الصابون ف عيني و تندير تقاطر وحدة زرقة و لخرة حمرة كل دقيقة,la ana bouhdi wln 3rafti shno mn sbah bkri w ana tanghsl w tandir ssaboun f 3ini w tandir tqatter wahda zrqa w lkhra hamra kol dqiqa.,"No, I'm not alone, and if you knew what I've been doing since early morning—washing, putting soap in my eyes, and using one blue drop and another red one every minute."
معمرو مبقع عندي بزاف,m3amro mbq3 3ndi bzaf,I never had too much.
حتا أنا جاني يوماين ف عيني بجوج مرضت من بعد ما براو ولاو تيبسعو مني,7ta ana jani youmain f 3ini bjouj mradt mn b3d ma braw wlaw tybs3o mni,"Even I had an issue in both my eyes; I got sick, and after they healed, they started tearing up again."
حتا أنا جاني يوماين ف عيني بجوج مرضت من بعد ما براو ولاو تيبسعو مني,hta ana jani youmain f 3ini bjouj mradt mn b3d ma braw wlaw tybs3o mni,"Even I had an issue in both my eyes; I got sick, and after they healed, they started tearing up again."
تيقولو لي عنداك تعادينا مرة خرا و هوما لي عداوني,tiyqolo li 3andak t3adina mara khra w huma li 3dawni,"They say, ""Don't wrong us again,"" while they are the ones who wronged me."
تيقولو لي عنداك تعادينا مرة خرا و هوما لي عداوني,tiyqolo li 3andak t3adina mara 5ra w huma li 3dawni,"They say, ""Don't wrong us again,"" while they are the ones who wronged me."
تفكرتي هداك الألام لي كان جاني,tfkarti hadak l2alam li kan jani,Did you remember that pain I had?
أنا مضرنيش غير تنفخو,ana ma dorrnish ghir tnafkho.,"It doesn't hurt me, just puffed up."
أنا مضرنيش غير تنفخو,ana ma dorrnich ghir tnaf5o.,"It doesn't hurt me, just puffed up."
أنا مضرنيش غير تنفخو,ana ma dorrnich ghir tnafkho.,"It doesn't hurt me, just puffed up."
أنا مضرنيش غير تنفخو,ana ma dorrnish ghir tnaf5o.,"It doesn't hurt me, just puffed up."
تيضروني ضروني بزاف,tideroni deroni bzzaf,They hurt me a lot.
لا غير تنفخو و فاش تنعس و تنفيق تنلصاهم موسخين,la ghir tanfekho w fash tan3as w tanfi9 tanl9ahom moskhin,"Just don't overinflate, and when you sleep and wake up, you find them dirty."
لا غير تنفخو و فاش تنعس و تنفيق تنلصاهم موسخين,la ghir tanfe5o w fach tan3as w tanfi9 tanl9ahom mos5in,"Just don't overinflate, and when you sleep and wake up, you find them dirty."
لا غير تنفخو و فاش تنعس و تنفيق تنلصاهم موسخين,la ghir tanfe5o w fach tan3as w tanfiq tanlqahom mos5in,"Just don't overinflate, and when you sleep and wake up, you find them dirty."
لا غير تنفخو و فاش تنعس و تنفيق تنلصاهم موسخين,la ghir tanfe5o w fash tan3as w tanfi9 tanl9ahom mos5in,"Just don't overinflate, and when you sleep and wake up, you find them dirty."
لا غير تنفخو و فاش تنعس و تنفيق تنلصاهم موسخين,la ghir tanfe5o w fash tan3as w tanfiq tanlqahom mos5in,"Just don't overinflate, and when you sleep and wake up, you find them dirty."
لا غير تنفخو و فاش تنعس و تنفيق تنلصاهم موسخين,la ghir tanfekho w fach tan3as w tanfi9 tanl9ahom moskhin,"Just don't overinflate, and when you sleep and wake up, you find them dirty."
لا غير تنفخو و فاش تنعس و تنفيق تنلصاهم موسخين,la ghir tanfekho w fach tan3as w tanfiq tanlqahom moskhin,"Just don't overinflate, and when you sleep and wake up, you find them dirty."
لا غير تنفخو و فاش تنعس و تنفيق تنلصاهم موسخين,la ghir tanfekho w fash tan3as w tanfiq tanlqahom moskhin,"Just don't overinflate, and when you sleep and wake up, you find them dirty."
مزيان أنا متنصدش حتا نعس ولا يمكن الدواء لي تنستعملو قاسح,mezyan ana matansedch 7ta n3es wla ymken ddwa li tanste3mlo 9ase7,"Good, I don't feel sleepy unless I sleep, or maybe the medicine I'm using is strong."
مزيان أنا متنصدش حتا نعس ولا يمكن الدواء لي تنستعملو قاسح,mezyan ana matansedch 7ta n3es wla ymken ddwa li tanste3mlo qase7,"Good, I don't feel sleepy unless I sleep, or maybe the medicine I'm using is strong."
مزيان أنا متنصدش حتا نعس ولا يمكن الدواء لي تنستعملو قاسح,mezyan ana matansedch hta n3es wla ymken ddwa li tanste3mlo 9aseh,"Good, I don't feel sleepy unless I sleep, or maybe the medicine I'm using is strong."
مزيان أنا متنصدش حتا نعس ولا يمكن الدواء لي تنستعملو قاسح,mezyan ana matansedch hta n3es wla ymken ddwa li tanste3mlo qaseh,"Good, I don't feel sleepy unless I sleep, or maybe the medicine I'm using is strong."
مزيان أنا متنصدش حتا نعس ولا يمكن الدواء لي تنستعملو قاسح,mezyan ana matansedsh 7ta n3es wla ymken ddwa li tanste3mlo 9ase7,"Good, I don't feel sleepy unless I sleep, or maybe the medicine I'm using is strong."
مزيان أنا متنصدش حتا نعس ولا يمكن الدواء لي تنستعملو قاسح,mezyan ana matansedsh 7ta n3es wla ymken ddwa li tanste3mlo qase7,"Good, I don't feel sleepy unless I sleep, or maybe the medicine I'm using is strong."
مزيان أنا متنصدش حتا نعس ولا يمكن الدواء لي تنستعملو قاسح,mezyan ana matansedsh hta n3es wla ymken ddwa li tanste3mlo 9aseh,"Good, I don't feel sleepy unless I sleep, or maybe the medicine I'm using is strong."
مزيان أنا متنصدش حتا نعس ولا يمكن الدواء لي تنستعملو قاسح,mezyan ana matansedsh hta n3es wla ymken ddwa li tanste3mlo qaseh,"Good, I don't feel sleepy unless I sleep, or maybe the medicine I'm using is strong."
شحال الساعة دابا ا سوسن,ch7al sa3a daba a sawsan,"What time is it now, Sawsan?"
شحال الساعة دابا ا سوسن,chhal sa3a daba a sawsan,"What time is it now, Sawsan?"
شحال الساعة دابا ا سوسن,sh7al sa3a daba a sawsan,"What time is it now, Sawsan?"
شحال الساعة دابا ا سوسن,shhal sa3a daba a sawsan,"What time is it now, Sawsan?"
تسعود إلا عشرة دقايق تنقسد العشرة إلى عشرة دقايق,ts3oud ila 3achra d9ay9 tn9sad l3achra ila 3achra d9ay9,"Nine minutes to ten, ten will be divided into ten minutes."
