Darija (Arabic),English
كترض تاني ... حتا وجهها ولا صفر ... و عينيها دبلو ... زاين : لا,She nodded again... even her face turned pale... and her eyes became dull... Zain: No.
نتي وضعك معاجبنيش ... غي نوصلو نديك الصبيطار نعرفو مالك ... صوفيا : وخا ..,"Your condition doesn't seem good to me... Once we arrive, I'll take you to the hospital to find out what's wrong with you... Sofia: Okay."
بعد ساعات ... وصل زاين المكناس .... كانت صوفيا ناعسة من بعد ما طريق كلعا,After hours... Zayn arrived in Meknes... Sophia was asleep after the road exhausted her.
تقريبا وهي كترض ... حتا نعسات .... غي دخل المدينة ... قصد المستشفى ... وقفو,"Almost, she was calming down... until she fell asleep... he just entered the city... heading to the hospital... they stopped."
قدام الكلينيك ... زاين : صوفيا ... فيقي احبيبة . .. راه جبتك الصبيطار .,"In front of the clinic ... Zayn: Sofia ... wake up, my dear ... I brought you to the hospital."
. صوفيا و هي متعبة : صافي راه وليت شوية ... غعما كنا نجيو ...,"Sophia, feeling tired: ""Alright, I’ve become a bit... we shouldn’t have come..."""
زاين : واش مشفتيش حالتك كي ولات ... ضروري نعرفو مناش ... صوفيا : و,"Zain: Didn't you see how your condition has become? ... We must know the reason ...  
Sophia: And?"
طه ... زاين : غنديوه معانا غي يلاه ... هبط زاين من لوطو ... نزلها,"Taha ... Zain: We'll take him with us, just come on ... Zain got out of the car ... He took her down."
و شد فيها ... حيت كانت وقفا بزز ... شد طه حتا هو من ايدو,And he grabbed her... because she was standing reluctantly... Taha also grabbed his hand.
و دخلو ... تلقات ليهم الممرضة فالباب ... شرح ليها زاين الوضع ... و دخلاتها,And they entered ... the nurse met them at the door ... he explained the situation to her ... and she let them in.
عند طبيبة ... خلاو طه مع الممرضة حيت ممنوع ادخل معاهم ... فحصاتها طبيبة ..,At the doctor’s ... they left Taha with the nurse because accompanying them is not allowed ... the doctor is conducting her examinations ...
و عطاتها شي فانيد تشربو بش متبقاش ترض ... الطبيبة : واش كتحسي بالدوخة ..,"And she gave her a pill to take so she would stop breastfeeding...  
Doctor: Do you feel dizzy?"
صوفيا : لا .. غي الرضان .. و العيا ... الطبيبة : جاتك العادة الشهرية,"Sophia: No... just fatigue... and exhaustion...  
Doctor: Did you get your period?"
... صوفيا : لا مزال تعطلات عليا ... الطبيبة : غالبا غتكوني حاملة ... حيت,"Sophia: No, it's still late for me.  
Doctor: You’re probably pregnant."
هادو اعراض الحمل ... مي ضروري نتاكدو ... صوفيا بقات غي معجبة ... حيت فالحمل,These are pregnancy symptoms ... but we need to confirm ... Sofia was just amazed ... because of the pregnancy.
لول كانت كتشدها الدوخة و الرضان ... مي هاد المرة مطاحش غاع فبالها تقدر تكون,"At first, she used to feel dizzy and nauseous... but this time, it never crossed her mind that it could be."
حاملة ... اما زاين كانت الفرحة واضحة عليه ... حيت شحال و هو كتسنى ...,"Pregnant ... As for Zain, the joy was clear on his face ... because he had been waiting for so long ..."
و باغي بيبي معاها .... دارت ليها التحاليل و قالت ليهم حتا الغد و رجهو,And she wants a baby with her... She did the tests and told them to come back tomorrow.
... خرجو كن عندها و هما فرحانين ... وخا مزال متاكدو مي فرحة حيت تقدر,"... They went to her, happy ... Even though they're not sure yet, it's happiness because it might..."
تكون حاملة ... زاين : اوووف واخيرا هههه صوفيا : مي مزال ممتاكدين ... زاين,"Zayn: ""Oof, finally hahaha.""  
Sophia: ""But we're still not sure...""  
Zayn."
: انا حاس غتكوني نيت حاملة هههه غنطير بالفرحة ... غدا على الصباح غنحي ...,"I feel like you might actually be pregnant, haha, I’d be overjoyed ... Tomorrow morning I’ll check ..."
خداها زاين فحضنو ... وخرجو ... ركبوا بجوج و قرو ميغولو والو الدارهم حتا يتاكدو,He held her beautifully in his arms... and they left... they both got in and decided not to say anything to their family until they were sure.
... وصلو من بعد دقائق ... دقو فالباب ... وفتحات الام لي غي شافت بنتها,"... They arrived after a few minutes ... they knocked on the door ... and the mother opened it, who immediately saw her daughter."
تلاحت عليها .... بقاو معانقين شحال ... الام : صوفيا .. مالك ابنتي وجهك صفر,"She collapsed on her... They stayed hugging for a while... Mother: Sofia, what's wrong, my daughter? Your face is pale."
... واقعا لك شيحاجة صوفيا : ااا .. لا لا غي دخت فالطريق ... الام,"... Did something happen to you, Sofia?  
Sofia: Uhh... no, no, I just felt dizzy on the way...  
Mother."
: ممالفاش كدوخي فالطريق ... زاين : عادي الحاجة .. كوقع هدشي .. الام :,"""I'm not used to feeling dizzy on the road... It's fine, it happens... Mom:"""
اه دخلو دخلو ... دخلاتهم الصالون ... حتا كلقاو كارولين باركا ... و معاها بنتها,"Ah, they entered, entered... she brought them into the living room... until they found Caroline sitting... with her daughter."
كتلعب فالارض ... قربات منها صوفيا باستغراب سلمات عليها ... و هبطات عند البنت حتا,"She was playing on the ground... Sofia approached her curiously, greeted her... and knelt down to the girl."
هيا بقات كتبوس فيها ونسات راسها هههه ... بقات كتلعب معاها حتا ... طه :,"She kept staring at her and forgot herself, haha... She kept playing with her until..."
صافي ... بلاكا ... بقاو كلهم غي كشوفو هزاتها صوفيا معاها ... و مشات جنب,That's it ... stop ... they all just kept watching as Sofia picked it up and walked away.
طه ... حيت مبغاتوش اغير ... خاصة الا كانت فعلا حاملة ... خاصها من دبا,Taha ... because he didn’t want to change ... especially if she’s really pregnant ... she needs it from now.
تبدا تعودو ... بقات كتلعب معاهم بجوج ... حتا دخل الاب و عادل ... تجمعو,She started talking to them... she kept playing with both of them... until the father and Adel came in... they gathered.
... و كارولين غي مراقباهم فصمت .... تغداو مجموعين ... و كل واحد طلع البيتو,... and Caroline was watching them in silence ... they had lunch together ... and each one went to their room.
... بقات صوفيا مع كارولين بوحدهم ... صوفيا : ( عاودات ليها الام ) مزيان,... Sofia: (She repeated to her) Good.
ملي جبتي لينا البنيتة تعرفنا عليها .. و خاص تبقاي تجيبيها مرة مرة ... كارولين,"When you brought the girl to us, we got to know her... and you should keep bringing her from time to time... Caroline."
: غنبقا نجي مرة مرة المغرب ... راني عارفاكم عائلتها و من حقكم تشوفوها ..,"I will keep coming to Morocco from time to time... I know you are her family, and you have the right to see her."
صوفيا : خرج على راسو ... مفهمتش اش لاحو لهداك شي ... انس مشي ديال,Sophia: He lost his mind... I don't understand why they did that to him... Ins is not like that.
المافيات .. كارولين : ااا ... معرفتش ... حتا انا مكنتش متوقعة يطون معاهم ...,The mafias .. Caroline: Uhh ... I don't know ... I also didn't expect him to be with them ...
صوفيا بعدم تصديق : مممم وخا طلعات صوفيا البيتها ... لي كان فيه زاين وطه,"Sophia, in disbelief: Hmm, okay. Sophia went up to her room... where Zain and Taha were."
ناعسين ... حيت عياو بالطريق ... بدلات و تخشاات حداهم مهلوكة ... و مزال خاطرها,"Sleeping ... because they got tired on the road ... she changed and collapsed next to them, exhausted ... and her mind is still preoccupied."
مروعة .... من بعد ساعات فاق زاين ... لقا المغرب كادن ... فيقهم بش ميشركوش,"Horrific .... After hours, Zain woke up ... found Morocco quiet ... woke them up so they wouldn't miss out."
ليل و نهار .... و هبطو ... بقاو مجموعين مع العائلة ... في اجواء تاع,Night and day ... and they came down ... stayed together with the family ... in an atmosphere of ...
الضحك و الفرحة ... صباح جديد ... فاقت صوفيا ... لقات طه جنبها و زاين,"Laughter and joy... A new morning... Sofia woke up... She found Taha next to her, looking good."
مكاينش ... معرفتوش فين مشا ... فيقات ولدها غسلات هي وياه و هبطات لقات ماماها,"He's not here ... she didn't know where he went ... she woke her son, washed him and herself, and went downstairs to find her mother."
كتوجد الفطور ... صوفيا : صباح الخير .. الام : صباح النور ابنتي ... صوفيا,"Preparing breakfast ...  
Sophia: Good morning.  
Mother: Good morning, my daughter ...  
Sophia."
: معرفتيش فين مشا زاين ... الام : لا ابنتي .. هبطت لقيت كلشي مزال,": ""I don't know where Zain went...""  
Mother: ""No, my daughter... I went down and found everything still there."""
ناعس .. بعدا غةلي ليا عايشا مزيان ... ديك العقروشة مبقاتش كتجبد ليكم الصداع .,Asleep... At least tell me she's living well... That troublemaker doesn't cause you problems anymore.
.. صوفيا عنقاتها حيت عارفا قلب الام مكهناش صوفيا : لا اماما ... متخافيش ..,"Sophia: No, mom... don't worry..."
عايشا مزيان و فرحانة دبا ... الام : هدشي لي بغيت ... بدات الام كتوجد,"Living well and happy now ...  
Mother: That's what I wanted ...  
The mother started preparing."
فالفطور ... و صوفيا كتدخل معاها الصالون ... واحد اللحظة خارجة صوفيا من الصالون حتا,"At breakfast ... and Sophia enters the living room with her ... at one moment, Sophia leaves the living room until..."
جراتها شي ايد وقنتاتها مع الحيط ... طلاح على فمها بدون سابق اندار 😂 بقات,Someone grabbed her hand and pushed her against the wall... a slap landed on her face without warning 😂 She froze.
صوفيا كدفع فيه ... قبل ميشوفهم شيواحد ... صوفيا : اويلي حماقيتي . . زاين,"Sophia: Oh no, you’ve gone crazy... amazing."
: اه و نتي سبابي .. صوفيا : راك حكق خلوق مالي انا ... زاين,"Ah, and you're the reason...  
Sophia: You're being unfair, what did I do... fine."
: جبد ليها جوا بيض ... عرفتي اش كاين هنا صوفيا : ههه لا اش,": He pulled out a white paper...  
Sophia: Haha, no, what?"
كاين ... زاين : هادو التحاليل لي درتي ... و راك حاملة ... صوفيا بفرحة,"Here is the translation:  
""Here are the tests you did... and you're pregnant... Sofia with joy."""
: واش بالصح ... هههههه ممتيقاش ... يعني اخيرا غيتزاد عندنا شي ولد .. هههه,: Is it true ... hahaha I can't believe it ... so finally we're going to have a baby ... hahaha
بقات صوفيا فرحانة ... و بقوة الفرحة ولات غي كتدخل و تخرج فالهدرة . ..,"Sophia remained happy ... and out of excitement, she kept talking nonstop."
جرها زاين عنقها ... و هو كواعدها فنفسو هاد المرة غيرد ليها البال .. و,He admired her neck... and promised himself this time to catch her attention.
غيكون معاها لحظة بلحظة ... بش ميطرا ليها والو ... يتبع ],He will be with her moment by moment... to make sure nothing happens to her...
[ .... : مبروك عليكم ههه دار زاين و صوفيا حتا كلقاو الام وراهم ...,"""Congratulations to you, haha. Dar Zain and Sofia even found the mother behind them..."""
طلقات منو صوفيا بخجل ... و سلمات على ماماها بركات ليهم ... و فرحات حيت,Sophia shyly smiled at him ... and greeted her mom with blessings for them ... and she was happy because...
جا لي عوضهم على البيبي لي كان ضاع منهم .... بركوا كفطرو ... حتا هبطات,He came to compensate them for the baby they lost... They sat down to have breakfast... until she came down.
كارولين ... جارا باليزة و بنتها فايدها ... الام : واش راجعين اليوم ... كارولين,Caroline ... pulling a suitcase with her daughter in her hand ... Mother: Are you coming back today ... Caroline?
: اه . .. عندي طيارة مع 13.00 صوفيا : مزيان لي درتي هاد البادرة,"Ah... I have a flight at 13:00.  
Sophia: It's good that you took this initiative."
... و جبتي لينا البنيتة تعرفنا عليها ... كارولين : حتا انا باغا نبدا حياة,"... and you brought us the girl to introduce her to us ...  
Caroline: I also want to start a life."
جديدة ... و كان ضروري قبل نسالي شي مسائل .. منهم ان بنتي تعرف عائلتها,New ... and it was necessary before I finish some matters ... including that my daughter knows her family.
... و تشوفهم .. الام : فرحنا بيها ... و تصدمنا فانس بزاف . .,... and you see them .. Mother: We were happy for her ... and we were very shocked by people.
اخر حاجة كنا نتوقعوها منو ... فطرو فجو يسوده الفرح ... خاصة ملي حتا عادل,The last thing we expected from him... They had breakfast in an atmosphere of joy... especially when even Adel...
و الاب عرفو غيجيهم ضيف جديد .. و كلشي دعا معاها ... حيت حضرو ليها,And the father knew they would have a new guest... and everyone prayed for her... because they prepared for her.
فاش طاح بيها النرة الاولى ... و دبا خايفين عليها ... فطرات معاهم كارولين ..,The first time she fell... and now they are worried about her... Caroline had breakfast with them.
من بعد ودعاتهم او خرجات هي و بنتها ... غي خرجات لقات كارلوس واقف بطموبيلتو,"After she said goodbye to them and left with her daughter... as soon as she stepped out, she found Carlos standing with his car."
كتسناهم .. طلعات ... كارلوس : رتاحيتي دبا .. كارولين : اه ... كان خاص,"Waiting for them... They arrived...  
Carlos: Are you relaxed now?  
Caroline: Yes... It was necessary."
بنتي تعرف عائلتها و هما يعرفوها .. نتا معارفش اشنو معنى تكون الاب و الام,"My daughter knows her family, and they know her... You don't understand what it means to be a father or a mother."
فنفس الوقت ... انا جبتها باش نطمان ... و متاكدة الا طرات ليا شيحاجة غتلقا,"At the same time ... I brought it to feel reassured ... and I'm sure if something happens to me, she will find it."
هاد الناس فجنبها ... كارلوس : متبقايش متشائمة . .انس لي كنتي خايفة منو راه,"These people next to her ...  
Carlos: Stop being pessimistic. Forget what you were afraid of."
فالحبس ... معندو كوصل ليك ... كارولين : هدشي لي كنتمنى ... كارلوس : صفحة,"In prison ... he has no connection to you ...  
Caroline: That's what I was hoping for ...  
Carlos: Page"
انس بغيتها طوا ... دبا غنبداو صفحة .. فيها غا انا و نتي .. او,"Anas, I want her now... Now we will start a chapter... with just me and you..."
هاد الغزالة .. كارولين : هههه اه .. يلاه نمشيو ... شدو طريق المطار ...,This beauty .. Caroline: Haha yeah .. let's go ... they took the road to the airport ...
و الوجهة كندا ... هي فين قرو يبداو حياتهم ... و يعيشوا مجموعين ... بلاصة,And the destination is Canada... where they can start their lives... and live together... a place.
جديدة مكعرفهم فيها حتا واحد ... خرجات كارولين ... و بقات العائلة مجموعة ... قرر,"New, she didn’t know anyone there... Caroline left... and the family stayed together... decided."
زاين انهم مورا الغداء ... يشدو طريق القنيطرة ... حيت عندو الخدمة تماك ... و,It seems that after lunch ... they will head to Kenitra ... because he has work there ... and
من بعد يرجعوا الكازا ... بش اشوف لصوفيا شي طبيبة تبقا متبعا معاها .... دوزو,"Afterward, they return to Casablanca... so Sofia can see a doctor to follow up with her... Done."
النهار مع العائلة كيفما خطو ... عونات صوفيا ماماها ... حتا وجدو الغداء ... تغداو,The day with the family as usual... Sofia helped her mom... until they prepared lunch... they had lunch.
فجو عائلي . .. خاصة ان والدين صوفيا مرتاحين ... و مبقاوش هازين من جهة,In a family atmosphere... especially since Sofia's parents are comfortable... and no longer concerned about that matter.
زاين .. من بعد ما شافو بنتهم فرحانة .. و عيشا مزيان ... طلعات صوفيا,Zain .. after they saw their daughter happy and living well ... Sofia appeared.
... بش تجمع الحوايج لي جابو معاهم حتا كتحس بشي ادين محاوطينها و محطوطين على,... until she feels some hands surrounding her and placed on...
كرشها ... زاين : يا من سرقت قلبي مني يا من غيرت لي حياتي يا,"Her belly... beautiful: Oh you who stole my heart from me, oh you who changed my life."
من احببتها من كل قلبي يا من قادتني الى الخيال ...... حبيبتي .. أهديتك قلبي,"The one I loved with all my heart, the one who led me to fantasy... My beloved, I gifted you my heart."
وروحي وبين ظلوعي اسكنتك ورسمت معك احلامي ووعــــــودي ......... تواعدنا .. ان نبقى سوياً مدى,"My soul and within my ribs, I made you dwell, and with you, I drew my dreams and promises... We promised to stay together forever."
الحياة ان نجعل حبنا يفوق الخيال ان نكتب قصة حبنا في كل مكان ان نغسل,"Life is to make our love surpass imagination, to write our love story everywhere, to wash..."
قلوبنا من نهر العذاب ........ دارت صوفيا و عينيها مغرغرين ... و عجز اللسان عن,"Our hearts from the river of torment... Sofia turned, her eyes brimming... and the tongue failed to..."
الكلام .. فقط النظرات .. لي كتعبر على مدى فرحتها بيه ... زاين : قرب,The words... only the looks... that express how happy she is with him... Zain: Come closer.
منها و باسها ... مالك تصدمتي ... واش معارفاش راني شاعر 😂 صوفيا : ههه,From her and her attitude... Why are you shocked... Don’t you know I’m a poet? 😂 Sophia: Haha
لا كلشي وليت كنتوقعو منك ... الشاعر زاين ... زاين : متبقايش تفاجئي .. من,"Not everything, I started expecting it from you... The poet Zaïn... Zaïn: Don't be surprised... from."
هنا القدام غتولي حياتنا كلها اشعار ... خلاها زاين غي كتشوف . .. و مشا,"From now on, our whole life will become poetry... He left it beautiful just by looking... and left."
كعاون فيها ... جمعو حوايجهم ... لبسو و زاين تكلف بطه ... وخا طه موال,"He helped with it ... they gathered their things ... got dressed, and Zain took care of Taha ... even though Taha is the owner."
صغير .. مي مكخليش صوفيا تبدل ليه ... غي كتقرب ليه كقولها حشومة .. انا,"Small .. my mom doesn't let Sophia change him ... as soon as she gets close to him, he says to her, ""Shame on you"" .. me"
راجل😂 لبسو ... و توادعو مع العائلة ... صوفيا : هفاك اماما ... جيو عندنا,"Man 😂 dressed up ... and said goodbye to the family ... Sofia: Here you go, Mom ... come to us."
الكازا بركو معانا ... الام : ههه و ابنتي راني ولفت داري ... و حتا,"Casablanca, stay with us...  
The mother: Haha, my daughter, I’ve gotten used to my home... and even..."
باباك راه شفتي كبغي يبقا فبيتو ... عادل قاطعهم : صافي دبا نجي و نجيبه,"Your dad, you see, wants to stay in his room... Adel interrupted them: ""Alright, I'll come now and bring him."""
غا تهناي ... صوفيا : :ههه وخا نتا لي غتعرف ليهم ... شدو طريق ...,"Relax ... Sophia: Haha, okay, you know them better ... they hit the road ..."
و من بعد ساعات كانوا قدام الباب .... .... : هدوك لي كتسولي عليهم راهم.وصلو,"And after hours, they were at the door...: Those you're asking about have arrived."
.. ... : ههههه و أخيرا . .. هاداك الشماتة خلاني كنتسنى بزاف ... غي,"Hahaha, finally... That jerk made me wait a lot..."
وصلو كان ظلام الحال ... طلعو الدار ... وجدات صوفيا سندوتشات خفاف ... كلاوهم و,They arrived when it was dark... They went up to the house... Sofia prepared some light sandwiches... They ate them and...
مشاو نعسو ... حيت تهلكو بالطريق ... و خاصة زاين لي ككون سايق ... نعسو,"They went to sleep ... because they were exhausted from the road ... especially Zain, who was driving ... they slept."
مجموعين ... و طه وسطهم ... هادي هي عادتو .. مرة مرة كترشق ليه يبقى,Gathered ... and Taha is in the middle of them ... that's his habit ... sometimes he feels like staying.
وسطهم ... صباح جديد ... ناض زاين بكري شوية حيت عندو شي خدمة خاصو يقابلها,Among them ... a new morning ... he woke up early and fresh because he had some work to take care of.
... دخل خدا دوش خفيف ... و لبس سروال دجين و قميجة بيضة . ..,... He took a quick shower ... and wore jeans and a white shirt. ...
و دار معاهم سبادري حتا هيا بيضة ... خلا صوفيا و طه ناعسين ... و,"And he made sneakers with them, also white... He left Sofia and Taha sleeping..."
توجه الكوزينة ... صايب ليه قهوة ... و حطها .. يلاه برك و رشف منها,Head to the kitchen ... make him coffee ... and serve it ... then sit and sip from it.
شوية حتا لحق عليه طه ... باقي كحط فعينيه .. زاين : صباح النور البطل,"A little while later, Taha caught up with him... still rubbing his eyes... Zain: Good morning, hero."
ديالي .. طه : صباح الخير بابا .. زاين : سير غسل و اجي نعطك,"My own .. Taha: Good morning, Dad .. Zayn: Go wash up and come, I'll give you."
تفطر ... مشا طه يغسل وجهو ... و ناض زاين اقاد ليه فطورو ... حتا,He had breakfast ... Taha went to wash his face ... and got up to prepare his breakfast ... until
كسمع الصونيت فالباب .... مشا زاين باستغراب جهة الشرجم ... و هو كتساءل مع نفسو,He heard the doorbell... he went curiously towards the window... wondering to himself.
شكون غيكون جاي و خاصة فهاد الصباح ... حتا كتفاجئ بمرا باركو فكرسي متحرك و,"Who could be coming, especially this morning... only to be surprised by a woman sitting in a wheelchair and..."
منزلة راسها ... و معاها شاب كبير دافعها ... هبط زاين باستغراب ... و قال,She lowered her head ... and with her was an older young man pushing her ... he came down looking surprised ... and said
مع راسو غيكونو من دوك الناس لي كجمعو الفلوس على قبل شي عملية .. حيت,He might be one of those people who collect money for a surgery... because
مفحالهمش ... هز بزطامو و نزل ... حل الباب . .. حتا كتصدم زاين :,"""They're not doing well... He grabbed his wallet and went down... He opened the door... and suddenly got shocked: """
هادي نتي ... ام جميلة : كتشوفيه بحزن .. اما زاين بقا مصدوم ... كفاش,This is you ... Umm Jamila: looking at him with sadness ... while Zain remained shocked ... how?
هي باركة فكرسي متحرك ... و اش وقع ليها ... ام جميلة : معندك لاش,She is sitting in a wheelchair ... What happened to her? ... Beautiful mother: It's none of your business.
تفاجئ ... هادو دنوبك و دنوب مرتك لي ظلمتها ... كرفستكم فحياتكم ... و هانا,Surprised ... These are your sins and the sins of your wife whom you wronged ... They ruined your lives ... And here I am.
كنخلص دبا .. زاين : اش وقع ليك ... ام جميلة : ضرباتني طموبيل ...,I'm paying now .. Zain: What happened to you? ... Umm Jamila: A car hit me ...
و تشللت من رجليا ... زاين : اوا قدر الله ما شاء فعل ... مكتاب,And my legs got paralyzed... Fine: It is God's will... Destiny.
عليك هدشي ... و نتنى يكون سبب باش تراجعي افعالك ... ام جميلة : و,It's up to you ... and I hope it will be a reason for you to reconsider your actions ... أم جميلة: and
عينيها مغرغرين ... راجعتهم ... او مزيان ... غير سمحوليا اولدي كان الطمع عامي ليا,"Her eyes are teary ... I reconsidered ... it's good ... just forgive me, my son, greed had blinded me."
عينيا ... و مكنتش كنفكر مزيان .... انا ندمت سمحوليا ... فين مرتك حتا هيا,"My eyes... and I wasn’t thinking straight... I regret it, forgive me... where is your wife too?"
نعتدر ليها ... و حفيدي ... بغيت نشوف حفيدي ... عفاك خليني نشوفو ... متحرمنيش,I apologize to her ... and my grandson ... I want to see my grandson ... please let me see him ... don't deprive me.
منو فاخر ايامي ... حتا تحرمت منو عاد عرفت قيمتو ... هو لي بقا ليا,The best of my days... I only realized its value after I was deprived of it... It's all I have left.
من بنتي ... خليني نشوفو الله يخليك . بقا زاين ساكت .. و ساهي فيها,"From my daughter ... let me see him, please. He stayed silent and lost in thought about her."
لدقائق . .. معارفش واش اتيقها و لا لا ... و فنفس الوقت المو الوضع,"For minutes... not sure whether to believe it or not... and at the same time, the situation..."
لي و لات فيه ... اخر حاجة كان متوقعها ... هو يشوفها فكرسي متحرك ...,What he never expected... was to see her in a wheelchair...
زاين بعد تفكير : وخا انا غنطلعك تشوفيه ... تعاون زاين هو الشاب لي مكلف,"Zain after thinking: ""Even though I'll take you to see it... Zain is the young man in charge."""
بش ابقا يدفعها و يطلعها ... طلعوها حتا و صلو الفوق ... و رجع الشاب,To keep pushing it and lifting it... they lifted it until it reached the top... and the young man returned.
هبط بقا قدام الباب كستنى فيها في حين ... دخلها زاين الغرفة طه ... كان,He waited for her in front of the door while... he took her inside the room quietly... he was.
طه يلاه خارج من الدوش ... غي شافها تفاجئ . من منظرها ... و فنفس,"Taha just got out of the shower... When he saw her, he was surprised by her appearance... and at the same time..."
الوقت معجبوش الحال ارجع اشوفها ... حيت منساش معاكلتو ليه كيف كانت ... او كيفاش,"He didn't like the situation, so he went back to see it... because he couldn't forget how it was... or how."
كانت هي و جميلة معيشينو الرعب ... حتا كان غيدخل فحالة التوحد ... و لكن,She and Jamila were living in fear... until he was about to develop autism... but
صوفيا قدرات تعتقو ... زاين : ولدي ... جداك توحشاتك و بغات تشوفك ... طه,Sophia managed to save him... Zain: My son... your grandmother misses you and wants to see you... Taha.
: قرب منها بتردد .. و سلمات عليه ... جراتو عنقاتو ... و هو مدار,: He hesitated as he approached her... She greeted him... She pulled him into a hug... and he didn’t react.
حتا ردة فعل فقط ساكت و كشوف فباباه ... حس بيه زاين .. و عرفو,"Even just a reaction, he stayed silent and looked at his father... he felt him deeply... and understood him."
محاملهاش غي من تعابير وجهو ... مي مقدرش احرمها تشوفو و هي فهاد الحالة ...,She couldn't bear it just from his facial expressions... but she couldn't deprive her of seeing him in this state...
زاين : طه بقا مع جداك ... انا غنرجع ... خرج زاين من البيت و,"Zain: Taha, stay with your grandfather... I'll be back... Zain left the room and..."
ردو ... يلاه غيهز راسو ... حتا كلقا صوفيا قدامو ... زاين : حبيبة ...,He turned ... just as he lifted his head ... he found Sofia in front of him ... beautiful: sweetheart ...
مامات جميلة هنا ... صوفيا : شفتها ... و سمعتك حتا فاش كنتي داوي معاها,Sophia: I saw her... and I even heard you when you were talking to her.
فالباب ... شوف ازاين انا مغنقولش لك جري عليها .. و لا متخليهاش تشوف طه,"At the door ... Look, I’m not telling you to chase her away ... or not let her see Taha."
... مي قلبي ممرتاحش من جيهتها .. زاين : مكاين والو ... انا حاس بها,"""... My heart is not at ease about her... Zain: There's nothing... I can feel it."""
تابت و هداها الله ... غي لي دوزات علينا باقي ممخليناش نتيقو فيها ... صوفيا,"""Steadfast and guided by God... but what she put us through still makes it hard for us to trust her... Sophia."""
: نتمنى احساسك يكون بالصح ... مشات صوفيا .. و هي مرفوعة ... دخلات الكوزينة,: I hope your feeling is genuine ... Sophia left ... with her head held high ... she entered the kitchen.
كتوجد الفطور ... حتا كتسمع ... ام جميلة : صوفيااا ... وا صوفياااا توجهات صوفيا,"Preparing breakfast ... until she hears ... Mother Jamila: ""Sophiaaa ... oh Sophiaaa"" ... Sophia heads over."
العندها ... و تبعها زاين حتا هو ... ام جميلة : سمحوليا سدعتكم .. و,"The one who has ... and follows her is also good-looking ... Umm Jamila: Excuse me, I disturbed you ..."
لكن حفيدي مزال مفطر ... وخا توجدي ليه شيحاجة ... بغيت نفطرو بايدي ... صوفيا,But my grandson hasn't eaten yet... Can you prepare something for him... I want to feed him myself... Sophia.
: اممم ... وخا انا غنجيب ليه فطورو ... مشات صوفيا و رجع زاين المرح,"Umm... Okay, I'll bring him his breakfast... Sophia left, and Zayn went back to the living room."
... عندو الخدمة كتسناه و فنفس الوقت مقدرش اخرج و يخليها معاهم فالدار حيت مكتيقش,"... He has work waiting for him, and at the same time, he can't leave and leave her with them at home because he doesn't trust them."
فيها .. بقا زاين بارك ... حتا خرجات صوفيا من الكوزينا هازا بلاطو فايدها ...,He stayed sitting quietly until Sofia came out of the kitchen holding a tray in her hand.
دخلات البيت و حطاتو قدام طه و خرجات بلا متنطق بحتا كلمة ... كانت حاطا,"She entered the house, placed it in front of Tah, and left without saying a single word... She had placed it."
لبه عصير ليمون ... و طوسط فيه الفرماج و العسل ... و كيكة شراها زاين,"He brought lemon juice... and toast with cheese and honey... and a cake he bought, looking nice."
... خرجات و قرب طه ياكل ... حتا حبساتو ام جميلة .... ام جميلة :,"... She went out, and Taha was about to eat ... until Umm Jamila stopped him ...  
Umm Jamila:"
مكناكلوش بلا من غسلو ايدينا ... نوض غسل ايديك بعدا ... طه بعصبية : غسلتهم,We don't eat without washing our hands... Go wash your hands first... Taha angrily: I already washed them.
... ام جميلة : عاود غسلهم ... قبل الماكلة كنغسلوهم بعدا ... يلاه نوض خلاص,"... Mom Jamila: Wash them again ... Before eating, we wash them first ... Come on, get up, enough."
. .. ناض طه او هو كاره الوضع ... مشا الدوش اغسل ايديه .. صوفيا,"Taha got up, upset with the situation, went to the shower to wash his hands... Sophia."
: واش غتبقى بزاف هنا ... زاين : منظنش ... نصبرو شوية ... الا مخرجاتش,"- Are you going to stay here for long?  
- I don't think so.  
- Let's wait a bit... if she doesn't come out."
غنصدرها ... عندي الخدمة .. و مباغيش نخبيكم بوحدكم ... صوفيا : اه بقا حتا,"I will export it ... I have work ... and I don't want to leave you alone ... Sophia: Yeah, stay until..."
تمشي ... انا اصلا هاد المجية ديالها مدخلاش ليا راسي ... اجي نقولك ... كفاش,"She goes ... Honestly, her coming here doesn’t make sense to me ... Let me tell you ... How?"
عرفاتنا راه حنا هنا ... زاين و خو كفكر : معرفتش ... صوفيا : اكيد,"Zain: ""I don't know...""  
Sophia: ""For sure."""
كانت حاضيا الدار ... زاين : راسي غيطرطق ... صافي خليها تشوف حفيدها ... غنحاول,I’ll try.
نكمل خدمتي اليوم بش غدا نرجعو فحالنا ... صوفيا : غيكون احسن ... خرج طه,I’ll finish my work today so we can go back tomorrow... Sofia: That would be better... Taha left.
و مشا نيشان الطابلة ... كلا طوسط و بغا ينوض ... ام طميلة : فين,And he went straight to the table... ate a toast and wanted to get up... Umm Tmila: Where?
غادي ... طه : شبعت ... ام جميلة : الصبر .. شفت ديك العوجة فشاتك,"- غادي: Going  
- شبعت: I'm full  
- الصبر: Patience  
- شفت ديك العوجة فشاتك: I saw that crookedness in your behavior"
