Darija (Arabic),English
كون راه طاحلك الشعر من راسك حيت قالولي هو السبب باش طاح ليا شعري ولكن,They told me it's the reason my hair fell out.
غادي نبراا و يكبر ليا شعري كيف كاان انا : ( دمعووو عينيهااا ) امممم,"I will heal, and my hair will grow back as it was before. :( (Her eyes teared up) Mmm."
حتى انا غادي يطيح ليا شعري وغادي نرجع فحالك ومن بعدها غادي نبراو ويرجع لينا,"Even I will lose my hair and become like you, but then we will heal, and it will come back to us."
شعرناااا ههههه ياك ؟؟ براءة : ههههه اااه غادي نبراو مسحي دموعك ماتبكيش ولا عرفتي,"Our feelings hahaha, right??  
Barraa: Hahaha yeah, we’ll heal. Wipe your tears, don’t cry, you know?"
تسناااي ( مسحااات ليها دموعها ) انا : يحفظك الله ( عنقاتها ) ايوا قولي,"Wait. (She wiped her tears.) Me: May God protect you. (She hugged her.) So, tell me."
ليا واش معاك ماماك ؟؟ براءة : اااه ماما وبابا ماما لي جابتني هنا وهي,"Lia: Is your mom with you?  
Bara’a: Yes, my mom and dad. My mom is the one who brought me here."
مشات حيت انا بغيت نبقااا معاك غير بوحدناااا انا : ههههه بصح ايوا مرحباااا بيك,"She left because I wanted to stay with you alone: hahaha, really? Well, welcome!"
الغزالة ديالي براءة : نتي مزوجة ؟؟ انا : لا مزال براءة : كاتبغي شي,"My beauty  
Barraa: Are you married?  
Me: No, not yet.  
Barraa: Do you love someone?"
واحد ؟؟ انا : ههههه اااه كانبغي براءة : انا صغيرة ونعرف فهاااد الصوالح انا,"One?? Me: Hahaha, yeah, I like innocence: I'm young and I know about these things."
: هههههه من الاحسن بقاي بعيدا على هاد الشي براءة : ههههه واخااا اش سميتووو,"Hahaha, it's better to stay away from this, innocence.  
Hahaha, okay, what's its name?"
؟؟ انا : سميتووو نائل براءة : حتى هو عندو سميتووو زوينة انا : هههههه,"Me: His name is Nael.  
Bara’a: He also has a nice name.  
Me: Hahaha."
هو كامل زوين براءة : ممكن نشوفو اخالتووو ؟؟ انا : اهاااه علاش لا (,"He's completely cute, innocent: Can we see his siblings?  
Me: Yeah, why not."
هزات التيلي ودخلات الملف ديال التصاور جبدات تصويرتو لي داير فواتساب وراتو ليها ) هو,"She picked up the phone, opened the photo file, pulled out his WhatsApp picture, and showed it to her."
هدااا براءة : بصح طلع زوين هههه عندو وشااام ( دارت يدها على فمها ),"This is innocence: But he turned out handsome hahaha, he has a mole (she put her hand on her mouth)."
ولكن كايبان مغوبش انا : هههه هو هكدااا داير كايعقد حجبانووو بزاااف براءة : حتى,"But he looks upset: hahaha, that's just how he is, he furrows his brows a lot. Innocence: even."
انا غادي نبرا و نكبر قدك ونتعرف على واحد فحال هدااا نبغيو بعضياتنا و نتزوجوو,"I will heal and grow up like you, meet someone like this, love each other, and get married."
ياك اخالتو؟؟ انا : اااه ان شاء الله كولشي ممكن عاد تلقاي واحد حسن من,"Right, sister-in-law?? Me: Yeah, God willing, everything is possible, you might even find someone better than..."
هداااا هههه براءة : لا انا بغيت فحالووو انا : هههه واخااا الالة صافي فحالووو,"This hahaha innocence: No, I want one like it. Me: Hahaha okay, fine, one like it."
براءة : خالتووو انا اول مرة نشوفك هنااا انا : اااه حيت انا ماكنتش نجي,"Baraka: Auntieee, this is the first time I see you here!  
Me: Yeah, because I didn’t use to come."
بزاااف كنت نهرب براءة : هههههه الهرابة انا : هههههه اااه انا خوافة عليها كانهرب,"A lot, I used to run away with innocence: hahaha the runaway is me: hahaha yeah, I’m scared for her, so I run away."
ولكن انتي لا باينة فيك بنت شجاعة وخليك هكدااا ماتستسلميش براءة : ااااه صافي مغاديش,"But you seem like a brave girl, so stay like that and don't give up, Bara’a: Ah, okay, I won't."
نستسلم انا : ( باستهااا ف حنكهااا ) برافووو عليك هكدااا نبغيك هاد البنت تشويت,"""I surrender: (kisses her on the cheek) Bravo! That's how I like you. This girl is amazing."""
منهااا بزاااف هي مزال صغيرة وحتى هي ف واحد المرحالة لي صعيبة نقول مابين الحياة,"There are many things; she is still young and in a difficult phase, I would say, between life..."
و الموت ومع داليك عندهااا امال باش تعيش عكسي انا والصراحة طلعاااات قوية عليا شحال,"And death, yet she has hope to live, unlike me, honestly, it became too overwhelming for me."
وحنا نهضرو حتى جاات ماماهااا باش تديهااا ... براءة : خالتووو نتاليااا بسلامة عليك انا,"And we were talking until her mom came to take her...  
Barraa: Auntie Natalia, goodbye!"
: بسلامة احبيبتي تهلاي فراسك براءة : وحتى نتي باي باي ( مشات ) ...,": Goodbye, my love, take care of yourself, innocence. : You too, bye-bye (gone)..."
وهبطات عند ماماهااا لقاتهااا كاتفطر كلسات فطرات معاهااا سالات فطورهااا و خرجااات لقات عمر واقف,"She went down to her mom, found her having breakfast, sat down and ate with her, finished her breakfast, and went out to find Omar standing."
مع بنت الجيران و مشات عندهم نعمة : اش تماااا ؟؟ عمر : هدي هي,With the neighbor's daughter and went to them Naama: What's up?? Omar: This is it.
صباح لخير عندك ؟؟ ليلى ( بنت جيرانهم ) : اصلا نعمة مافيهاااش الصواب نعمة,"Good morning, do you have it?  
Layla (their neighbor's daughter): Actually, Naima doesn't have any sense, Naima."
: ( عيباتهااا ) اصلا نعمة مافيهاش الصواب نانانانانا ونتي مالكي اختي ديهااا فراسك شوية,"""(عيباتهااا)"" - ""Her flaws""  
""اصلا نعمة مافيهاش الصواب"" - ""In fact, a blessing without truth""  
""ونتي مالكي اختي ديهااا فراسك شوية"" - ""And you, what's wrong with you, sister? Mind your own business a little."""
( 😂😂 ) عمر : نعمة خلي عليك البنت وسيري فحالك نعمة : مغاديش نمشي,"Amar: Naima, leave the girl alone and go on your way.  
Naima: I’m not going."
حتى نعرف اش كاين 😑 عمر : قوليلهااا اليلى اش كاين ليلى : لا انت,"Until we know what's going on 😑  
Omar: Tell her, Laila, what's going on.  
Laila: No, you."
قولهااا انا ماعندي مانقول نعمة : دبااا مال دينكم واحد فيكم يهضر بلاما تخليوني نجعر,"Say it! I have nothing to say, it's a blessing: Now, what's wrong with you all? One of you should speak without making me lose my temper."
على ماتكم هناااا راه الصباح هدا وطالعالي لقردة ( 😂😂😂😂 ) عمر وليلى : مباينش,"You're so slow here, it's already morning, and I'm losing my patience (😂😂😂😂). Omar and Laila: not showing up."
عليك كاع نعمة : احساااسي خبرني ونتوماااا ايه ( 😂😂😂 ) عمر : انا راني,"You have all the blessings: My feeling told me, and you all, yes (😂😂😂) Omar: I am..."
نسولهااا غير على صحاباتهااا صافي ليلى : شتي اختي انا كاع مابنتلوش بانووو ليه غير,"I just ask her about her friends, that's it. Leila: Look, sister, I didn't even show him anything, he just noticed."
صحاباتي دبا هدا ماشي ظلم ( 😂😂😂 ) نعمة : لعنداااك اختي بصح نيت ظلم,"My friends, isn't this unfair? (😂😂😂) Naima: You're right, sister, it really is unfair."
حرام عليك اعمر البنت مسكينة اترت فياا 😢 ( 😂😂😂 ) عمر : وعاود القلب,"Shame on you, Omar, the poor girl moved me 😢 ( 😂😂😂 )  
Omar: Say it again, heart."
ومايريد اش ندير ليلى : اااه ولا هومااا وجهم نتاع لهيه و انا نتاع هنااا,"And what does Layla want me to do: ah, they are their own way, and I am my own way."
علاه مالي اش ناقصني كولشي فيا يهبل ناقصيني غير لوراق والله وتديني والله حتى نعجبك,"Why? What's wrong with me? I have everything to drive you crazy. I'm just missing the papers. I swear if you take me, I’ll amaze you."
( 😂😂😂 ) نعمة : هاي هاي على بنت رابحة لحولة ( مامات ليلى عينيهااا,"( 😂😂😂 ) Naima: Wow, look at Rabha's daughter, the beautiful one (Leila's mom, her eyes)."
مقلوبين هههه ) طلعتي طميميعة طحتي من عيني كون كااان فيه لخير يديني انا بعدا,"Upside down hahaha) You turned out to be fake, you fell from my favor. If there was any good, it would take me at least."
لي صاحبت ختوووو امااا نتي يشويني فيك حلمي حلمي الى خرجتي من هاد البلاد السعيدة,"For the one who befriends his sister... but you, my dream burns for you, my dream, my dream, if you leave this happy country."
اجي عكريلي ( 😂😂😂😂 ) عمر : مغادي ندي حتى وحدة هنيوناااا نعمة : قالك,"Come on, bald one (😂😂😂😂)  
Omar: I won’t marry anyone, leave me alone!  
Naima: He said it!"
لي تصحر مع البز صباح فاطر تلاحووو عليا خليوني نمشي لشغلي ( 😂😂😂 ) ....,"Whoever messes around with nonsense early in the morning, leave me alone, let me go to work (😂😂😂)."
( مشااات ) ... شدات نعمة طاكسي ومشااات ديريكت للاوطيل دخلات لقهوة بدلات عليهااا خدمات,"(She left) ... She took a taxi and went straight to the hotel, entered the café, and changed her plans."
شوية و مشات عند رياض .... نعمة : شيماء كاين رياض ؟؟ شيماء : غير,"A little while later, she went to Riad...  
Naima: Is Riad here, Chaima?  
Chaima: No."
دباااا خرج نعمة : اهااااه اوك صافي شيماء : ايوا بيخير ؟؟ نعمة : والووو,"Dabaa: I'm going out.  
Shaimaa: Okay, fine.  
Shaimaa: How are you?  
Naama: Nothing new."
ابب والوووووو شيماء : مالكي ؟؟ نعمة : قتلني لحووووب ( 😂😂 ) شيماء :,"Abab nothing at all  
Chaimae: What's wrong with you?  
Naima: The pills are killing me (😂😂)  
Chaimae:"
هههههههه تفوووو عليك خلعتيني نسحاب شي حاجة ايوا الله يشافيك منوووو نعمة : مايشافينيش اختي,"Hahahaha, shame on you, you scared me, I thought it was something serious. Anyway, may God heal you from it.  
Naima: May He not heal me, sister."
عاجبني لحال الله يزيدني ان شاء الله نغرق فيه ( 😂😂😂😂 ) يلاه هاني مشيت,"I like the situation, may God give me more, God willing, I'll drown in it (😂😂😂😂). Alright, I'm off."
ملي يجي رياض قولي ليه راني سولت فيه شيماء : هههههههههه طيرتيني المصيبة صافي سيري,"When Riad comes, tell him I asked about him.  
Chaima: Hahahahaha, you scared me, troublemaker. Alright, go."
يجي نقولهاالو ههههه ....... نعمة جات هابطة فحالهااا وهي تفكر أغيد وقالت مع راسها تمشي,"She said to herself, ""Let me go."""
تشوف واش جااا ولا لا وقلبااات الدورة لعندوووو ..... شافت سميرة فالبيرو ديالهااا ومشات لعندها,She checked if he came or not and searched around... She saw Samira in her office and went to her.
نعمة : السلام لاباس عليك ؟ سميرة : لاباس الحمدلله انتي ؟؟ نعمة : حتى,"Naima: Hello, how are you?  
Samira: I'm fine, thank God. And you?  
Naima: Same."
انا الحمدلله راكي عارفة علاش جيت بلامااا نهضر سميرة : هههههه عرفت الالة وراه فالمكتب,"I'm good, thank God. You know why I came, no need to talk.  
Samira: Hahaha, I know, the machine is in the office."
ديالو وحتى هو سول فيك ملي جااا نعمة : هاححححححح قولي والله دبا هو هناااا,"""Really? Tell me, is he here now?"""
؟؟ سميرة : وااااااايه هههههههه نعمة : ايوا نمشي نشووووف حوبااااااي ( 😂😂😂 ) ...,"Samira: Waaaaaah hahaha  
Naima: Yeah, let's go see Hobaay (😂😂😂)..."
فين جات دخل سبقهاااا هو وفتح الباب ديال المكتب جات عينهااا فعينوووو فين جات تهضر,"Where did she come in, he entered before her and opened the office door, their eyes met, where did she start to speak?"
طااار عليهااا وعمقهااااا و حتى هي بادلاتوووو لعنااااق .... أغيد : نعمة عنقي ماشي خنقي,"He hugged her deeply, and she reciprocated with an embrace... Aghid: A blessing to hug me, not to choke me."
( 😂😂😂 ) وماتنسايش مزال يدي مريضة نعمة : بناااقص كااااع ندمتينااااا ( 😂😂😂 ),"( 😂😂😂 ) And don't forget, my hand is still injured, Naama: Nooo problem at all, you made us regret it! ( 😂😂😂 )"
سميرة : ههههههههههه أغيد : ههههه ااه جابك الله ( سد المكتب و شدها من,"Samira: Hahahahaha  
Aghid: Haha, ah God brought you (he closed the office and grabbed her from...)"
يدهااا ) نعمة : اش كاين ؟؟ أغيد : بغيتك فواحد لحاجة ومكاينش لي يعاوني,"Her hand) Neama: What's going on?? Aghid: I need you for something, and there's no one else to help me."
من غيرك نعمة : هاححححححح يلاااه احوباااي يلاه نمشيو مطلعاش مطلعاااش ( 😂😂😂😂 ) أغيد,"Without you, it's a blessing."
: ههههه حمقة .... بقااا شاد ليهااا فيدهااا ماطلقهااااش مشاو وخلاو سميرة غير كاضحك خرجووو,"Hahaha crazy... He kept holding her hand and didn’t let go, they left, and Samira was just laughing as they went out."
لديك لقهوة لي كانت كلسات فيهاااا نعمة و نصيرة شدووو طبلة وكلسووو .... نمشيو دباااا,You had coffee where Naima and Nassira grabbed a table and sat... Let's go now.
عند نائل و اياس ..... وصلووووو لسويسراااا ومشاااو ديريكت لقصر غير حطووو رجلهم فالقصر كل,Nail and Iyas... arrived in Switzerland and went straight to the palace as soon as they set foot in it.
واحد مشااا لبيتوووو نائل دخل دوش وخرج لاوي عليه الفوطة وداك الشعر طايح على عينيه,"Someone went to his room, took a shower, came out with a towel wrapped around him, and his hair falling over his eyes."
ونشف شعرو جبد شورط لبسووو وتكة فوق الناموسية وبقا يشوف ف سقف ..... نائل :,"He dried his hair, put on his shorts, tied a knot above the mosquito net, and kept staring at the ceiling... Nael:"
نتالياااا نتالياااا ( تنهد ) نتالياااااا ....... بقاااا يقول غير سميت نتالياااا حتى دخل عليه,Nataliaaa Nataliaaa (sigh) Nataliaaa... He kept saying only the name Nataliaaa until she entered.
اياس اياس : شريك نمشيو نشوفووو شغلناااا لا ؟؟ نائل : طلب من الخدام يوجدووو,"Ayas Ayas: Partner, shall we go take care of our business or what?  
Nael: Ask the workers to prepare."
لينا مناكلووو ( وقف ) ولحق علياااا لبلاصتناااا لموعودة ( مشااا ) اياس : اوك,"Lina: ""We won't eat (stop) and catch up with me at our promised place (gone).""  
Iyas: ""Okay."""
واخاااا دباااا ... هبط نائل و حتى اياس هبط و مشااا لكوزينة عند لخدام طلب,"Alright, now... Nael went down, and even Iyas went down and went to the kitchen to the worker to ask."
منهم يوجدووو ليهم ما ياكلوووو ومشااا تبع نائل دخل لصالوووون فتح واحد الباب كاين تمااا,"Some of them prepared food for them, and he went after Nael, entered the living room, and opened a door that was there."
نيت دخل لقاااا نائل كالس فواحد الطبلة وحاط حداااه البيسي .... اياس : كاتقلب على,He entered and found Nael sitting at a table with the PC next to him... Iyass: Are you looking for...?
شي حاجة ؟؟؟ نائل : ( وقف ) اجي كلس و قلب شحال من خزين,"Anything???  
Nael: (stood up) Come sit and check how much storage."
عندوو اياس : وراه باينة تلاتة اصاحبي نائل : ( شاف فيه ) اياس كلس,"Iyass: ""It's obvious, three, my friend.""  
Nael: (looked at him)  
Iyass: ""Sit."""
قلب و سكت اياس : واخااا اسيدي ها انا ( كلس ) ... بقااا اياس,"Heart and silence, Iyass: ""Alright, sir, here I am (sits) ... Iyass stayed."""
يقلب فالبيسي و نائل وقف قدام واحد التلفازة لاسقة فالحيط دااات لحيط كلووو بالكبر لي,"He was scrolling on the PC, and Nael stood in front of a TV mounted on the wall, covering the entire wall with its size."
فيهاااا وكاتخدم غير بالبصمة مريكلهااا على التيلي ديالووو لي عندووو ف تيلي كايطلع فديك التلفازة,"It works only with a fingerprint, and it mirrors his phone on the TV."
نائل : ها انت شوف كاينين تلاتة ديال لخزينااات لي كانعرفووو حنااا ولكن انا شاك,"Nael: Here, look, there are three storages that we know, but I'm doubtful."
بلي كاين شي خزين اخور اياس : بلاتي و حنااا اش دخلنااا فالخزينات ديالووو ؟؟,"Apparently, there's another stash: Wait, and what do we have to do with his stashes??"
نائل : عندنااا دخل و كبير اياس : ممكن نعرف لاش كاتخطط ؟؟؟ نائل :,"Nael: We have entered, and it's big.  
Iyas: Can we know what you're planning???  
Nael:"
ياك عارف علاش جينااا ؟؟ اياس : طبعا عارف باش نتاقمووو منووو نائل : ايوا,"You know why we came, right?  
Eyas: Of course, to take revenge on him.  
Nael: Exactly."
هدااا هو الانتقااام ديالنااا ( شير بيدو لتلفازة فيها الصورة ديال لخزين ) خدم عقلك,This is our revenge (points to the TV with the image of the treasure). Use your brain.
معايااا اياس : ااااه صافي صافي فهمت دبااا نائل : ( كلس ) اااه خاصك,"With me, Iyas: Ah, okay, okay, I understand now. Nael: (sits) Ah, you need..."
تفهم انا لحد الان مباغيش نوسخ فيه يدي ومدام هو حرمني من عمي و كان,"Do you understand that until now I don't want to dirty my hands with him, and since he deprived me of my uncle and was..."
غادي يحرمني حتى من خويااا وحتى انا دبااا غادي نحرمووو من هاد لخزينااات لي كايتباهااا,"He’s going to deprive me even of my brother, and now I’m going to deprive him of these things he boasts about."
بيهم والى زاد جعر وسخن عليه راسووو كتر داك ساااع عاد نقدر نوسخ فيه يدي,I can only get my hands dirty with him if he keeps yelling and getting heated.
نصيفطو لعند ولدو بان ليا توحشوو اياس : هههههه باينة اصلا كايقلب عليها ههههه ايوا,"We’ll send it to his son; it seems like he misses him a lot: hahaha obviously, he’s already looking for him hahaha well."
فوقاش غادي نبداو ؟؟ نائل : بليل ونقص علياا من هاد الاسئلة اياس : واخااا,"When are we going to start??  
Nael: At night, and stop asking me these questions.  
Iyas: Alright."
مانعاودش نائل : سمع خصنااا نركزو مزيان قبل مانبداو نديرو اي حاجة دبا انت خليك,"I won't repeat, Nabil: Listen, we need to focus well before we start doing anything. Now, you stay."
خدام على البيسي وقلب مزيان وانا نشوف فالتلفازة اوك ؟؟ اياس : اوك نبداو على,"Working on the PC and searching well while I'm watching TV, okay?  
Iyas: Okay, let's start."
بركاتي الله بداو يقلبوووو وكل واحد فيهم وفااااش مركز اياس كاع ماحيد عينوووو على البيسي,"""My blessings, they started searching, and each one of them is focused, Ayas didn’t take his eyes off the PC at all."""
و حتى نائل شحال وهو واقف مرة يشوف فالتلفازة و مرة فالتيلي حتى لقااا لي,"And even Nael kept standing, sometimes looking at the TV and sometimes at the phone, until he found it."
كايقلب عليه .... نائل : يس صااافي لقيتهاااا اياس : اوااااه شحال كاينين ؟؟ نائل,"He is looking for it...  
Nael: Yes, I found it!  
Iyas: Oh really? How many are there?  
Nael"
: كاينين 2 اخرين اياس : المسخوط زاد جوووج بغااا يعلى علينااا زعمة حاسب راسووو,"There are 2 others, Iyass: The ungrateful one added two, thinking he’s better than us, acting all superior."
شحال مزاد كتر يتغلب عليك بصح هدا مريض نائل : ايوا مريض نعالجوووه اياس :,"How much more will he overpower you? But this one is sick.  
Nael: Well, if he's sick, let's treat him.  
Iyas:"
هههههه بصح دواه عندناااا نائل : يلاه خلينا دبا نمشيو ناكلوو ومن بعدهاا نخرجو اياس,"Hahaha, but we have the cure! Nael: Come on, let's go eat now, and then we'll go out, Iyas."
: ( وقف ) واخاااا يلاه ........ نمشيو عند نعمة عاد نرجعووو ل نائل و,"(Stop) Okay, let's go to Naima first, then we'll return to Nael."
اياس .... دخلووو لقهوة طلبوووو اش بغااااو وبقاو ساكتين حتى هضرات نعمة ... نعمة :,"Ayas .... they entered the café, ordered what they wanted, and stayed silent until Naima spoke ... Naima:"
بس بس ازين ( 😂😂 ) جبتني باش نبقاو ساكتين ؟؟ أغيد : هههه ماعرفتش,"""بس بس ازين ( 😂😂 ) جبتني باش نبقاو ساكتين ؟؟ أغيد : هههه ماعرفتش""  
Translation:  
""Shh shh, beautiful (😂😂), did you bring me here to stay silent?? Aghid: Haha, I don't know."""
منين نبدالك والله نعمة : غير سير على الله وقول اش كاين ؟؟ أغيد :,"Where should I start? Honestly, it's a blessing. Just trust in God and say what's going on."
هههه واخااا ولكن اجي علاش لبارح مشيتي بلاما تقوليهااا لياااا ؟؟ نعمة : فين مشيت,"Hahaha okay, but come on, why did you go yesterday without telling me??  
Naima: Where did I go?"
؟؟ أغيد : انا نسولك نيت فين مشيتي كنتي ناعسة حداية فقت مالقيتكش نعمة :,"Aghid: I'm asking you, where did you go? You were sleeping next to me, I woke up and didn't find you."
عيط ليا رياض و مشينااا اصلا كنت تعطلت على الدار نسيت راسي كااااع أغيد :,"Riad called me, and we left. I was already late getting home; I completely forgot myself."
عاود رياض عاود واخااا نعمة : علاه مالوووو رياض ؟؟ أغيد : لا والووو غير,"Riyad, do it again, do it again, okay Naima: What's wrong with Riyad?? Aghid: Nothing, just..."
انتي كل ساع رياض نعمة : امممممم غرتي احوباااااي 🙄 ؟؟ أغيد : ههههههه حمقة,"You are such a blessing every hour, Riyad: Hmmm, are you jealous, my love? 🙄?? Aghid: Hahahaha, silly."
المهم شوفي عقلتي علا ديك البنت لي كانت معايا فالبحر ؟؟ نعمة : ايه مالهاااا,"The important thing is, do you remember that girl who was with me at the beach?  
Naima: Yeah, what about her?"
😕؟؟ أغيد : مابغاتش تفارق معاياااا مرضاتني ولاصقة فيا بغيتك تفكيني منهاااا نعمة : اممممم,"Aghid: She doesn’t want to leave me, she’s exhausting me and clinging to me. I want you to help me get rid of her.  
Naima: Hmm..."
صافي انا قررت ومانبغي حد يشاركني فيك مزال نعاونك فيهااا ابب علاش لا أغيد :,"That's it, I decided, and I don't want anyone to share you with me. I'll still help you with it, why not?"
ههههه برافوووو بب نعمة : هاحححححححح قالي بب ( 😂😂 ) أغيد : هههههههه شوفي,"Hahaha bravo, Bb Neama: Hahahahaha he told me Bb (😂😂) Aghid: Hahahaha look."
دبا شوية اتجي عندنااا المهم نعول عليك نعمة : هي اتجي عندنااا هنااا ؟؟ أغيد,"Now, will you come to us soon? The important thing is that I can count on you, Naima: Will you come to us here?"
: ااااه اتجي نعمة : ايوا صبر عليااا نفكر اش دير أغيد : ههههه صافي,"- Aaaah, it would be a blessing.  
- Alright, be patient with me, let me think about what to do, Aghid.  
- Hahaha, that's it."
واخاا ... نعمة تفكر ومرة مرة تهضر بوحدهااا اما أغيد بقااا غير سااااهي فيهااااا .......,"Alright... Naima thinks and occasionally talks to herself, while Aghid just stays lost in thought about her..."
نعمة : ااااه صااافي لقيتهاااا أغيد : اش لقيتي ؟؟ نعمة : خلي ديك ختناااا,"Naima: Aaaah, I found it!  
Ghaid: What did you find?  
Naima: Leave that to our sister!"
تجي و حيد من الطريق انا نتبالا بيهااا ولكن خاصك تعاوني فهمتي ؟؟ أغيد :,"Come alone from the road, I'll handle it, but you need to help me, got it?"
ههههه واخاااا فهمتك الالة نعمة : هكداااك الرضى احوباااااي ....... بقااااو شحال كايهضرو ويضحكوووو بيناتهم,"Hahaha okay I understand you, machine of blessings: That's how it is, satisfaction my dear... They kept talking and laughing together."
ونعمة مرة مرة كاتقري ف أغيد ههههه شوية شاااف ديك البنت داخلة لقهوة و قالهاااا,"And sometimes she studies at Aghid hahaha. Suddenly, he saw that girl entering the café and told her..."
نعمة وديك البنت حتى هي شافت أغيد ومشات لعندوووو ..... هي : أغيد حبيبي ها,"Naima and that girl also saw Aghyad and went to him...  
She: Aghyad, my love, here."
انا جيت نعمة : تجيك فراس ( 😂😂😂 ) أغيد : ههههههه هي : نتي,"I came as a blessing: It comes to your mind (😂😂😂)  
Aghid: Hahahaha  
She: You"
باينة شايفاااك فشي بلاصة نعمة : سبحانه الله انا بعدا عمري شفتك هي : لا,"It’s clear I see you in a blessed place: Glory to God, as for me, I’ve never seen you: No."
لا تشاوفناااا ( شافت ف أغيد ) وانت مالك كالس معاهااا ؟؟ أغيد : بغيت,"Don't look at us (she looked at Aghyad) and why are you sitting with her??  
Aghyad: I want to."
نكلس معاهااا حيت هي ..... نعمة : ( شدات ليه فيدوو وشاف فيها ) حيت,I sit with her because she is... a blessing. (She held his hand and looked at him) Because...
انا خطيبتووو هي : أغيد واش هدي كاتهضر منيتهااااا ؟؟ أغيد : ( باس نعمة,"I am his fiancée: Aghid, is this what you're talking about her death???  
Aghid: (Kissed Neama)"
يدهاا ) اااه خطيبتي ( شاف ف نعمة ) وغادي ترجع مرتي و ام اسلام,"Her hand... Ah, my fiancée... He saw a blessing... and she will become my wife and Umm Islam."
وفرح الي هوما ايكونو ولادي نعمة : هاحححححححح الله يحفظك ليا اراجلي لعزيز والله يخلي,"""And I'm happy that they are my children, a blessing: Hahahahaha, may God protect you for me, my dear husband, and may God keep you."""
لينا و ليداتناااا اسلام و فرح ( 😂😂😂 ) هي : أغيد دبا انت غير,"Lina and our kids Islam and Farah (😂😂😂) are: Aghyad, now you’re just..."
كاتلعب بيااا ياك هاد الشي غير ضحك ؟؟ نعمة : وعلاش غادي نضحكووو كاع (,"""You're playing with me, right? This is just a joke??""  
Naima: ""And why would we joke at all?"""
وقفت ) شوفي راني عيت صابرة عليك وانا صبري ليه حدود دبااا اتخرجي منهنااا بكرمتك,"She said, ""Look, I'm tired of being patient with you, and my patience has limits. Now leave here with your dignity."""
هدي الى كانت عندك شي كرامة ولا نخرج جد بوووك انا هي : شفتك زدتي,"This translates to: ""This is if you have any dignity, or I'll insult your ancestors. I am: I saw you went too far."""
فيه بزاااف لا ؟؟ أغيد : ( وقف ) نعمة تهدني وانتي سيري فحالك تعاودي,"There's a lot, right??  
Aghid: (stands) A blessing calms me, and you go your way and repeat."
دوري بساحتي نطحنك مزال معارفة اش نقدر ندير دبا غبري من ساااحتي ( تعصب ),"Stay out of my space, or I'll crush you. You still don't know what I can do, so disappear from my area! (Angry)"
نعمة : ( كاتهضر ف نفسهااا ) هااا حااااي اش تابعك انعمة مشيتي فيهاااا هي,"Naima: (speaking to herself) Oh no, Naima, you're in trouble!"
: واخااا هاد الشي كلوووو على قبل هدي عرفت مغاديش نساهااا لك غير بلاتي (,": ""Alright, all of this just because of this, I knew I wouldn’t forget it for you, just wait."""
مشات ) أغيد : الله على راحة الله ( شاف ف نعمة ) شكرا بزاف,"She left.  
Aghid: ""Oh, what a relief, oh God.""  
He looked at Ne'ma: ""Thank you so much."""
نعمة كانت غير ساهية حتى باسهااا فراسهاااا عاد فاقت ..... نعمة : مشاااات ياااك ؟؟؟,"Naima: ""She was just absent-minded until it hit her... Naima: He left, right?"""
أغيد : هههههه ااااه مشااات فحالها وغير نسايهاا دبا ..... نرجعوووو دبا عند نائل ......,"Aguid: Hahaha, ahhh she’s gone, just forget about her now... let’s go back to Nael now..."
عمر كرشووو مزياااان وطلع لبيتوووو جبد من الماريو تيشورت فالحمر والسروال ديال السورفيت فالكحل و,"Omar filled his stomach well, went up to his room, and took out from the wardrobe a red T-shirt and black sweatpants."
سبرديلة بيضة و دار طربوووش حمر وخرج ركب فالطموبيلتو و بقا يستنااا اياس حتى جااا,"White sneakers, wore a red fez, got in his car, and kept waiting for Ayas until he arrived."
وقلعوووووو ديريكت لخزين بقااو بعاد شوية عليه كايستنااااو حتى يطيح الظلام ومنهاااا نيت يجيو الرجال,"And they immediately hid, staying a bit away from it, waiting for darkness to fall, and then the men would come."
ديالووو ويجيبووو ليه على لي وصاهم شحال وهوماااا تماااا حتى ظلام الحال وجاو الرجال ديال,"""His stuff, and they brought him what he asked for, they stayed there until nightfall, and the men came."""
نائل عاد خرج من الطموبيل وهبط يهضر معاهم ...... نائل : ( كايهضر بالسويسرية ),Nael just got out of the car and went down to talk to them ...... Nael: (speaking in Swiss German)
فين هومااا السوارت ؟؟ واحد من الرجال ديالووو : ها هومااا اسيدي وحتى من القفل,"Where are the keys??  
One of his men: Here they are, sir, along with the lock."
( مدهم ليه ) نائل : مزياااان اياس جيب داكشي و يلاه ونتومااا خليكم برااا,"Nail: Great! Ayas, bring that stuff and let's go. And you all, stay outside!"
وردو لبال ... مشاااا هو واياس فتحووو لخزين ودخلوووو مد ليه اياس واحد لباليزااا صغيرة,"Pay attention... He went, and Ayas opened the safe and entered. Ayas handed him a small suitcase."
فتحهاااا و بقااا يقاد فدوك الالات ليهاااا ارفتووو لاش كايخطط غادي يفجرلووو لخزين قااااد الالات,He opened it and started fixing those machines for her... Do you know what he's planning? He's going to blow up the storage... He prepared the machines.
مزياااان لصااااق شي فشي وريكل على الساعة ديالوووو ...... نائل : مزيااان كولشي هو هداااك,"Great, sticking things together and adjusting his timing... Nael: Everything is perfect, that's it!"
اياس : راهااا تحسب شفتك قربتي لوقت بزاااف نائل : مافيااا لي يستناااا مزال يلاه,"Ayas: She thinks you’re getting too close to the time.  
Nael: Mafia, the one who waits is still just starting."
