Darija (Arabic),Darija (Arabizi),English
ولا واش عانداك شي صحاب كايلعبو علا الات لموسيقيا,wla wash 3andek shi s7ab kayl3bo 3la alat lmousi9iya,Do you have any friends who play musical instruments?
ولا واش عانداك شي صحاب كايلعبو علا الات لموسيقيا,wla wach 3andek chi s7ab kayl3bo 3la alat lmousi9iya,Do you have any friends who play musical instruments?
ولا واش عانداك شي صحاب كايلعبو علا الات لموسيقيا,wla wach 3andek chi s7ab kayl3bo 3la alat lmousiqiya,Do you have any friends who play musical instruments?
ولا واش عانداك شي صحاب كايلعبو علا الات لموسيقيا,wla wach 3andek chi shab kayl3bo 3la alat lmousi9iya,Do you have any friends who play musical instruments?
ولا واش عانداك شي صحاب كايلعبو علا الات لموسيقيا,wla wach 3andek chi shab kayl3bo 3la alat lmousiqiya,Do you have any friends who play musical instruments?
ولا واش عانداك شي صحاب كايلعبو علا الات لموسيقيا,wla wash 3andek shi s7ab kayl3bo 3la alat lmousiqiya,Do you have any friends who play musical instruments?
ولا واش عانداك شي صحاب كايلعبو علا الات لموسيقيا,wla wash 3andek shi shab kayl3bo 3la alat lmousi9iya,Do you have any friends who play musical instruments?
ولا واش عانداك شي صحاب كايلعبو علا الات لموسيقيا,wla wash 3andek shi shab kayl3bo 3la alat lmousiqiya,Do you have any friends who play musical instruments?
عندي شي سحابي كايعازفو علا ءالات موسيقييا شاعبييا بحال لكامانجا,3ndi shi s7abi kay3azfo 3la 2alat mosiqiya cha3biya b7al lkamanga.,I have some friends who play traditional musical instruments like the violin.
عندي شي سحابي كايعازفو علا ءالات موسيقييا شاعبييا بحال لكامانجا,3ndi chi s7abi kay3azfo 3la 2alat mosiqiya cha3biya b7al lkamanga.,I have some friends who play traditional musical instruments like the violin.
عندي شي سحابي كايعازفو علا ءالات موسيقييا شاعبييا بحال لكامانجا,3ndi chi shabi kay3azfo 3la 2alat mosiqiya cha3biya bhal lkamanga.,I have some friends who play traditional musical instruments like the violin.
عندي شي سحابي كايعازفو علا ءالات موسيقييا شاعبييا بحال لكامانجا,3ndi shi s7abi kay3azfo 3la 2alat mosiqiya sha3biya b7al lkamanga.,I have some friends who play traditional musical instruments like the violin.
عندي شي سحابي كايعازفو علا ءالات موسيقييا شاعبييا بحال لكامانجا,3ndi shi shabi kay3azfo 3la 2alat mosiqiya cha3biya bhal lkamanga.,I have some friends who play traditional musical instruments like the violin.
عندي شي سحابي كايعازفو علا ءالات موسيقييا شاعبييا بحال لكامانجا,3ndi shi shabi kay3azfo 3la 2alat mosiqiya sha3biya bhal lkamanga.,I have some friends who play traditional musical instruments like the violin.
مومكين تابغيها قبال موسيقا ديال روكك,momkin tabghiha qbal musi9a dial rock.,Maybe you like it with rock music.
مومكين تابغيها قبال موسيقا ديال روكك,momkin tabghiha qbal musiqa dial rock.,Maybe you like it with rock music.
اوال واحد كايجي معا لميزمار غادي نسيفتوه موباشارا ل سكوتلاندا,awal wa7ed kayji m3a lmizmar ghadi nsiftoh mobachara lscotlanda,"The first one who comes with the flute, we will send him directly to Scotland."
اوال واحد كايجي معا لميزمار غادي نسيفتوه موباشارا ل سكوتلاندا,awal wa7ed kayji m3a lmizmar ghadi nsiftoh mobashara lscotlanda,"The first one who comes with the flute, we will send him directly to Scotland."
اوال واحد كايجي معا لميزمار غادي نسيفتوه موباشارا ل سكوتلاندا,awal wahed kayji m3a lmizmar ghadi nsiftoh mobachara lscotlanda,"The first one who comes with the flute, we will send him directly to Scotland."
اوال واحد كايجي معا لميزمار غادي نسيفتوه موباشارا ل سكوتلاندا,awal wahed kayji m3a lmizmar ghadi nsiftoh mobashara lscotlanda,"The first one who comes with the flute, we will send him directly to Scotland."
راه عيد ميلادي ماشي ڭنازا,raha 3id miladi machi gnaza,"It's my birthday, not a funeral."
راه عيد ميلادي ماشي ڭنازا,raha 3id miladi mashi gnaza,"It's my birthday, not a funeral."
خلينا غير نبقاو ف روكك,khallina ghir nbqaw f rockek,Let's just stay in our corner.
خلينا غير نبقاو ف روكك,5allina ghir nbqaw f rockek,Let's just stay in our corner.
ماغاديش نشارك راءياك معا سحابي لموسيقين لعزاز,ma ghadich ncharak ra2yak m3a s7abi lmosi9in l3zaz,I won't share your opinion with my beloved musician friends.
ماغاديش نشارك راءياك معا سحابي لموسيقين لعزاز,ma ghadich ncharak ra2yak m3a s7abi lmosiqin l3zaz,I won't share your opinion with my beloved musician friends.
ماغاديش نشارك راءياك معا سحابي لموسيقين لعزاز,ma ghadich ncharak ra2yak m3a shabi lmosi9in l3zaz,I won't share your opinion with my beloved musician friends.
ماغاديش نشارك راءياك معا سحابي لموسيقين لعزاز,ma ghadich ncharak ra2yak m3a shabi lmosiqin l3zaz,I won't share your opinion with my beloved musician friends.
ماغاديش نشارك راءياك معا سحابي لموسيقين لعزاز,ma ghadish nsharak ra2yak m3a s7abi lmosi9in l3zaz,I won't share your opinion with my beloved musician friends.
ماغاديش نشارك راءياك معا سحابي لموسيقين لعزاز,ma ghadish nsharak ra2yak m3a s7abi lmosiqin l3zaz,I won't share your opinion with my beloved musician friends.
ماغاديش نشارك راءياك معا سحابي لموسيقين لعزاز,ma ghadish nsharak ra2yak m3a shabi lmosi9in l3zaz,I won't share your opinion with my beloved musician friends.
ماغاديش نشارك راءياك معا سحابي لموسيقين لعزاز,ma ghadish nsharak ra2yak m3a shabi lmosiqin l3zaz,I won't share your opinion with my beloved musician friends.
هادشي علاش هوما سحابك و ماشي سحابي,hadchi 3lash huma s7abak w mashi s7abi,"""That's why they are your friends and not mine."""
هادشي علاش هوما سحابك و ماشي سحابي,hadchi 3lach huma s7abak w machi s7abi,"""That's why they are your friends and not mine."""
هادشي علاش هوما سحابك و ماشي سحابي,hadchi 3lach huma shabak w machi shabi,"""That's why they are your friends and not mine."""
هادشي علاش هوما سحابك و ماشي سحابي,hadchi 3lash huma shabak w mashi shabi,"""That's why they are your friends and not mine."""
هادشي علاش هوما سحابك و ماشي سحابي,hadshi 3lash huma s7abak w mashi s7abi,"""That's why they are your friends and not mine."""
هادشي علاش هوما سحابك و ماشي سحابي,hadshi 3lash huma shabak w mashi shabi,"""That's why they are your friends and not mine."""
كانت كانفاكار ف صحابي لفرانساويين لي كايلعبو ميزمار,kant kanfakar f s7abi lfransawiyin li kayl3bu mizmar,She was reminiscing about my French friends who play the flute.
كانت كانفاكار ف صحابي لفرانساويين لي كايلعبو ميزمار,kant kanfakar f shabi lfransawiyin li kayl3bu mizmar,She was reminiscing about my French friends who play the flute.
هوما كايعازفو علا موسيقا ديال راقس فارانسييا زوينا,houma kay3azfo 3la musi9a dial ra9es faransiya zwina,They play beautiful French rap music.
هوما كايعازفو علا موسيقا ديال راقس فارانسييا زوينا,houma kay3azfo 3la musiqa dial raqes faransiya zwina,They play beautiful French rap music.
تاقدار تكون ماتفاتاح,ta9dar tkoun matfata7,You might not be open.
تاقدار تكون ماتفاتاح,ta9dar tkoun matfatah,You might not be open.
تاقدار تكون ماتفاتاح,taqdar tkoun matfata7,You might not be open.
تاقدار تكون ماتفاتاح,taqdar tkoun matfatah,You might not be open.
الا سماعتي موسيقا اخرا مزيانا تقدر تعاجباك,ila sma3ti musi9a okhra mzyana t9dr t3ajbak,"If you listen to other good music, you might like it."
الا سماعتي موسيقا اخرا مزيانا تقدر تعاجباك,ila sma3ti musi9a o5ra mzyana t9dr t3ajbak,"If you listen to other good music, you might like it."
الا سماعتي موسيقا اخرا مزيانا تقدر تعاجباك,ila sma3ti musiqa o5ra mzyana tqdr t3ajbak,"If you listen to other good music, you might like it."
الا سماعتي موسيقا اخرا مزيانا تقدر تعاجباك,ila sma3ti musiqa okhra mzyana tqdr t3ajbak,"If you listen to other good music, you might like it."
مومكين منين تكون لحافلا ديالي تاقدار تجي و تستمتع بشي حاجا جديدا,moomkin mnin tkoun l7afla dyali ta9dar tji w tstmta bshi 7aja jdida.,"Maybe when my bus can come, you can enjoy something new."
مومكين منين تكون لحافلا ديالي تاقدار تجي و تستمتع بشي حاجا جديدا,moomkin mnin tkoun l7afla dyali ta9dar tji w tstmta bchi 7aja jdida.,"Maybe when my bus can come, you can enjoy something new."
مومكين منين تكون لحافلا ديالي تاقدار تجي و تستمتع بشي حاجا جديدا,moomkin mnin tkoun l7afla dyali taqdar tji w tstmta bchi 7aja jdida.,"Maybe when my bus can come, you can enjoy something new."
مومكين منين تكون لحافلا ديالي تاقدار تجي و تستمتع بشي حاجا جديدا,moomkin mnin tkoun l7afla dyali taqdar tji w tstmta bshi 7aja jdida.,"Maybe when my bus can come, you can enjoy something new."
مومكين منين تكون لحافلا ديالي تاقدار تجي و تستمتع بشي حاجا جديدا,moomkin mnin tkoun lhafla dyali ta9dar tji w tstmta bchi haja jdida.,"Maybe when my bus can come, you can enjoy something new."
مومكين منين تكون لحافلا ديالي تاقدار تجي و تستمتع بشي حاجا جديدا,moomkin mnin tkoun lhafla dyali ta9dar tji w tstmta bshi haja jdida.,"Maybe when my bus can come, you can enjoy something new."
مومكين منين تكون لحافلا ديالي تاقدار تجي و تستمتع بشي حاجا جديدا,moomkin mnin tkoun lhafla dyali taqdar tji w tstmta bchi haja jdida.,"Maybe when my bus can come, you can enjoy something new."
مومكين منين تكون لحافلا ديالي تاقدار تجي و تستمتع بشي حاجا جديدا,moomkin mnin tkoun lhafla dyali taqdar tji w tstmta bshi haja jdida.,"Maybe when my bus can come, you can enjoy something new."
هادشي علاش كانسماع لموسيقا پوپ و روكك لمزيانا,hadchi 3lash kansma3 lmosi9a pop w rock lmeziana,That's why I listen to good pop and rock music.
هادشي علاش كانسماع لموسيقا پوپ و روكك لمزيانا,hadchi 3lach kansma3 lmosi9a pop w rock lmeziana,That's why I listen to good pop and rock music.
هادشي علاش كانسماع لموسيقا پوپ و روكك لمزيانا,hadchi 3lach kansma3 lmosiqa pop w rock lmeziana,That's why I listen to good pop and rock music.
هادشي علاش كانسماع لموسيقا پوپ و روكك لمزيانا,hadchi 3lash kansma3 lmosiqa pop w rock lmeziana,That's why I listen to good pop and rock music.
هادشي علاش كانسماع لموسيقا پوپ و روكك لمزيانا,hadshi 3lash kansma3 lmosi9a pop w rock lmeziana,That's why I listen to good pop and rock music.
هادشي علاش كانسماع لموسيقا پوپ و روكك لمزيانا,hadshi 3lash kansma3 lmosiqa pop w rock lmeziana,That's why I listen to good pop and rock music.
ماكاينا لا موسيقا فارانكييا,makaayna la musi9a farankiyya,There is no French music.
ماكاينا لا موسيقا فارانكييا,makaayna la musiqa farankiyya,There is no French music.
ماكنبغيش برتون، ڭاع داكشي كايمشي بشوييا فخاط ولا داءيرا - موميلا بزاف,"makanbghish berton, ga3 dakchi kaymshi bchwiya f khat wla da2ira - momila bzaf","""I don't like routine, everything moves slowly and becomes boring - very monotonous."""
ماكنبغيش برتون، ڭاع داكشي كايمشي بشوييا فخاط ولا داءيرا - موميلا بزاف,"makanbghich berton, ga3 dakchi kaymchi bchwiya f 5at wla da2ira momila bzaf","""I don't like routine, everything moves slowly and becomes boring - very monotonous."""
ماكنبغيش برتون، ڭاع داكشي كايمشي بشوييا فخاط ولا داءيرا - موميلا بزاف,"makanbghich berton, ga3 dakchi kaymchi bchwiya f khat wla da2ira momila bzaf","""I don't like routine, everything moves slowly and becomes boring - very monotonous."""
ماكنبغيش برتون، ڭاع داكشي كايمشي بشوييا فخاط ولا داءيرا - موميلا بزاف,"makanbghish berton, ga3 dakchi kaymshi bchwiya f 5at wla da2ira momila bzaf","""I don't like routine, everything moves slowly and becomes boring - very monotonous."""
ماكنبغيش برتون، ڭاع داكشي كايمشي بشوييا فخاط ولا داءيرا - موميلا بزاف,"makanbghish berton, ga3 dakchi kaymshi bchwiya f khat wla da2ira momila bzaf","""I don't like routine, everything moves slowly and becomes boring - very monotonous."""
ماكنبغيش برتون، ڭاع داكشي كايمشي بشوييا فخاط ولا داءيرا - موميلا بزاف,"makanbghish berton, ga3 dakshi kaymshi bshwiya f 5at wla da2ira momila bzaf","""I don't like routine, everything moves slowly and becomes boring - very monotonous."""
ماكنبغيش برتون، ڭاع داكشي كايمشي بشوييا فخاط ولا داءيرا - موميلا بزاف,"makanbghish berton, ga3 dakshi kaymshi bshwiya f khat wla da2ira momila bzaf","""I don't like routine, everything moves slowly and becomes boring - very monotonous."""
ولاكين راه مفروض يكون عيد ميلادي ماشي حافلا ديالك,wlakin rah mafroud ykoun 3id miladi machi 7afla dialk,"But it's supposed to be my birthday, not your party."
ولاكين راه مفروض يكون عيد ميلادي ماشي حافلا ديالك,wlakin rah mafroud ykoun 3id miladi machi hafla dialk,"But it's supposed to be my birthday, not your party."
ولاكين راه مفروض يكون عيد ميلادي ماشي حافلا ديالك,wlakin rah mafroud ykoun 3id miladi mashi 7afla dialk,"But it's supposed to be my birthday, not your party."
ولاكين راه مفروض يكون عيد ميلادي ماشي حافلا ديالك,wlakin rah mafroud ykoun 3id miladi mashi hafla dialk,"But it's supposed to be my birthday, not your party."
كانطالاب بلحاق ف اناني ناختار لموسيقا ليكانبغي ف عيد ميلادي,kantalab bel7aq f ana ni nakhtar lmousi9a li kanbghi f 3id miladi,I insist on choosing the music I like for my birthday.
كانطالاب بلحاق ف اناني ناختار لموسيقا ليكانبغي ف عيد ميلادي,kantalab bel7aq f ana ni na5tar lmousi9a li kanbghi f 3id miladi,I insist on choosing the music I like for my birthday.
كانطالاب بلحاق ف اناني ناختار لموسيقا ليكانبغي ف عيد ميلادي,kantalab bel7aq f ana ni na5tar lmousiqa li kanbghi f 3id miladi,I insist on choosing the music I like for my birthday.
كانطالاب بلحاق ف اناني ناختار لموسيقا ليكانبغي ف عيد ميلادي,kantalab bel7aq f ana ni nakhtar lmousiqa li kanbghi f 3id miladi,I insist on choosing the music I like for my birthday.
كانطالاب بلحاق ف اناني ناختار لموسيقا ليكانبغي ف عيد ميلادي,kantalab belhaq f ana ni na5tar lmousi9a li kanbghi f 3id miladi,I insist on choosing the music I like for my birthday.
كانطالاب بلحاق ف اناني ناختار لموسيقا ليكانبغي ف عيد ميلادي,kantalab belhaq f ana ni na5tar lmousiqa li kanbghi f 3id miladi,I insist on choosing the music I like for my birthday.
كانطالاب بلحاق ف اناني ناختار لموسيقا ليكانبغي ف عيد ميلادي,kantalab belhaq f ana ni nakhtar lmousi9a li kanbghi f 3id miladi,I insist on choosing the music I like for my birthday.
كانطالاب بلحاق ف اناني ناختار لموسيقا ليكانبغي ف عيد ميلادي,kantalab belhaq f ana ni nakhtar lmousiqa li kanbghi f 3id miladi,I insist on choosing the music I like for my birthday.
انا عاراف، هادي حافلا ديالي ناقدار نابكي الا بغيت,"ana 3araf, hadi 7afila dyali na9dar nabki ila bghit.","I know, this is my party, I can cry if I want."
انا عاراف، هادي حافلا ديالي ناقدار نابكي الا بغيت,"ana 3araf, hadi 7afila dyali naqdar nabki ila bghit.","I know, this is my party, I can cry if I want."
انا عاراف، هادي حافلا ديالي ناقدار نابكي الا بغيت,"ana 3araf, hadi hafila dyali na9dar nabki ila bghit.","I know, this is my party, I can cry if I want."
انا عاراف، هادي حافلا ديالي ناقدار نابكي الا بغيت,"ana 3araf, hadi hafila dyali naqdar nabki ila bghit.","I know, this is my party, I can cry if I want."
منين تكون عاندي حافلا ف عيد ميلادي، تقدار تاستامتاع بنوع ماختالاف من لموسيقا,"mnin tkoun 3andi 7afla f 3id miladi, t9dar tastamta3 bnow3 mkhtalaf mn lmosi9a","When I have a party for my birthday, I can enjoy a variety of music."
منين تكون عاندي حافلا ف عيد ميلادي، تقدار تاستامتاع بنوع ماختالاف من لموسيقا,"mnin tkoun 3andi 7afla f 3id miladi, t9dar tastamta3 bnow3 m5talaf mn lmosi9a","When I have a party for my birthday, I can enjoy a variety of music."
منين تكون عاندي حافلا ف عيد ميلادي، تقدار تاستامتاع بنوع ماختالاف من لموسيقا,"mnin tkoun 3andi 7afla f 3id miladi, tqdar tastamta3 bnow3 m5talaf mn lmosiqa","When I have a party for my birthday, I can enjoy a variety of music."
منين تكون عاندي حافلا ف عيد ميلادي، تقدار تاستامتاع بنوع ماختالاف من لموسيقا,"mnin tkoun 3andi 7afla f 3id miladi, tqdar tastamta3 bnow3 mkhtalaf mn lmosiqa","When I have a party for my birthday, I can enjoy a variety of music."
منين تكون عاندي حافلا ف عيد ميلادي، تقدار تاستامتاع بنوع ماختالاف من لموسيقا,"mnin tkoun 3andi hafla f 3id miladi, t9dar tastamta3 bnow3 m5talaf mn lmosi9a","When I have a party for my birthday, I can enjoy a variety of music."
منين تكون عاندي حافلا ف عيد ميلادي، تقدار تاستامتاع بنوع ماختالاف من لموسيقا,"mnin tkoun 3andi hafla f 3id miladi, t9dar tastamta3 bnow3 mkhtalaf mn lmosi9a","When I have a party for my birthday, I can enjoy a variety of music."
منين تكون عاندي حافلا ف عيد ميلادي، تقدار تاستامتاع بنوع ماختالاف من لموسيقا,"mnin tkoun 3andi hafla f 3id miladi, tqdar tastamta3 bnow3 m5talaf mn lmosiqa","When I have a party for my birthday, I can enjoy a variety of music."
منين تكون عاندي حافلا ف عيد ميلادي، تقدار تاستامتاع بنوع ماختالاف من لموسيقا,"mnin tkoun 3andi hafla f 3id miladi, tqdar tastamta3 bnow3 mkhtalaf mn lmosiqa","When I have a party for my birthday, I can enjoy a variety of music."
پوپ ايكون مباراع,pop icon mbara3.,Pop icon Mubara'a
راه لخييار ديالك مورا كولشي,raha lkhiyar dialek mora kolchi,It's your choice after all.
راه لخييار ديالك مورا كولشي,raha l5iyar dialek mora kolchi,It's your choice after all.
راه لخييار ديالك مورا كولشي,raha l5iyar dialek mora kolshi,It's your choice after all.
راه لخييار ديالك مورا كولشي,raha lkhiyar dialek mora kolshi,It's your choice after all.
ماعرفتوش,ma3rftouch,I don't know him.
ماعرفتوش,ma3rftoush,I don't know him.
ماعرافتهاش,ma3rafthash,I don't know her.
ماعرافتهاش,ma3rafthach,I don't know her.
تقدر تلعبها ليا الا بغيتي,t9dr t3lbha lia ila bghiti,You can play it for me if you want.
تقدر تلعبها ليا الا بغيتي,tqdr t3lbha lia ila bghiti,You can play it for me if you want.
والاكين مامنوع لبكا ف لحافلا ديالي,wlakine mamnou3 lbka f l7afla dyali,But crying is not forbidden on my bus.
والاكين مامنوع لبكا ف لحافلا ديالي,wlakine mamnou3 lbka f lhafla dyali,But crying is not forbidden on my bus.
من غير لفاراح,mn ghir lfarah,Without exaggeration.
كنت غير كانضحك,knt ghir kand7k,I was just laughing.
كنت غير كانضحك,knt ghir kandhk,I was just laughing.
كنت غير فوكاها,knt ghir fokaha,I was just joking.
كنت غير مقشب,knt ghir mqachb,I was just joking.
كنت غير مقشب,knt ghir mqashb,I was just joking.
راها اغنييا ديال لسي ڭور من صتينات، خاساك تسماع ليها ف يوتوب,"raha aghniya dial lsi gor mn stinat, khassak tsma3 liha f youtube","They are songs of Si Gour from the sixties, you should listen to them on YouTube."
راها اغنييا ديال لسي ڭور من صتينات، خاساك تسماع ليها ف يوتوب,"raha aghniya dial lsi gor mn stinat, 5assak tsma3 liha f youtube","They are songs of Si Gour from the sixties, you should listen to them on YouTube."
سيفت لييا رابيط,sift liya rabit,Send me the link.
سيفت ليا لين,sift lia lin,Send me the link.
غادي نسيفتو غدا,ghadi nsifto ghda,We will send it tomorrow.
و لماكلا؟,w lmakla?,And the food?
عنداك شي افكار؟,3andak shi afkar?,Do you have any ideas?
عنداك شي افكار؟,3andak chi afkar?,Do you have any ideas?
يالاه نخاليوها بسيطا,yalah nkhaliwha bsita,Let's keep it simple.
يالاه نخاليوها بسيطا,yalah n5aliwha bsita,Let's keep it simple.
اهلان، واش هادي هييا لمارا لاولا ليغادي تسافار بيها ف طايارا؟,"ahlan, wash hadi hiya lmarra lawla li ghadi tsafar biha f tayara?","Hello, is this your first time traveling by plane?"
اهلان، واش هادي هييا لمارا لاولا ليغادي تسافار بيها ف طايارا؟,"ahlan, wach hadi hiya lmarra lawla li ghadi tsafar biha f tayara?","Hello, is this your first time traveling by plane?"
واش كانبان شوييا ماتواتار؟,wash kanban chwiya matwatar?,Do I look a bit tired?
واش كانبان شوييا ماتواتار؟,wach kanban chwiya matwatar?,Do I look a bit tired?
واش كانبان شوييا ماتواتار؟,wash kanban shwiya matwatar?,Do I look a bit tired?
لا، هادي ماشي لمارا لاولا ليكانسافار بيها ف طايارا، والاكين مازال كانحاس بتاواتور كبير,"la, hadi machi lmara lawla li kansafar biha f tayara, walakin mazal kan7ass bttawatur kbir.","No, this is not the first time I travel by plane, but I still feel very nervous."
لا، هادي ماشي لمارا لاولا ليكانسافار بيها ف طايارا، والاكين مازال كانحاس بتاواتور كبير,"la, hadi machi lmara lawla li kansafar biha f tayara, walakin mazal kanhass bttawatur kbir.","No, this is not the first time I travel by plane, but I still feel very nervous."
لا، هادي ماشي لمارا لاولا ليكانسافار بيها ف طايارا، والاكين مازال كانحاس بتاواتور كبير,"la, hadi mashi lmara lawla li kansafar biha f tayara, walakin mazal kan7ass bttawatur kbir.","No, this is not the first time I travel by plane, but I still feel very nervous."
لا، هادي ماشي لمارا لاولا ليكانسافار بيها ف طايارا، والاكين مازال كانحاس بتاواتور كبير,"la, hadi mashi lmara lawla li kansafar biha f tayara, walakin mazal kanhass bttawatur kbir.","No, this is not the first time I travel by plane, but I still feel very nervous."
ماعرافتش علاش,ma3raftsh 3lash,I don't know why.
ماعرافتش علاش,ma3raftch 3lach,I don't know why.
و علاش مسافرا ليوم؟,w 3lash msafra lyoom?,And why are you traveling today?
و علاش مسافرا ليوم؟,w 3lach msafra lyoom?,And why are you traveling today?
انا غاديا نشوف بنتي ليمشفتهاش مودا هادي,ana ghadya nchouf bnti limachfthach moda hadi,I’m going to see my daughter whom I haven’t seen in a while.
انا غاديا نشوف بنتي ليمشفتهاش مودا هادي,ana ghadya nshouf bnti limashfthash moda hadi,I’m going to see my daughter whom I haven’t seen in a while.
انا ماتحامسا بزاف نشوفها,ana ma7amssa bzzaf nchoufha,I'm not very excited to see it.
انا ماتحامسا بزاف نشوفها,ana ma7amssa bzzaf nshoufha,I'm not very excited to see it.
انا ماتحامسا بزاف نشوفها,ana mahamssa bzzaf nchoufha,I'm not very excited to see it.
انا ماتحامسا بزاف نشوفها,ana mahamssa bzzaf nshoufha,I'm not very excited to see it.
لا، انا ف عوطلا,"la, ana f 3otla.","No, I am unemployed."
خاسك تكوني فرحانا بزاف حيت غادي تشوفي بنتك,khasek tkouni fer7ana bzzaf 7it ghadi tchoufi bentek,You must be very happy because you’re going to see your daughter.
خاسك تكوني فرحانا بزاف حيت غادي تشوفي بنتك,5asek tkouni fer7ana bzzaf 7it ghadi tchoufi bentek,You must be very happy because you’re going to see your daughter.
خاسك تكوني فرحانا بزاف حيت غادي تشوفي بنتك,5asek tkouni fer7ana bzzaf 7it ghadi tshoufi bentek,You must be very happy because you’re going to see your daughter.
خاسك تكوني فرحانا بزاف حيت غادي تشوفي بنتك,5asek tkouni ferhana bzzaf hit ghadi tchoufi bentek,You must be very happy because you’re going to see your daughter.
خاسك تكوني فرحانا بزاف حيت غادي تشوفي بنتك,5asek tkouni ferhana bzzaf hit ghadi tshoufi bentek,You must be very happy because you’re going to see your daughter.
خاسك تكوني فرحانا بزاف حيت غادي تشوفي بنتك,khasek tkouni fer7ana bzzaf 7it ghadi tshoufi bentek,You must be very happy because you’re going to see your daughter.
خاسك تكوني فرحانا بزاف حيت غادي تشوفي بنتك,khasek tkouni ferhana bzzaf hit ghadi tchoufi bentek,You must be very happy because you’re going to see your daughter.
خاسك تكوني فرحانا بزاف حيت غادي تشوفي بنتك,khasek tkouni ferhana bzzaf hit ghadi tshoufi bentek,You must be very happy because you’re going to see your daughter.
ست شهور هادي ماشفتها,6 shhor hadi ma shftha,It's been six months since I saw her.
ست شهور هادي ماشفتها,6 chhor hadi ma chftha,It's been six months since I saw her.
عندي شانطا عامرا بداكشي ليكاتبغي تاكول,3ndi chanta 3amra b dakchi li katbghi takol,I have a bag full of the things you like to eat.
عندي شانطا عامرا بداكشي ليكاتبغي تاكول,3ndi shanta 3amra b dakshi li katbghi takol,I have a bag full of the things you like to eat.
و شي لعيبات ديال ناضافا ليكاتبغيها حتا هييا,w shi l3ybat dial nadafa li katbghiha 7ta hiya,And some cleaning items that she also likes.
و شي لعيبات ديال ناضافا ليكاتبغيها حتا هييا,w chi l3ybat dial nadafa li katbghiha 7ta hiya,And some cleaning items that she also likes.
و شي لعيبات ديال ناضافا ليكاتبغيها حتا هييا,w chi l3ybat dial nadafa li katbghiha hta hiya,And some cleaning items that she also likes.
و شي لعيبات ديال ناضافا ليكاتبغيها حتا هييا,w shi l3ybat dial nadafa li katbghiha hta hiya,And some cleaning items that she also likes.
غادي تكون فارحانا بزاف,ghadi tkoun far7ana bzaf,She will be very happy.
غادي تكون فارحانا بزاف,ghadi tkoun farhana bzaf,She will be very happy.
اشنو مزيان بنيسبا ليه؟,ashno mzyan bnisba lih?,What is good for him?
اشنو مزيان بنيسبا ليه؟,achno mzyan bnisba lih?,What is good for him?
لفرماج؟ شوكلات؟,lfermaj? choklat?,Cheese? Chocolate?
لفرماج؟ شوكلات؟,lfermaj? shoklat?,Cheese? Chocolate?
و جابت ليها سابون ليكاتبغي,w jabt liha saboun li katbghi,And she brought her the soap she likes.
ساك ديالي تقيل بزاف,saak diali tqil bzaf,My bag is very heavy.
واش غادي تجي تهزك من لماطار منين توصل؟,wash ghadi tji thezzek mn lmatar mnin twsl?,Will someone pick you up from the airport when you arrive?
واش غادي تجي تهزك من لماطار منين توصل؟,wach ghadi tji thezzek mn lmatar mnin twsl?,Will someone pick you up from the airport when you arrive?
اه كانتمانا,ah kantmana,"Ah, I wish."
واخا ڭالت بيلا تقدر تعطال,wa5a galt billa ta9dar t3atal,"Okay, she said she might be late."
واخا ڭالت بيلا تقدر تعطال,wa5a galt billa taqdar t3atal,"Okay, she said she might be late."
واخا ڭالت بيلا تقدر تعطال,wakha galt billa ta9dar t3atal,"Okay, she said she might be late."
واخا ڭالت بيلا تقدر تعطال,wakha galt billa taqdar t3atal,"Okay, she said she might be late."
حيت غادي تسافار فساعا ديال زحام,7it ghadi tsafar f sa3a dial z7am,Because you will travel during rush hour.
حيت غادي تسافار فساعا ديال زحام,hit ghadi tsafar f sa3a dial zham,Because you will travel during rush hour.
لخوتا هيا نشد تاكزي ل پارطما ديالها,lkhouta hya nched takzi l partma dialha,"Brothers, let's take a taxi to her apartment."
لخوتا هيا نشد تاكزي ل پارطما ديالها,l5outa hya nched takzi l partma dialha,"Brothers, let's take a taxi to her apartment."
لخوتا هيا نشد تاكزي ل پارطما ديالها,l5outa hya nshed takzi l partma dialha,"Brothers, let's take a taxi to her apartment."
لخوتا هيا نشد تاكزي ل پارطما ديالها,lkhouta hya nshed takzi l partma dialha,"Brothers, let's take a taxi to her apartment."
اشنو كاتخاطاط دير ف عوطلا ديالك؟,ashno katkhatat dir f 3otla dialk?,What are you planning to do on your vacation?
اشنو كاتخاطاط دير ف عوطلا ديالك؟,achno kat5atat dir f 3otla dialk?,What are you planning to do on your vacation?
اشنو كاتخاطاط دير ف عوطلا ديالك؟,achno katkhatat dir f 3otla dialk?,What are you planning to do on your vacation?
اشنو كاتخاطاط دير ف عوطلا ديالك؟,ashno kat5atat dir f 3otla dialk?,What are you planning to do on your vacation?
كايبان لييا تاكزي فيكرا مزيانا,kayban liya takzi fikra mzyana,It seems to me that your idea is good.
من جيهتي، كانخاطاط نمشي عند صحابي ليكايعيشو تما,"mn jihti, kankha6a6 nmshi 3nd s7abi likay3ichu tma","As for me, I plan to visit my friends who live there."
من جيهتي، كانخاطاط نمشي عند صحابي ليكايعيشو تما,"mn jihti, kan5a6a6 nmchi 3nd s7abi likay3ichu tma","As for me, I plan to visit my friends who live there."
